config total_drives chunks_per_disk failed_disks affected_racks dl_prob
(8+2)(7+1) 32000 10000 15 4 0.12409173302999390013878778989607425650464456659021
(8+2)(7+1) 32000 10000 15 5 0.15878062835362479287001615714885468804564300422325
(8+2)(7+1) 32000 10000 15 6 0.18476189379712910125432301902582349320778729551273
(8+2)(7+1) 32000 10000 15 7 0.20525416660834637166545337620341389398765199210595
(8+2)(7+1) 32000 10000 15 8 0.22203591248051895799311743065563098355463126146414
(8+2)(7+1) 32000 10000 15 9 0.23616888530163695257424739066900448039527856634742
(8+2)(7+1) 32000 10000 15 10 0.24832919788256675653456242361072745022144020997354
(8+2)(7+1) 32000 10000 15 11 0.25897036180887228230019795525495787689019611952828
(8+2)(7+1) 32000 10000 15 12 0.26840964634570801190502684274337101819549502644329
(8+2)(7+1) 32000 10000 15 13 0.27687679642349614617764271279322416703380067241937
(8+2)(7+1) 32000 10000 15 14 0.28454301724206413506663423858452766564131407016465
(8+2)(7+1) 32000 10000 15 15 0.29153901013517326046043459078596665269584002957079
(8+2)(7+1) 32000 10000 16 1 0
(8+2)(7+1) 32000 10000 16 2 0
(8+2)(7+1) 32000 10000 16 3 0.09063460520946715190491024801030967701627715038536
(8+2)(7+1) 32000 10000 16 4 0.14966960350263562541294487516496580349054151303302
(8+2)(7+1) 32000 10000 16 5 0.19012275574427291790572489939688313079933445853355
(8+2)(7+1) 32000 10000 16 6 0.21996924381997276807804049039855103321835567250503
(8+2)(7+1) 32000 10000 16 7 0.24323727912079415110169647380053467870077704969397
(8+2)(7+1) 32000 10000 16 8 0.26211584556960910601323706363793434012036322674569
(8+2)(7+1) 32000 10000 16 9 0.27789407388894315009174551253547656410025538148416
(8+2)(7+1) 32000 10000 16 10 0.29138364719276827121472442998768043846402968137990
(8+2)(7+1) 32000 10000 16 11 0.30312386193298958481380099460717178872331251279271
(8+2)(7+1) 32000 10000 16 12 0.31348894861983731305288695719886978951047412341404
(8+2)(7+1) 32000 10000 16 13 0.32274799884123817234715212492787056784591588771178
(8+2)(7+1) 32000 10000 16 14 0.33110030471761911435658912879459850442558553323705
(8+2)(7+1) 32000 10000 16 15 0.33869717959304108531890241633749399143605899990259
(8+2)(7+1) 32000 10000 16 16 0.34565596783537973020234161459166060727961073526392
(8+2)(7+1) 32000 10000 17 1 0
(8+2)(7+1) 32000 10000 17 2 0
(8+2)(7+1) 32000 10000 17 3 0.10880700895516061097689583090214108584619743156015
(8+2)(7+1) 32000 10000 17 4 0.17801396903878923753660032149889559615522293308925
(8+2)(7+1) 32000 10000 17 5 0.22450155252970770752960891858549197860798817638255
(8+2)(7+1) 32000 10000 17 6 0.25827641933581982979970975087924235612140159356949
(8+2)(7+1) 32000 10000 17 7 0.28429348992180735461033512739850427149540808477557
(8+2)(7+1) 32000 10000 17 8 0.30520154193452292720634836618898038034890274061830
(8+2)(7+1) 32000 10000 17 9 0.32253951846674035884244296099712177425744358329513
(8+2)(7+1) 32000 10000 17 10 0.33726553540432092545541127447332610533614167055927
(8+2)(7+1) 32000 10000 17 11 0.35001015268970607693591375959558398992868733583311
(8+2)(7+1) 32000 10000 17 12 0.36120737850923493745807146441134920177439592496775
(8+2)(7+1) 32000 10000 17 13 0.37116708773634362079505097323552245231184243820070
(8+2)(7+1) 32000 10000 17 14 0.38011735583205013341639630508034868501567351194193
(8+2)(7+1) 32000 10000 17 15 0.38823039845286832797813116017026149208018104585369
(8+2)(7+1) 32000 10000 17 16 0.39563911285127744378122149233116064447966926665080
(8+2)(7+1) 32000 10000 17 17 0.40244799275456162916154773804885175869824658909613
(8+2)(7+1) 32000 10000 18 1 0
(8+2)(7+1) 32000 10000 18 2 0
(8+2)(7+1) 32000 10000 18 3 0.12898451925875436910470928610280389775761344434596
(8+2)(7+1) 32000 10000 18 4 0.20902647138422028404772976955409328409893793175032
(8+2)(7+1) 32000 10000 18 5 0.26170356754651921038699281981443892004364877138964
(8+2)(7+1) 32000 10000 18 6 0.29937320580631494686093285404119638893653764245227
(8+2)(7+1) 32000 10000 18 7 0.32803370133714548739590244513536213413979282820228
(8+2)(7+1) 32000 10000 18 8 0.35083944856842565799405487023607059884515115332712
(8+2)(7+1) 32000 10000 18 9 0.36959841296127302167615216302017183850040374904598
(8+2)(7+1) 32000 10000 18 10 0.38542348905527900057844194111262771403801915837830
(8+2)(7+1) 32000 10000 18 11 0.39904009556072640248222643891985694985870213119593
(8+2)(7+1) 32000 10000 18 12 0.41094343160227932465929987432037555806703410738984
(8+2)(7+1) 32000 10000 18 13 0.42148453796857251813277945783637121004315928719447
(8+2)(7+1) 32000 10000 18 14 0.43092016814613450172565960562544554116976596426620
(8+2)(7+1) 32000 10000 18 15 0.43944311210283263189189460883089776631860846901799
(8+2)(7+1) 32000 10000 18 16 0.44720140187612240126225106182197172767114639744873
(8+2)(7+1) 32000 10000 18 17 0.45431090723046374573285654870160749647725385519910
(8+2)(7+1) 32000 10000 18 18 0.46086384886966440956124194051429112862640711941319
(8+2)(7+1) 32000 10000 19 1 0
(8+2)(7+1) 32000 10000 19 2 0
(8+2)(7+1) 32000 10000 19 3 0.15115614729287458474591721999534773528637485353738
(8+2)(7+1) 32000 10000 19 4 0.24254953818895431671778873563839434487947251078942
(8+2)(7+1) 32000 10000 19 5 0.30143687352078468165897288017802851404503161898682
(8+2)(7+1) 32000 10000 19 6 0.34286118470875173692776322056229428278780383210305
(8+2)(7+1) 32000 10000 19 7 0.37397643456156459120229262152094535085257582193534
(8+2)(7+1) 32000 10000 19 8 0.39848264402498839839582529952414720657909386732629
(8+2)(7+1) 32000 10000 19 9 0.41847145338820025037651143029341826279740694195293
(8+2)(7+1) 32000 10000 19 10 0.43521560106194421523804348194360436416537160748229
(8+2)(7+1) 32000 10000 19 11 0.44953662574779334119930810424537469814992539926294
(8+2)(7+1) 32000 10000 19 12 0.46199065447595486535600063431183621297335301636189
(8+2)(7+1) 32000 10000 19 13 0.47296905328516118894689041788187662383499500229298
(8+2)(7+1) 32000 10000 19 14 0.48275623988581044573539076740010997617673482070318
(8+2)(7+1) 32000 10000 19 15 0.49156456419055811483234829663876621690724191922255
(8+2)(7+1) 32000 10000 19 16 0.49955624796034694294203142269194391812554447680308
(8+2)(7+1) 32000 10000 19 17 0.50685768487871975073878815934325913388915220328138
(8+2)(7+1) 32000 10000 19 18 0.51356905200702483188719050158440279948180414635118
(8+2)(7+1) 32000 10000 19 19 0.51977094498602217556248936404587857286289261874924
(8+2)(7+1) 32000 10000 20 1 0
(8+2)(7+1) 32000 10000 20 2 0
(8+2)(7+1) 32000 10000 20 3 0.17528333131605862504586746360374910043714166194370
(8+2)(7+1) 32000 10000 20 4 0.27836752712573343786799426653145888798262328436307
(8+2)(7+1) 32000 10000 20 5 0.34333593155040237082485159645088970818981337481538
(8+2)(7+1) 32000 10000 20 6 0.38826263478331063512122036797130118901030604796788
(8+2)(7+1) 32000 10000 20 7 0.42156051279993174423693211167533256851044575980692
(8+2)(7+1) 32000 10000 20 8 0.44750688320874978356705301854686596430858584440008
(8+2)(7+1) 32000 10000 20 9 0.46848581591855581417816102625587307926052910811444
(8+2)(7+1) 32000 10000 20 10 0.48593095611520601235508250378150872139579143648606
(8+2)(7+1) 32000 10000 20 11 0.50075849223873953774148199731215289563090093653157
(8+2)(7+1) 32000 10000 20 12 0.51358331728376684063851476855370717575931875991258
(8+2)(7+1) 32000 10000 20 13 0.52483493311542286081189258006310218013644862356687
(8+2)(7+1) 32000 10000 20 14 0.53482342937252899363485066893429360445704099474338
(8+2)(7+1) 32000 10000 20 15 0.54377897751382577044902355322126695142620905727467
(8+2)(7+1) 32000 10000 20 16 0.55187649847960989512304816745334941852465860793477
(8+2)(7+1) 32000 10000 20 17 0.55925164004235674906985567198302654031093394299089
(8+2)(7+1) 32000 10000 20 18 0.56601145482977093045561647257291847278629508805506
(8+2)(7+1) 32000 10000 20 19 0.57224173393005689919682970612034600389782506543775
(8+2)(7+1) 32000 10000 20 20 0.57801216546469868042453722981090961782418368563931


