config total_drives chunks_per_disk failed_disks affected_racks dl_prob
(8+2)(7+1) 32000 100 12 10 0.00150708853671497603749790126316907888753940946676
(8+2)(7+1) 32000 100 12 11 0.00159044146369350698332027185226969192912212536346
(8+2)(7+1) 32000 100 12 12 0.00166598710847596516578782779188390951547896842166
(8+2)(7+1) 32000 100 13 1 0
(8+2)(7+1) 32000 100 13 2 0
(8+2)(7+1) 32000 100 13 3 0.00049037712760752437891244750266736882861898546634
(8+2)(7+1) 32000 100 13 4 0.00084801452639758335261512614364272768886679068193
(8+2)(7+1) 32000 100 13 5 0.00111607875514451119743419703633681978734391914761
(8+2)(7+1) 32000 100 13 6 0.00132783411683056963336286018127264178194035919507
(8+2)(7+1) 32000 100 13 7 0.00150198513712569480995566355697586167130866112250
(8+2)(7+1) 32000 100 13 8 0.00164953275862402353339596995108715734020053313737
(8+2)(7+1) 32000 100 13 9 0.00177737210567594258218020282707317578800611904940
(8+2)(7+1) 32000 100 13 10 0.00189007109401713101974522890242925857893369796705
(8+2)(7+1) 32000 100 13 11 0.00199079684062656040230350918141687743466425041597
(8+2)(7+1) 32000 100 13 12 0.00208182863534931622424321544970522123475288141291
(8+2)(7+1) 32000 100 13 13 0.00216485814836807649208015141560724925291740041115
(8+2)(7+1) 32000 100 14 1 0
(8+2)(7+1) 32000 100 14 2 0
(8+2)(7+1) 32000 100 14 3 0.00062087212925791631076916238647121636607163187290
(8+2)(7+1) 32000 100 14 4 0.00106771386552207370400398626672006425085038293644
(8+2)(7+1) 32000 100 14 5 0.00139863819908272898822117321526895560990425398134
(8+2)(7+1) 32000 100 14 6 0.00165765584804461905495212550401997997766677258801
(8+2)(7+1) 32000 100 14 7 0.00186917742435649277200920232995511334047987393992
(8+2)(7+1) 32000 100 14 8 0.00204739275388061700342639597986666186377409172330
(8+2)(7+1) 32000 100 14 9 0.00220111024549466938616863708132806100788847687475
(8+2)(7+1) 32000 100 14 10 0.00233611891142009556095525415204601518330630239126
(8+2)(7+1) 32000 100 14 11 0.00245640571358126991341606357902635286441742836672
(8+2)(7+1) 32000 100 14 12 0.00256482366944367017847296981633693904275488244288
(8+2)(7+1) 32000 100 14 13 0.00266347990141441073983185380544892932627450273841
(8+2)(7+1) 32000 100 14 14 0.00275397228023978174433497121950908149505144291940
(8+2)(7+1) 32000 100 15 1 0
(8+2)(7+1) 32000 100 15 2 0
(8+2)(7+1) 32000 100 15 3 0.00077339011721563755415177812829519521000278370203
(8+2)(7+1) 32000 100 15 4 0.00132406177168650796230493812961401438591089333770
(8+2)(7+1) 32000 100 15 5 0.00172753416042586579522612576956746022956480345395
(8+2)(7+1) 32000 100 15 6 0.00204066554067490005505492892951065393572771520469
(8+2)(7+1) 32000 100 15 7 0.00229469237755162262224466421487958303293017982523
(8+2)(7+1) 32000 100 15 8 0.00250759986427670765941881008136622848255505679771
(8+2)(7+1) 32000 100 15 9 0.00269045989107571177343104033750655902602718741959
(8+2)(7+1) 32000 100 15 10 0.00285049773457368956184594293882830252828236753793
(8+2)(7+1) 32000 100 15 11 0.00299265960930330618075570474923327360795896604772
(8+2)(7+1) 32000 100 15 12 0.00312046667005124907221914644911352412992621565248
(8+2)(7+1) 32000 100 15 13 0.00323650783310824253922933212157669859642479026463
(8+2)(7+1) 32000 100 15 14 0.00334273860478149161626005866128659222255863576801
(8+2)(7+1) 32000 100 15 15 0.00344067009782000687430560229204042686041379844818
(8+2)(7+1) 32000 100 16 1 0
(8+2)(7+1) 32000 100 16 2 0
(8+2)(7+1) 32000 100 16 3 0.00094963172520751833145500944004016633902038534423
(8+2)(7+1) 32000 100 16 4 0.00161998943086091868230966650271961263030523584229
(8+2)(7+1) 32000 100 16 5 0.00210650413049242829082200453652663739796506270404
(8+2)(7+1) 32000 100 16 6 0.00248113617159264926844373490675028903611267035223
(8+2)(7+1) 32000 100 16 7 0.00278317498064617140276359904717441665875665875604
(8+2)(7+1) 32000 100 16 8 0.00303506922699796875904358448764194945889590802448
(8+2)(7+1) 32000 100 16 9 0.00325053990661576555570011756874942849011174450056
(8+2)(7+1) 32000 100 16 10 0.00343848491631324163550399998175120416094694571954
(8+2)(7+1) 32000 100 16 11 0.00360496237672899385322071108917374741452600093361
(8+2)(7+1) 32000 100 16 12 0.00375426461814478957542270546533181768738492682608
(8+2)(7+1) 32000 100 16 13 0.00388953452087314793538593654480361767481311781637
(8+2)(7+1) 32000 100 16 14 0.00401313737899445041242431155117754779008306298334
(8+2)(7+1) 32000 100 16 15 0.00412689506075155867432223208581473699661414375758
(8+2)(7+1) 32000 100 16 16 0.00423223895488089397630893186096062435719711723875
(8+2)(7+1) 32000 100 17 1 0
(8+2)(7+1) 32000 100 17 2 0
(8+2)(7+1) 32000 100 17 3 0.00115127951331483727983369010178897035674088587916
(8+2)(7+1) 32000 100 17 4 0.00195839861040791532639803757007998293833391532874
(8+2)(7+1) 32000 100 17 5 0.00253926358560245467167168343559428761545027503709
(8+2)(7+1) 32000 100 17 6 0.00298332738841630687388689733351903975292082927074
(8+2)(7+1) 32000 100 17 7 0.00333926319958817440044214322315781670906099579605
(8+2)(7+1) 32000 100 17 8 0.00363471301931123572492199982113018686383761803236
(8+2)(7+1) 32000 100 17 9 0.00388646863336173230872373204178075626751607002399
(8+2)(7+1) 32000 100 17 10 0.00410535862924203467298041876372779888097691537553
(8+2)(7+1) 32000 100 17 11 0.00429871929924070867824456400897820295337758159032
(8+2)(7+1) 32000 100 17 12 0.00447172605951949271137696646469582361191880242005
(8+2)(7+1) 32000 100 17 13 0.00462815391432731818990828267019492549363136151719
(8+2)(7+1) 32000 100 17 14 0.00477083426867840336220408302835865188696419828452
(8+2)(7+1) 32000 100 17 15 0.00490194143133876949061816733191687172878899316071
(8+2)(7+1) 32000 100 17 16 0.00502317906934697826498327963367973098335207413018
(8+2)(7+1) 32000 100 17 17 0.00513590548078703053872322357842981414976411285383
(8+2)(7+1) 32000 100 18 1 0
(8+2)(7+1) 32000 100 18 2 0
(8+2)(7+1) 32000 100 18 3 0.00138000220763223920203310757336864322645765964911
(8+2)(7+1) 32000 100 18 4 0.00234216062639397615790048478560724722394621210809
(8+2)(7+1) 32000 100 18 5 0.00302950042473848477556084409154249056496842937008
(8+2)(7+1) 32000 100 18 6 0.00355147777445007988348711811882733449853953460901
(8+2)(7+1) 32000 100 18 7 0.00396757918193581298462989278049309618937160796553
(8+2)(7+1) 32000 100 18 8 0.00431143108088738071811768301492159739076112094003
(8+2)(7+1) 32000 100 18 9 0.00460335416548570899946969800157327660588238715565
(8+2)(7+1) 32000 100 18 10 0.00485638791470631044295842122855726925935471378899
(8+2)(7+1) 32000 100 18 11 0.00507932698429599050889448512334352298435377583060
(8+2)(7+1) 32000 100 18 12 0.00527835087630769429873202197823091103187370422232
(8+2)(7+1) 32000 100 18 13 0.00545795101555280337775498621112800985324746757860
(8+2)(7+1) 32000 100 18 14 0.00562148551119092802445724161487135788958838888550
(8+2)(7+1) 32000 100 18 15 0.00577152584894506776621190992143348490119139347894
(8+2)(7+1) 32000 100 18 16 0.00591008177391292926292215915628108718681467037806
(8+2)(7+1) 32000 100 18 17 0.00603875192527218796130456151471805115266663292843
(8+2)(7+1) 32000 100 18 18 0.00615882759408573192393449703415557303119280141116
(8+2)(7+1) 32000 100 19 1 0
(8+2)(7+1) 32000 100 19 2 0
(8+2)(7+1) 32000 100 19 3 0.00163745818664360068273271051327269393494044250681
(8+2)(7+1) 32000 100 19 4 0.00277411641480546315239937106105421621474437372973
(8+2)(7+1) 32000 100 19 5 0.00358087063636856936200922740350249621178918760053
(8+2)(7+1) 32000 100 19 6 0.00418979816412643001246604901913150521419330578265
(8+2)(7+1) 32000 100 19 7 0.00467272135058854358773190728347910529219083728975
(8+2)(7+1) 32000 100 19 8 0.00507010231641662702866650021434067123370573618246
(8+2)(7+1) 32000 100 19 9 0.00540628532244208105870825308326587640148387130386
(8+2)(7+1) 32000 100 19 10 0.00569682336402714902261785300823856163920921375500
(8+2)(7+1) 32000 100 19 11 0.00595216383414263114927406995580919497116038275289
(8+2)(7+1) 32000 100 19 12 0.00617962059748087390719356131963802203772592014479
(8+2)(7+1) 32000 100 19 13 0.00638449206282909161429348019747635922546850169359
(8+2)(7+1) 32000 100 19 14 0.00657072799584645158164833574977571788128270510012
(8+2)(7+1) 32000 100 19 15 0.00674134490798223599620377068006237147736068618062
(8+2)(7+1) 32000 100 19 16 0.00689869469628020557202978111689239158321482622419
(8+2)(7+1) 32000 100 19 17 0.00704464409026011016493703573078949205226856906122
(8+2)(7+1) 32000 100 19 18 0.00718069793921921632506976732823454939491920377593
(8+2)(7+1) 32000 100 19 19 0.00730808602785934038305278322976690825089444366378
(8+2)(7+1) 32000 100 20 1 0
(8+2)(7+1) 32000 100 20 2 0
(8+2)(7+1) 32000 100 20 3 0.00192529806667564007562085352793125534911974205365
(8+2)(7+1) 32000 100 20 4 0.00325707727831450322022372558308130579934008919896
(8+2)(7+1) 32000 100 20 5 0.00419699492197057115609044242468113321350556764852
(8+2)(7+1) 32000 100 20 6 0.00490246579780770691797729283028614997402638735332
(8+2)(7+1) 32000 100 20 7 0.00545925720495959548129397493957808937907500764906
(8+2)(7+1) 32000 100 20 8 0.00591557670484030875264721301114805288472295818936
(8+2)(7+1) 32000 100 20 9 0.00630032315302974688683021454782653307127204206314
(8+2)(7+1) 32000 100 20 10 0.00663188827423957246402217616353587031260602136690
(8+2)(7+1) 32000 100 20 11 0.00692258094582618922475690038944266029452378720720
(8+2)(7+1) 32000 100 20 12 0.00718098910177285564569174158886957002058950116859
(8+2)(7+1) 32000 100 20 13 0.00741331507594050248229326222568050371276720016741
(8+2)(7+1) 32000 100 20 14 0.00762416967954356436318159779993566980322453069361
(8+2)(7+1) 32000 100 20 15 0.00781706546446350368445092217808150801424248420925
(8+2)(7+1) 32000 100 20 16 0.00799473486463355182814413155491795396836672301093
(8+2)(7+1) 32000 100 20 17 0.00815934217067602445781450176535712827424278413458
(8+2)(7+1) 32000 100 20 18 0.00831262882083420508853030601167145806292620501172
(8+2)(7+1) 32000 100 20 19 0.00845601548587549300905599856852046370524673918583
(8+2)(7+1) 32000 100 20 20 0.00859067538221967877047704643088509146134381003982


