config total_drives chunks_per_disk failed_disks affected_racks dl_prob
(8+2)(7+1) 32000 1000000 13 9 0.99999998120237031770120677809314776400518436872908
(8+2)(7+1) 32000 1000000 13 10 0.99999999392203148483492686713210790833376296602306
(8+2)(7+1) 32000 1000000 13 11 0.99999999778455179965201183491677673744725755920123
(8+2)(7+1) 32000 1000000 13 12 0.99999999911016630340636741623099193178087191715603
(8+2)(7+1) 32000 1000000 13 13 0.99999999961278786173460110873217836338281198819992
(8+2)(7+1) 32000 1000000 14 1 0
(8+2)(7+1) 32000 1000000 14 2 0
(8+2)(7+1) 32000 1000000 14 3 0.99799206711544799368418662155783711764619595893843
(8+2)(7+1) 32000 1000000 14 4 0.99997706491629648193351599976222874234714858267684
(8+2)(7+1) 32000 1000000 14 5 0.99999916528214255099948941183445060610508805140987
(8+2)(7+1) 32000 1000000 14 6 0.99999993763819180147095197418168632941076032325430
(8+2)(7+1) 32000 1000000 14 7 0.99999999250676455405264155080928266218130003788006
(8+2)(7+1) 32000 1000000 14 8 0.99999999874347426279413052534587652387098151130267
(8+2)(7+1) 32000 1000000 14 9 0.99999999973074507066075117697254619423292154098902
(8+2)(7+1) 32000 1000000 14 10 0.99999999993041826033602670237327312384697967043028
(8+2)(7+1) 32000 1000000 14 11 0.99999999997916269608485822791910250507843638676772
(8+2)(7+1) 32000 1000000 14 12 0.99999999999297246172647908114767930829258866197057
(8+2)(7+1) 32000 1000000 14 13 0.99999999999738650510397923298026457732823562093538
(8+2)(7+1) 32000 1000000 14 14 0.99999999999894524688106978355275095567076648801593
(8+2)(7+1) 32000 1000000 15 1 0
(8+2)(7+1) 32000 1000000 15 2 0
(8+2)(7+1) 32000 1000000 15 3 0.99956357471965368523157574902105697246805375612706
(8+2)(7+1) 32000 1000000 15 4 0.99999823858159223183377265181638358374987421534386
(8+2)(7+1) 32000 1000000 15 5 0.99999996903104801738912460721599873479890540278555
(8+2)(7+1) 32000 1000000 15 6 0.99999999865585183083075078480821736102594721724167
(8+2)(7+1) 32000 1000000 15 7 0.99999999989460355268089859796022448873159642023168
(8+2)(7+1) 32000 1000000 15 8 0.99999999998752745873848605029147758155950647474622
(8+2)(7+1) 32000 1000000 15 9 0.99999999999800595690271608443291742350794915007178
(8+2)(7+1) 32000 1000000 15 10 0.99999999999959934728972977980349268969371976016018
(8+2)(7+1) 32000 1000000 15 11 0.99999999999990371517728234036656441657355600672454
(8+2)(7+1) 32000 1000000 15 12 0.99999999999997328242436369111250442393026149369101
(8+2)(7+1) 32000 1000000 15 13 0.99999999999999165877685113194086439970814250551413
(8+2)(7+1) 32000 1000000 15 14 0.99999999999999712688725422836748522293022237708748
(8+2)(7+1) 32000 1000000 15 15 0.99999999999999892454025436118210258014768345366136
(8+2)(7+1) 32000 1000000 16 1 0
(8+2)(7+1) 32000 1000000 16 2 0
(8+2)(7+1) 32000 1000000 16 3 0.99992521020485035357878921527451884272688968584858
(8+2)(7+1) 32000 1000000 16 4 0.99999990905676589450549241963140674135119071435155
(8+2)(7+1) 32000 1000000 16 5 0.99999999930510426987281062145985515834256370566345
(8+2)(7+1) 32000 1000000 16 6 0.99999999998373804698803326996757666147705239854212
(8+2)(7+1) 32000 1000000 16 7 0.99999999999921300313802529990552811617687982239172
(8+2)(7+1) 32000 1000000 16 8 0.99999999999993707569519633267353872995830191576903
(8+2)(7+1) 32000 1000000 16 9 0.99999999999999275412373230594412748775822985717268
(8+2)(7+1) 32000 1000000 16 10 0.99999999999999890069795265364984277545917017012894
(8+2)(7+1) 32000 1000000 16 11 0.99999999999999979319577961890668146185118723665936
(8+2)(7+1) 32000 1000000 16 12 0.99999999999999995378815740099831764919615788300528
(8+2)(7+1) 32000 1000000 16 13 0.99999999999999998811416500221015041213487130364397
(8+2)(7+1) 32000 1000000 16 14 0.99999999999999999656363085430153369366370321148341
(8+2)(7+1) 32000 1000000 16 15 0.99999999999999999890342713704169533640619764163900
(8+2)(7+1) 32000 1000000 16 16 0.99999999999999999961927220320472576832630346241015
(8+2)(7+1) 32000 1000000 17 1 0
(8+2)(7+1) 32000 1000000 17 2 0
(8+2)(7+1) 32000 1000000 17 3 0.99999006480889542234466518575091192641639742569776
(8+2)(7+1) 32000 1000000 17 4 0.99999999693490662618406246540149246136136285959529
(8+2)(7+1) 32000 1000000 17 5 0.99999999999091984482777364603623139774569721439153
(8+2)(7+1) 32000 1000000 17 6 0.99999999999989426747110138751456751302134117144272
(8+2)(7+1) 32000 1000000 17 7 0.99999999999999702493294888191272822278409419387705
(8+2)(7+1) 32000 1000000 17 8 0.99999999999999984657907508158006906283567867414556
(8+2)(7+1) 32000 1000000 17 9 0.99999999999999998774264828573392448492231280082677
(8+2)(7+1) 32000 1000000 17 10 0.99999999999999999863869447657989347712046894165511
(8+2)(7+1) 32000 1000000 17 11 0.99999999999999999980472020444169745405581185243308
(8+2)(7+1) 32000 1000000 17 12 0.99999999999999999996564506679320876833695363612726
(8+2)(7+1) 32000 1000000 17 13 0.99999999999999999999286282408635539486874189821737
(8+2)(7+1) 32000 1000000 17 14 0.99999999999999999999829804650349268517628037764843
(8+2)(7+1) 32000 1000000 17 15 0.99999999999999999999954418424096623608582604357977
(8+2)(7+1) 32000 1000000 17 16 0.99999999999999999999986521703580240576696890222739
(8+2)(7+1) 32000 1000000 17 17 0.99999999999999999999995659188188663075238329941346
(8+2)(7+1) 32000 1000000 18 1 0
(8+2)(7+1) 32000 1000000 18 2 0
(8+2)(7+1) 32000 1000000 18 3 0.99999899402453589992979872395071142712103795942906
(8+2)(7+1) 32000 1000000 18 4 0.99999999993450699346262048031157353738102616300492
(8+2)(7+1) 32000 1000000 18 5 0.99999999999993346089026657575500061094269171222671
(8+2)(7+1) 32000 1000000 18 6 0.99999999999999964626811373913462750485230369671752
(8+2)(7+1) 32000 1000000 18 7 0.99999999999999999457063262136947629982192257832204
(8+2)(7+1) 32000 1000000 18 8 0.99999999999999999982812526187286818550338761145552
(8+2)(7+1) 32000 1000000 18 9 0.99999999999999999999084349404662920517729114007269
(8+2)(7+1) 32000 1000000 18 10 0.99999999999999999999927956342248224278417687120677
(8+2)(7+1) 32000 1000000 18 11 0.99999999999999999999992334337064091544211356416776
(8+2)(7+1) 32000 1000000 18 12 0.99999999999999999999998963187309229524575685378068
(8+2)(7+1) 32000 1000000 18 13 0.99999999999999999999999829589211167496444304321713
(8+2)(7+1) 32000 1000000 18 14 0.99999999999999999999999967090638844143115003081764
(8+2)(7+1) 32000 1000000 18 15 0.99999999999999999999999992722715773152570477916784
(8+2)(7+1) 32000 1000000 18 16 0.99999999999999999999999998194101649429042399503329
(8+2)(7+1) 32000 1000000 18 17 0.99999999999999999999999999505088757514883450395743
(8+2)(7+1) 32000 1000000 18 18 0.99999999999999999999999999852141808380962252807038
(8+2)(7+1) 32000 1000000 19 1 0
(8+2)(7+1) 32000 1000000 19 2 0
(8+2)(7+1) 32000 1000000 19 3 0.99999992365496721551443846786605918216614399512277
(8+2)(7+1) 32000 1000000 19 4 0.99999999999913816630200559910611437785024992058407
(8+2)(7+1) 32000 1000000 19 5 0.99999999999999973663032030692034148250605197497401
(8+2)(7+1) 32000 1000000 19 6 0.99999999999999999941694161298965428129855538336616
(8+2)(7+1) 32000 1000000 19 7 0.99999999999999999999543891496792599253742923314319
(8+2)(7+1) 32000 1000000 19 8 0.99999999999999999999991589607114399118925988292014
(8+2)(7+1) 32000 1000000 19 9 0.99999999999999999999999713513696538511972754338947
(8+2)(7+1) 32000 1000000 19 10 0.99999999999999999999999984573437338862920103639106
(8+2)(7+1) 32000 1000000 19 11 0.99999999999999999999999998817386599127537660561142
(8+2)(7+1) 32000 1000000 19 12 0.99999999999999999999999999880055050187766258879360
(8+2)(7+1) 32000 1000000 19 13 0.99999999999999999999999999984737990180762826448166
(8+2)(7+1) 32000 1000000 19 14 0.99999999999999999999999999997658328253004204985147
(8+2)(7+1) 32000 1000000 19 15 0.99999999999999999999999999999579678947059068701689
(8+2)(7+1) 32000 1000000 19 16 0.99999999999999999999999999999913796052795451480816
(8+2)(7+1) 32000 1000000 19 17 0.99999999999999999999999999999980174371277040707548
(8+2)(7+1) 32000 1000000 19 18 0.99999999999999999999999999999994963604722797832352
(8+2)(7+1) 32000 1000000 19 19 0.99999999999999999999999999999998604135578862057897
(8+2)(7+1) 32000 1000000 20 1 0
(8+2)(7+1) 32000 1000000 20 2 0
(8+2)(7+1) 32000 1000000 20 3 0.99999999572951465911751641580322776311114786961635
(8+2)(7+1) 32000 1000000 20 4 0.99999999999999321411044070439562896529277099080721
(8+2)(7+1) 32000 1000000 20 5 0.99999999999999999945759297258168137837700754281588
(8+2)(7+1) 32000 1000000 20 6 0.99999999999999999999954657984331334202472835917762
(8+2)(7+1) 32000 1000000 20 7 0.99999999999999999999999831812682729068310234338938
(8+2)(7+1) 32000 1000000 20 8 0.99999999999999999999999998291215974402831765212121
(8+2)(7+1) 32000 1000000 20 9 0.99999999999999999999999999964397059594977437196952
(8+2)(7+1) 32000 1000000 20 10 0.99999999999999999999999999998734840622401158406728
(8+2)(7+1) 32000 1000000 20 11 0.99999999999999999999999999999932225142456830816161
(8+2)(7+1) 32000 1000000 20 12 0.99999999999999999999999999999994978353245147654896
(8+2)(7+1) 32000 1000000 20 13 0.99999999999999999999999999999999516439881990875979
(8+2)(7+1) 32000 1000000 20 14 0.99999999999999999999999999999999942219237840994188
(8+2)(7+1) 32000 1000000 20 15 0.99999999999999999999999999999999991729545967796446
(8+2)(7+1) 32000 1000000 20 16 0.99999999999999999999999999999999998620339985306371
(8+2)(7+1) 32000 1000000 20 17 0.99999999999999999999999999999999999737535545867942
(8+2)(7+1) 32000 1000000 20 18 0.99999999999999999999999999999999999944046574954389
(8+2)(7+1) 32000 1000000 20 19 0.99999999999999999999999999999999999986822255978191
(8+2)(7+1) 32000 1000000 20 20 0.99999999999999999999999999999999999996611612359193



