config total_drives failed_disks affected_racks dl_prob nines sigma failed_iters total_iters adapt
(8+2)(8+2) 400 10 10 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 11 10 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 12 10 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 13 10 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 14 10 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 15 10 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 16 10 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 17 10 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 18 10 0.0001 4.0 0.434 1 10000.0 notadapt
(8+2)(8+2) 400 19 10 0.0007 3.155 0.164 7 10000.0 notadapt
(8+2)(8+2) 400 20 10 0.0016 2.796 0.109 16 10000.0 notadapt
(8+2)(8+2) 400 11 11 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 12 11 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 13 11 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 14 11 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 15 11 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 16 11 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 17 11 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 18 11 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 19 11 0.0003 3.523 0.251 3 10000.0 notadapt
(8+2)(8+2) 400 20 11 0.0002 3.699 0.307 2 10000.0 notadapt
(8+2)(8+2) 400 12 12 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 13 12 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 14 12 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 15 12 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 16 12 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 17 12 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 18 12 0.0 0 0 0 10000.0 notadapt
(8+2)(8+2) 400 19 12 0.0 0 0 0 10000.0 notadapt
