config total_drives failed_disks affected_racks dl_prob
(8+2)(8+2) 32000 24 12 2.220446049250313e-16
(8+2)(8+2) 32000 24 13 1.1102230246251565e-16
(8+2)(8+2) 32000 24 14 0.0
(8+2)(8+2) 32000 24 15 0.0
(8+2)(8+2) 32000 24 16 0.0
(8+2)(8+2) 32000 24 17 0.0
(8+2)(8+2) 32000 24 18 0.0
(8+2)(8+2) 32000 24 19 0.0
(8+2)(8+2) 32000 24 20 0.0
(8+2)(8+2) 32000 24 21 0.0
(8+2)(8+2) 32000 24 22 0.0
(8+2)(8+2) 32000 24 23 0.0
(8+2)(8+2) 32000 24 24 0.0
(8+2)(8+2) 32000 25 1 0.0
(8+2)(8+2) 32000 25 2 0.0
(8+2)(8+2) 32000 25 3 1.7211787550763802e-12
(8+2)(8+2) 32000 25 4 5.253575352526241e-13
(8+2)(8+2) 32000 25 5 1.7330581414398694e-13
(8+2)(8+2) 32000 25 6 6.339373470609644e-14
(8+2)(8+2) 32000 25 7 2.4980018054066022e-14
(8+2)(8+2) 32000 25 8 1.0325074129013956e-14
(8+2)(8+2) 32000 25 9 4.3298697960381105e-15
(8+2)(8+2) 32000 25 10 1.887379141862766e-15
(8+2)(8+2) 32000 25 11 7.771561172376096e-16
(8+2)(8+2) 32000 25 12 3.3306690738754696e-16
(8+2)(8+2) 32000 25 13 1.1102230246251565e-16
(8+2)(8+2) 32000 25 14 0.0
(8+2)(8+2) 32000 25 15 0.0
(8+2)(8+2) 32000 25 16 0.0
(8+2)(8+2) 32000 25 17 0.0
(8+2)(8+2) 32000 25 18 0.0
(8+2)(8+2) 32000 25 19 0.0
(8+2)(8+2) 32000 25 20 0.0
(8+2)(8+2) 32000 25 21 0.0
(8+2)(8+2) 32000 25 22 0.0
(8+2)(8+2) 32000 25 23 0.0
(8+2)(8+2) 32000 25 24 0.0
(8+2)(8+2) 32000 25 25 0.0
