num of racks affected,num of nodes affected,Occurance,probability
15,48,1.0,2.8832569270247674e-06
15,49,1.0,2.8832569270247674e-06
15,50,1.0,2.8832569270247674e-06
16,1,0.0,0.0
16,2,0.0,0.0
16,3,0.0,0.0
16,4,0.0,0.0
16,5,0.0,0.0
16,6,0.0,0.0
16,7,0.0,0.0
16,8,0.0,0.0
16,9,0.0,0.0
16,10,0.0,0.0
16,11,0.0,0.0
16,12,0.0,0.0
16,13,0.0,0.0
16,14,0.0,0.0
16,15,0.0,0.0
16,16,1.0,2.8832569270247674e-06
16,17,1.0,2.8832569270247674e-06
16,18,1.0,2.8832569270247674e-06
16,19,1.0,2.8832569270247674e-06
16,20,1.0,2.8832569270247674e-06
16,21,1.0,2.8832569270247674e-06
16,22,1.0,2.8832569270247674e-06
16,23,1.0,2.8832569270247674e-06
16,24,1.0,2.8832569270247674e-06
16,25,1.0,2.8832569270247674e-06
16,26,1.0,2.8832569270247674e-06
16,27,1.0,2.8832569270247674e-06
16,28,1.0,2.8832569270247674e-06
16,29,1.0,2.8832569270247674e-06
16,30,1.0,2.8832569270247674e-06
16,31,1.0,2.8832569270247674e-06
16,32,1.0,2.8832569270247674e-06
16,33,1.0,2.8832569270247674e-06
16,34,1.0,2.8832569270247674e-06
16,35,1.0,2.8832569270247674e-06
16,36,1.0,2.8832569270247674e-06
16,37,1.0,2.8832569270247674e-06
16,38,1.0,2.8832569270247674e-06
16,39,1.0,2.8832569270247674e-06
16,40,1.0,2.8832569270247674e-06
16,41,1.0,2.8832569270247674e-06
16,42,1.0,2.8832569270247674e-06
16,43,1.0,2.8832569270247674e-06
16,44,1.0,2.8832569270247674e-06
16,45,1.0,2.8832569270247674e-06
16,46,1.0,2.8832569270247674e-06
16,47,1.0,2.8832569270247674e-06
16,48,1.0,2.8832569270247674e-06
16,49,1.0,2.8832569270247674e-06
16,50,1.0,2.8832569270247674e-06
17,1,0.0,0.0
17,2,0.0,0.0
17,3,0.0,0.0
17,4,0.0,0.0
17,5,0.0,0.0
17,6,0.0,0.0
17,7,0.0,0.0
17,8,0.0,0.0
17,9,0.0,0.0
17,10,0.0,0.0
17,11,0.0,0.0
17,12,0.0,0.0
17,13,0.0,0.0
17,14,0.0,0.0
17,15,0.0,0.0
17,16,0.0,0.0
17,17,1.0,2.8832569270247674e-06
17,18,1.0,2.8832569270247674e-06
17,19,1.0,2.8832569270247674e-06
17,20,1.0,2.8832569270247674e-06
17,21,1.0,2.8832569270247674e-06
17,22,1.0,2.8832569270247674e-06
17,23,1.0,2.8832569270247674e-06
17,24,1.0,2.8832569270247674e-06
17,25,1.0,2.8832569270247674e-06
17,26,1.0,2.8832569270247674e-06
17,27,1.0,2.8832569270247674e-06
17,28,1.0,2.8832569270247674e-06
17,29,1.0,2.8832569270247674e-06
17,30,1.0,2.8832569270247674e-06
17,31,1.0,2.8832569270247674e-06
17,32,1.0,2.8832569270247674e-06
17,33,1.0,2.8832569270247674e-06
17,34,1.0,2.8832569270247674e-06
17,35,1.0,2.8832569270247674e-06
17,36,1.0,2.8832569270247674e-06
17,37,1.0,2.8832569270247674e-06
17,38,1.0,2.8832569270247674e-06
17,39,1.0,2.8832569270247674e-06
17,40,1.0,2.8832569270247674e-06
17,41,1.0,2.8832569270247674e-06
17,42,1.0,2.8832569270247674e-06
17,43,1.0,2.8832569270247674e-06
17,44,1.0,2.8832569270247674e-06
17,45,1.0,2.8832569270247674e-06
17,46,1.0,2.8832569270247674e-06
17,47,1.0,2.8832569270247674e-06
17,48,1.0,2.8832569270247674e-06
17,49,1.0,2.8832569270247674e-06
17,50,1.0,2.8832569270247674e-06
18,1,0.0,0.0
18,2,0.0,0.0
18,3,0.0,0.0
18,4,0.0,0.0
18,5,0.0,0.0
18,6,0.0,0.0
18,7,0.0,0.0
18,8,0.0,0.0
18,9,0.0,0.0
18,10,0.0,0.0
18,11,0.0,0.0
18,12,0.0,0.0
18,13,0.0,0.0
18,14,0.0,0.0
18,15,0.0,0.0
18,16,0.0,0.0
18,17,0.0,0.0
18,18,1.0,2.8832569270247674e-06
18,19,1.0,2.8832569270247674e-06
18,20,1.0,2.8832569270247674e-06
18,21,1.0,2.8832569270247674e-06
18,22,1.0,2.8832569270247674e-06
18,23,1.0,2.8832569270247674e-06
18,24,1.0,2.8832569270247674e-06
18,25,1.0,2.8832569270247674e-06
18,26,1.0,2.8832569270247674e-06
18,27,1.0,2.8832569270247674e-06
18,28,1.0,2.8832569270247674e-06
18,29,1.0,2.8832569270247674e-06
18,30,1.0,2.8832569270247674e-06
18,31,1.0,2.8832569270247674e-06
18,32,1.0,2.8832569270247674e-06
18,33,1.0,2.8832569270247674e-06
18,34,1.0,2.8832569270247674e-06
18,35,1.0,2.8832569270247674e-06
18,36,1.0,2.8832569270247674e-06
18,37,1.0,2.8832569270247674e-06
18,38,1.0,2.8832569270247674e-06
18,39,1.0,2.8832569270247674e-06
18,40,1.0,2.8832569270247674e-06
18,41,1.0,2.8832569270247674e-06
18,42,1.0,2.8832569270247674e-06
18,43,1.0,2.8832569270247674e-06
18,44,1.0,2.8832569270247674e-06
18,45,1.0,2.8832569270247674e-06
18,46,1.0,2.8832569270247674e-06
18,47,1.0,2.8832569270247674e-06
18,48,1.0,2.8832569270247674e-06
18,49,1.0,2.8832569270247674e-06
18,50,1.0,2.8832569270247674e-06
19,1,0.0,0.0
19,2,0.0,0.0
19,3,0.0,0.0
19,4,0.0,0.0
19,5,0.0,0.0
19,6,0.0,0.0
19,7,0.0,0.0
19,8,0.0,0.0
19,9,0.0,0.0
19,10,0.0,0.0
19,11,0.0,0.0
19,12,0.0,0.0
19,13,0.0,0.0
19,14,0.0,0.0
19,15,0.0,0.0
19,16,0.0,0.0
19,17,0.0,0.0
19,18,0.0,0.0
19,19,1.0,2.8832569270247674e-06
19,20,1.0,2.8832569270247674e-06
19,21,1.0,2.8832569270247674e-06
19,22,1.0,2.8832569270247674e-06
19,23,1.0,2.8832569270247674e-06
19,24,1.0,2.8832569270247674e-06
19,25,1.0,2.8832569270247674e-06
19,26,1.0,2.8832569270247674e-06
19,27,1.0,2.8832569270247674e-06
19,28,1.0,2.8832569270247674e-06
19,29,1.0,2.8832569270247674e-06
19,30,1.0,2.8832569270247674e-06
19,31,1.0,2.8832569270247674e-06
19,32,1.0,2.8832569270247674e-06
19,33,1.0,2.8832569270247674e-06
19,34,1.0,2.8832569270247674e-06
19,35,1.0,2.8832569270247674e-06
19,36,1.0,2.8832569270247674e-06
19,37,1.0,2.8832569270247674e-06
19,38,1.0,2.8832569270247674e-06
19,39,1.0,2.8832569270247674e-06
19,40,1.0,2.8832569270247674e-06
19,41,1.0,2.8832569270247674e-06
19,42,1.0,2.8832569270247674e-06
19,43,1.0,2.8832569270247674e-06
19,44,1.0,2.8832569270247674e-06
19,45,1.0,2.8832569270247674e-06
19,46,1.0,2.8832569270247674e-06
19,47,1.0,2.8832569270247674e-06
19,48,1.0,2.8832569270247674e-06
19,49,1.0,2.8832569270247674e-06
19,50,1.0,2.8832569270247674e-06
20,1,0.0,0.0
20,2,0.0,0.0
20,3,0.0,0.0
20,4,0.0,0.0
20,5,0.0,0.0
20,6,0.0,0.0
20,7,0.0,0.0
20,8,0.0,0.0
20,9,0.0,0.0
20,10,0.0,0.0
20,11,0.0,0.0
20,12,0.0,0.0
20,13,0.0,0.0
20,14,0.0,0.0
20,15,0.0,0.0
20,16,0.0,0.0
20,17,0.0,0.0
20,18,0.0,0.0
20,19,0.0,0.0
20,20,1.0,2.8832569270247674e-06
20,21,1.0,2.8832569270247674e-06
20,22,1.0,2.8832569270247674e-06
20,23,1.0,2.8832569270247674e-06
20,24,1.0,2.8832569270247674e-06
20,25,1.0,2.8832569270247674e-06
20,26,1.0,2.8832569270247674e-06
20,27,1.0,2.8832569270247674e-06
20,28,1.0,2.8832569270247674e-06
20,29,1.0,2.8832569270247674e-06
20,30,1.0,2.8832569270247674e-06
20,31,1.0,2.8832569270247674e-06
20,32,1.0,2.8832569270247674e-06
20,33,1.0,2.8832569270247674e-06
20,34,1.0,2.8832569270247674e-06
20,35,1.0,2.8832569270247674e-06
20,36,1.0,2.8832569270247674e-06
20,37,1.0,2.8832569270247674e-06
20,38,1.0,2.8832569270247674e-06
20,39,1.0,2.8832569270247674e-06
20,40,1.0,2.8832569270247674e-06
20,41,1.0,2.8832569270247674e-06
20,42,1.0,2.8832569270247674e-06
20,43,1.0,2.8832569270247674e-06
20,44,1.0,2.8832569270247674e-06
20,45,1.0,2.8832569270247674e-06
20,46,1.0,2.8832569270247674e-06
20,47,1.0,2.8832569270247674e-06
20,48,1.0,2.8832569270247674e-06
20,49,1.0,2.8832569270247674e-06
20,50,1.0,2.8832569270247674e-06
21,1,0.0,0.0
21,2,0.0,0.0
21,3,0.0,0.0
21,4,0.0,0.0
21,5,0.0,0.0
21,6,0.0,0.0
21,7,0.0,0.0
21,8,0.0,0.0
21,9,0.0,0.0
21,10,0.0,0.0
21,11,0.0,0.0
21,12,0.0,0.0
21,13,0.0,0.0
21,14,0.0,0.0
21,15,0.0,0.0
21,16,0.0,0.0
21,17,0.0,0.0
21,18,0.0,0.0
21,19,0.0,0.0
21,20,0.0,0.0
21,21,1.0,2.8832569270247674e-06
21,22,1.0,2.8832569270247674e-06
21,23,1.0,2.8832569270247674e-06
21,24,1.0,2.8832569270247674e-06
21,25,1.0,2.8832569270247674e-06
21,26,1.0,2.8832569270247674e-06
21,27,1.0,2.8832569270247674e-06
21,28,1.0,2.8832569270247674e-06
21,29,1.0,2.8832569270247674e-06
21,30,1.0,2.8832569270247674e-06
21,31,1.0,2.8832569270247674e-06
21,32,1.0,2.8832569270247674e-06
21,33,1.0,2.8832569270247674e-06
21,34,1.0,2.8832569270247674e-06
21,35,1.0,2.8832569270247674e-06
21,36,1.0,2.8832569270247674e-06
21,37,1.0,2.8832569270247674e-06
21,38,1.0,2.8832569270247674e-06
21,39,1.0,2.8832569270247674e-06
21,40,1.0,2.8832569270247674e-06
21,41,1.0,2.8832569270247674e-06
21,42,1.0,2.8832569270247674e-06
21,43,1.0,2.8832569270247674e-06
21,44,1.0,2.8832569270247674e-06
21,45,1.0,2.8832569270247674e-06
21,46,1.0,2.8832569270247674e-06
21,47,1.0,2.8832569270247674e-06
21,48,1.0,2.8832569270247674e-06
21,49,1.0,2.8832569270247674e-06
21,50,1.0,2.8832569270247674e-06
22,1,0.0,0.0
22,2,0.0,0.0
22,3,0.0,0.0
22,4,0.0,0.0
22,5,0.0,0.0
22,6,0.0,0.0
22,7,0.0,0.0
22,8,0.0,0.0
22,9,0.0,0.0
22,10,0.0,0.0
22,11,0.0,0.0
22,12,0.0,0.0
22,13,0.0,0.0
22,14,0.0,0.0
22,15,0.0,0.0
22,16,0.0,0.0
22,17,0.0,0.0
22,18,0.0,0.0
22,19,0.0,0.0
22,20,0.0,0.0
22,21,0.0,0.0
22,22,1.0,2.8832569270247674e-06
22,23,1.0,2.8832569270247674e-06
22,24,1.0,2.8832569270247674e-06
22,25,1.0,2.8832569270247674e-06
22,26,1.0,2.8832569270247674e-06
22,27,1.0,2.8832569270247674e-06
22,28,1.0,2.8832569270247674e-06
22,29,1.0,2.8832569270247674e-06
22,30,1.0,2.8832569270247674e-06
22,31,1.0,2.8832569270247674e-06
22,32,1.0,2.8832569270247674e-06
22,33,1.0,2.8832569270247674e-06
22,34,1.0,2.8832569270247674e-06
22,35,1.0,2.8832569270247674e-06
22,36,1.0,2.8832569270247674e-06
22,37,1.0,2.8832569270247674e-06
22,38,1.0,2.8832569270247674e-06
22,39,1.0,2.8832569270247674e-06
22,40,1.0,2.8832569270247674e-06
22,41,1.0,2.8832569270247674e-06
22,42,1.0,2.8832569270247674e-06
22,43,1.0,2.8832569270247674e-06
22,44,1.0,2.8832569270247674e-06
22,45,1.0,2.8832569270247674e-06
22,46,1.0,2.8832569270247674e-06
22,47,1.0,2.8832569270247674e-06
22,48,1.0,2.8832569270247674e-06
22,49,1.0,2.8832569270247674e-06
22,50,1.0,2.8832569270247674e-06
23,1,0.0,0.0
23,2,0.0,0.0
23,3,0.0,0.0
23,4,0.0,0.0
23,5,0.0,0.0
23,6,0.0,0.0
23,7,0.0,0.0
23,8,0.0,0.0
23,9,0.0,0.0
23,10,0.0,0.0
23,11,0.0,0.0
23,12,0.0,0.0
23,13,0.0,0.0
23,14,0.0,0.0
23,15,0.0,0.0
23,16,0.0,0.0
23,17,0.0,0.0
23,18,0.0,0.0
23,19,0.0,0.0
23,20,0.0,0.0
23,21,0.0,0.0
23,22,0.0,0.0
23,23,1.0,2.8832569270247674e-06
23,24,1.0,2.8832569270247674e-06
23,25,1.0,2.8832569270247674e-06
23,26,1.0,2.8832569270247674e-06
23,27,1.0,2.8832569270247674e-06
23,28,1.0,2.8832569270247674e-06
23,29,1.0,2.8832569270247674e-06
23,30,1.0,2.8832569270247674e-06
23,31,1.0,2.8832569270247674e-06
23,32,1.0,2.8832569270247674e-06
23,33,1.0,2.8832569270247674e-06
23,34,1.0,2.8832569270247674e-06
23,35,1.0,2.8832569270247674e-06
23,36,1.0,2.8832569270247674e-06
23,37,1.0,2.8832569270247674e-06
23,38,1.0,2.8832569270247674e-06
23,39,1.0,2.8832569270247674e-06
23,40,1.0,2.8832569270247674e-06
23,41,1.0,2.8832569270247674e-06
23,42,1.0,2.8832569270247674e-06
23,43,1.0,2.8832569270247674e-06
23,44,1.0,2.8832569270247674e-06
23,45,1.0,2.8832569270247674e-06
23,46,1.0,2.8832569270247674e-06
23,47,1.0,2.8832569270247674e-06
23,48,1.0,2.8832569270247674e-06
23,49,1.0,2.8832569270247674e-06
23,50,1.0,2.8832569270247674e-06
24,1,0.0,0.0
24,2,0.0,0.0
24,3,0.0,0.0
24,4,0.0,0.0
24,5,0.0,0.0
24,6,0.0,0.0
24,7,0.0,0.0
24,8,0.0,0.0
24,9,0.0,0.0
24,10,0.0,0.0
24,11,0.0,0.0
24,12,0.0,0.0
24,13,0.0,0.0
24,14,0.0,0.0
24,15,0.0,0.0
24,16,0.0,0.0
24,17,0.0,0.0
24,18,0.0,0.0
24,19,0.0,0.0
24,20,0.0,0.0
24,21,0.0,0.0
24,22,0.0,0.0
24,23,0.0,0.0
24,24,1.0,2.8832569270247674e-06
24,25,1.0,2.8832569270247674e-06
24,26,1.0,2.8832569270247674e-06
24,27,1.0,2.8832569270247674e-06
24,28,1.0,2.8832569270247674e-06
24,29,1.0,2.8832569270247674e-06
24,30,1.0,2.8832569270247674e-06
24,31,1.0,2.8832569270247674e-06
24,32,1.0,2.8832569270247674e-06
24,33,1.0,2.8832569270247674e-06
24,34,1.0,2.8832569270247674e-06
24,35,1.0,2.8832569270247674e-06
24,36,1.0,2.8832569270247674e-06
24,37,1.0,2.8832569270247674e-06
24,38,1.0,2.8832569270247674e-06
24,39,1.0,2.8832569270247674e-06
24,40,1.0,2.8832569270247674e-06
24,41,1.0,2.8832569270247674e-06
24,42,1.0,2.8832569270247674e-06
24,43,1.0,2.8832569270247674e-06
24,44,1.0,2.8832569270247674e-06
24,45,1.0,2.8832569270247674e-06
24,46,1.0,2.8832569270247674e-06
24,47,1.0,2.8832569270247674e-06
24,48,1.0,2.8832569270247674e-06
24,49,1.0,2.8832569270247674e-06
24,50,1.0,2.8832569270247674e-06
25,1,0.0,0.0
25,2,0.0,0.0
25,3,0.0,0.0
25,4,0.0,0.0
25,5,0.0,0.0
25,6,0.0,0.0
25,7,0.0,0.0
25,8,0.0,0.0
25,9,0.0,0.0
25,10,0.0,0.0
25,11,0.0,0.0
25,12,0.0,0.0
25,13,0.0,0.0
25,14,0.0,0.0
25,15,0.0,0.0
25,16,0.0,0.0
25,17,0.0,0.0
25,18,0.0,0.0
25,19,0.0,0.0
25,20,0.0,0.0
25,21,0.0,0.0
25,22,0.0,0.0
25,23,0.0,0.0
25,24,0.0,0.0
25,25,1.0,2.8832569270247674e-06
25,26,1.0,2.8832569270247674e-06
25,27,1.0,2.8832569270247674e-06
25,28,1.0,2.8832569270247674e-06
25,29,1.0,2.8832569270247674e-06
25,30,1.0,2.8832569270247674e-06
25,31,1.0,2.8832569270247674e-06
25,32,1.0,2.8832569270247674e-06
25,33,1.0,2.8832569270247674e-06
25,34,1.0,2.8832569270247674e-06
25,35,1.0,2.8832569270247674e-06
25,36,1.0,2.8832569270247674e-06
25,37,1.0,2.8832569270247674e-06
25,38,1.0,2.8832569270247674e-06
25,39,1.0,2.8832569270247674e-06
25,40,1.0,2.8832569270247674e-06
25,41,1.0,2.8832569270247674e-06
25,42,1.0,2.8832569270247674e-06
25,43,1.0,2.8832569270247674e-06
25,44,1.0,2.8832569270247674e-06
25,45,1.0,2.8832569270247674e-06
25,46,1.0,2.8832569270247674e-06
25,47,1.0,2.8832569270247674e-06
25,48,1.0,2.8832569270247674e-06
25,49,1.0,2.8832569270247674e-06
25,50,1.0,2.8832569270247674e-06
26,1,0.0,0.0
26,2,0.0,0.0
26,3,0.0,0.0
26,4,0.0,0.0
26,5,0.0,0.0
26,6,0.0,0.0
26,7,0.0,0.0
26,8,0.0,0.0
26,9,0.0,0.0
26,10,0.0,0.0
26,11,0.0,0.0
26,12,0.0,0.0
26,13,0.0,0.0
26,14,0.0,0.0
26,15,0.0,0.0
26,16,0.0,0.0
26,17,0.0,0.0
26,18,0.0,0.0
26,19,0.0,0.0
26,20,0.0,0.0
26,21,0.0,0.0
26,22,0.0,0.0
26,23,0.0,0.0
26,24,0.0,0.0
26,25,0.0,0.0
26,26,1.0,2.8832569270247674e-06
26,27,1.0,2.8832569270247674e-06
26,28,1.0,2.8832569270247674e-06
26,29,1.0,2.8832569270247674e-06
26,30,1.0,2.8832569270247674e-06
26,31,1.0,2.8832569270247674e-06
26,32,1.0,2.8832569270247674e-06
26,33,1.0,2.8832569270247674e-06
26,34,1.0,2.8832569270247674e-06
26,35,1.0,2.8832569270247674e-06
26,36,1.0,2.8832569270247674e-06
26,37,1.0,2.8832569270247674e-06
26,38,1.0,2.8832569270247674e-06
26,39,1.0,2.8832569270247674e-06
26,40,1.0,2.8832569270247674e-06
26,41,1.0,2.8832569270247674e-06
26,42,1.0,2.8832569270247674e-06
26,43,1.0,2.8832569270247674e-06
26,44,1.0,2.8832569270247674e-06
26,45,1.0,2.8832569270247674e-06
26,46,1.0,2.8832569270247674e-06
26,47,1.0,2.8832569270247674e-06
26,48,1.0,2.8832569270247674e-06
26,49,1.0,2.8832569270247674e-06
26,50,1.0,2.8832569270247674e-06
27,1,0.0,0.0
27,2,0.0,0.0
27,3,0.0,0.0
27,4,0.0,0.0
27,5,0.0,0.0
27,6,0.0,0.0
27,7,0.0,0.0
27,8,0.0,0.0
27,9,0.0,0.0
27,10,0.0,0.0
27,11,0.0,0.0
27,12,0.0,0.0
27,13,0.0,0.0
27,14,0.0,0.0
27,15,0.0,0.0
27,16,0.0,0.0
27,17,0.0,0.0
27,18,0.0,0.0
27,19,0.0,0.0
27,20,0.0,0.0
27,21,0.0,0.0
27,22,0.0,0.0
27,23,0.0,0.0
27,24,0.0,0.0
27,25,0.0,0.0
27,26,0.0,0.0
27,27,1.0,2.8832569270247674e-06
27,28,1.0,2.8832569270247674e-06
27,29,1.0,2.8832569270247674e-06
27,30,1.0,2.8832569270247674e-06
27,31,1.0,2.8832569270247674e-06
27,32,1.0,2.8832569270247674e-06
27,33,1.0,2.8832569270247674e-06
27,34,1.0,2.8832569270247674e-06
27,35,1.0,2.8832569270247674e-06
27,36,1.0,2.8832569270247674e-06
27,37,1.0,2.8832569270247674e-06
27,38,1.0,2.8832569270247674e-06
27,39,1.0,2.8832569270247674e-06
27,40,1.0,2.8832569270247674e-06
27,41,1.0,2.8832569270247674e-06
27,42,1.0,2.8832569270247674e-06
27,43,1.0,2.8832569270247674e-06
27,44,1.0,2.8832569270247674e-06
27,45,1.0,2.8832569270247674e-06
27,46,1.0,2.8832569270247674e-06
27,47,1.0,2.8832569270247674e-06
27,48,1.0,2.8832569270247674e-06
27,49,1.0,2.8832569270247674e-06
27,50,1.0,2.8832569270247674e-06
28,1,0.0,0.0
28,2,0.0,0.0
28,3,0.0,0.0
28,4,0.0,0.0
28,5,0.0,0.0
28,6,0.0,0.0
28,7,0.0,0.0
28,8,0.0,0.0
28,9,0.0,0.0
28,10,0.0,0.0
28,11,0.0,0.0
28,12,0.0,0.0
28,13,0.0,0.0
28,14,0.0,0.0
28,15,0.0,0.0
28,16,0.0,0.0
28,17,0.0,0.0
28,18,0.0,0.0
28,19,0.0,0.0
28,20,0.0,0.0
28,21,0.0,0.0
28,22,0.0,0.0
28,23,0.0,0.0
28,24,0.0,0.0
28,25,0.0,0.0
28,26,0.0,0.0
28,27,0.0,0.0
28,28,1.0,2.8832569270247674e-06
28,29,1.0,2.8832569270247674e-06
28,30,1.0,2.8832569270247674e-06
28,31,1.0,2.8832569270247674e-06
28,32,1.0,2.8832569270247674e-06
28,33,1.0,2.8832569270247674e-06
28,34,1.0,2.8832569270247674e-06
28,35,1.0,2.8832569270247674e-06
28,36,1.0,2.8832569270247674e-06
28,37,1.0,2.8832569270247674e-06
28,38,1.0,2.8832569270247674e-06
28,39,1.0,2.8832569270247674e-06
28,40,1.0,2.8832569270247674e-06
28,41,1.0,2.8832569270247674e-06
28,42,1.0,2.8832569270247674e-06
28,43,1.0,2.8832569270247674e-06
28,44,1.0,2.8832569270247674e-06
28,45,1.0,2.8832569270247674e-06
28,46,1.0,2.8832569270247674e-06
28,47,1.0,2.8832569270247674e-06
28,48,1.0,2.8832569270247674e-06
28,49,1.0,2.8832569270247674e-06
28,50,1.0,2.8832569270247674e-06
29,1,0.0,0.0
29,2,0.0,0.0
29,3,0.0,0.0
29,4,0.0,0.0
29,5,0.0,0.0
29,6,0.0,0.0
29,7,0.0,0.0
29,8,0.0,0.0
29,9,0.0,0.0
29,10,0.0,0.0
29,11,0.0,0.0
29,12,0.0,0.0
29,13,0.0,0.0
29,14,0.0,0.0
29,15,0.0,0.0
29,16,0.0,0.0
29,17,0.0,0.0
29,18,0.0,0.0
29,19,0.0,0.0
29,20,0.0,0.0
29,21,0.0,0.0
29,22,0.0,0.0
29,23,0.0,0.0
29,24,0.0,0.0
29,25,0.0,0.0
29,26,0.0,0.0
29,27,0.0,0.0
29,28,0.0,0.0
29,29,1.0,2.8832569270247674e-06
29,30,1.0,2.8832569270247674e-06
29,31,1.0,2.8832569270247674e-06
29,32,1.0,2.8832569270247674e-06
29,33,1.0,2.8832569270247674e-06
29,34,1.0,2.8832569270247674e-06
29,35,1.0,2.8832569270247674e-06
29,36,1.0,2.8832569270247674e-06
29,37,1.0,2.8832569270247674e-06
29,38,1.0,2.8832569270247674e-06
29,39,1.0,2.8832569270247674e-06
29,40,1.0,2.8832569270247674e-06
29,41,1.0,2.8832569270247674e-06
29,42,1.0,2.8832569270247674e-06
29,43,1.0,2.8832569270247674e-06
29,44,1.0,2.8832569270247674e-06
29,45,1.0,2.8832569270247674e-06
29,46,1.0,2.8832569270247674e-06
29,47,1.0,2.8832569270247674e-06
29,48,1.0,2.8832569270247674e-06
29,49,1.0,2.8832569270247674e-06
29,50,1.0,2.8832569270247674e-06
30,1,0.0,0.0
30,2,0.0,0.0
30,3,0.0,0.0
30,4,0.0,0.0
30,5,0.0,0.0
30,6,0.0,0.0
30,7,0.0,0.0
30,8,0.0,0.0
30,9,0.0,0.0
30,10,0.0,0.0
30,11,0.0,0.0
30,12,0.0,0.0
30,13,0.0,0.0
30,14,0.0,0.0
30,15,0.0,0.0
30,16,0.0,0.0
30,17,0.0,0.0
30,18,0.0,0.0
30,19,0.0,0.0
30,20,0.0,0.0
30,21,0.0,0.0
30,22,0.0,0.0
30,23,0.0,0.0
30,24,0.0,0.0
30,25,0.0,0.0
30,26,0.0,0.0
30,27,0.0,0.0
30,28,0.0,0.0
30,29,0.0,0.0
30,30,1.0,2.8832569270247674e-06
30,31,1.0,2.8832569270247674e-06
30,32,1.0,2.8832569270247674e-06
30,33,1.0,2.8832569270247674e-06
30,34,1.0,2.8832569270247674e-06
30,35,1.0,2.8832569270247674e-06
30,36,1.0,2.8832569270247674e-06
30,37,1.0,2.8832569270247674e-06
30,38,1.0,2.8832569270247674e-06
30,39,1.0,2.8832569270247674e-06
30,40,1.0,2.8832569270247674e-06
30,41,1.0,2.8832569270247674e-06
30,42,1.0,2.8832569270247674e-06
30,43,1.0,2.8832569270247674e-06
30,44,1.0,2.8832569270247674e-06
30,45,1.0,2.8832569270247674e-06
30,46,1.0,2.8832569270247674e-06
30,47,1.0,2.8832569270247674e-06
30,48,1.0,2.8832569270247674e-06
30,49,1.0,2.8832569270247674e-06
30,50,1.0,2.8832569270247674e-06
31,1,0.0,0.0
31,2,0.0,0.0
31,3,0.0,0.0
31,4,0.0,0.0
31,5,0.0,0.0
31,6,0.0,0.0
31,7,0.0,0.0
31,8,0.0,0.0
31,9,0.0,0.0
31,10,0.0,0.0
31,11,0.0,0.0
31,12,0.0,0.0
31,13,0.0,0.0
31,14,0.0,0.0
31,15,0.0,0.0
31,16,0.0,0.0
31,17,0.0,0.0
31,18,0.0,0.0
31,19,0.0,0.0
31,20,0.0,0.0
31,21,0.0,0.0
31,22,0.0,0.0
31,23,0.0,0.0
31,24,0.0,0.0
31,25,0.0,0.0
31,26,0.0,0.0
31,27,0.0,0.0
31,28,0.0,0.0
31,29,0.0,0.0
31,30,0.0,0.0
31,31,1.0,2.8832569270247674e-06
31,32,1.0,2.8832569270247674e-06
31,33,1.0,2.8832569270247674e-06
31,34,1.0,2.8832569270247674e-06
31,35,1.0,2.8832569270247674e-06
31,36,1.0,2.8832569270247674e-06
31,37,1.0,2.8832569270247674e-06
31,38,1.0,2.8832569270247674e-06
31,39,1.0,2.8832569270247674e-06
31,40,1.0,2.8832569270247674e-06
31,41,1.0,2.8832569270247674e-06
31,42,1.0,2.8832569270247674e-06
31,43,1.0,2.8832569270247674e-06
31,44,1.0,2.8832569270247674e-06
31,45,1.0,2.8832569270247674e-06
31,46,1.0,2.8832569270247674e-06
31,47,1.0,2.8832569270247674e-06
31,48,1.0,2.8832569270247674e-06
31,49,1.0,2.8832569270247674e-06
31,50,1.0,2.8832569270247674e-06
32,1,0.0,0.0
32,2,0.0,0.0
32,3,0.0,0.0
32,4,0.0,0.0
32,5,0.0,0.0
32,6,0.0,0.0
32,7,0.0,0.0
32,8,0.0,0.0
32,9,0.0,0.0
32,10,0.0,0.0
32,11,0.0,0.0
32,12,0.0,0.0
32,13,0.0,0.0
32,14,0.0,0.0
32,15,0.0,0.0
32,16,0.0,0.0
32,17,0.0,0.0
32,18,0.0,0.0
32,19,0.0,0.0
32,20,0.0,0.0
32,21,0.0,0.0
32,22,0.0,0.0
32,23,0.0,0.0
32,24,0.0,0.0
32,25,0.0,0.0
32,26,0.0,0.0
32,27,0.0,0.0
32,28,0.0,0.0
32,29,0.0,0.0
32,30,0.0,0.0
32,31,0.0,0.0
32,32,1.0,2.8832569270247674e-06
32,33,1.0,2.8832569270247674e-06
32,34,1.0,2.8832569270247674e-06
32,35,1.0,2.8832569270247674e-06
32,36,1.0,2.8832569270247674e-06
32,37,1.0,2.8832569270247674e-06
32,38,1.0,2.8832569270247674e-06
32,39,1.0,2.8832569270247674e-06
32,40,1.0,2.8832569270247674e-06
32,41,1.0,2.8832569270247674e-06
32,42,1.0,2.8832569270247674e-06
32,43,1.0,2.8832569270247674e-06
32,44,1.0,2.8832569270247674e-06
32,45,1.0,2.8832569270247674e-06
32,46,1.0,2.8832569270247674e-06
32,47,1.0,2.8832569270247674e-06
32,48,1.0,2.8832569270247674e-06
32,49,1.0,2.8832569270247674e-06
32,50,1.0,2.8832569270247674e-06
33,1,0.0,0.0
33,2,0.0,0.0
33,3,0.0,0.0
