num of racks affected,num of nodes affected,Occurance,probability
4,19,1.0,2.8832569270247674e-06
4,20,1.0,2.8832569270247674e-06
4,21,1.0,2.8832569270247674e-06
4,22,1.0,2.8832569270247674e-06
4,23,1.0,2.8832569270247674e-06
4,24,1.0,2.8832569270247674e-06
4,25,1.0,2.8832569270247674e-06
4,26,1.0,2.8832569270247674e-06
4,27,1.0,2.8832569270247674e-06
4,28,1.0,2.8832569270247674e-06
4,29,1.0,2.8832569270247674e-06
4,30,1.0,2.8832569270247674e-06
4,31,1.0,2.8832569270247674e-06
4,32,1.0,2.8832569270247674e-06
4,33,1.0,2.8832569270247674e-06
4,34,1.0,2.8832569270247674e-06
4,35,1.0,2.8832569270247674e-06
4,36,1.0,2.8832569270247674e-06
4,37,1.0,2.8832569270247674e-06
4,38,1.0,2.8832569270247674e-06
4,39,1.0,2.8832569270247674e-06
4,40,1.0,2.8832569270247674e-06
4,41,1.0,2.8832569270247674e-06
4,42,1.0,2.8832569270247674e-06
4,43,1.0,2.8832569270247674e-06
4,44,1.0,2.8832569270247674e-06
4,45,1.0,2.8832569270247674e-06
4,46,1.0,2.8832569270247674e-06
4,47,1.0,2.8832569270247674e-06
4,48,1.0,2.8832569270247674e-06
4,49,1.0,2.8832569270247674e-06
4,50,1.0,2.8832569270247674e-06
5,1,0.0,0.0
5,2,0.0,0.0
5,3,0.0,0.0
5,4,0.0,0.0
5,5,85.0,0.00024507683879710523
5,6,23.0,6.631490932156965e-05
5,7,10.0,2.8832569270247672e-05
5,8,6.0,1.7299541562148603e-05
5,9,4.0,1.153302770809907e-05
5,10,3.0,8.649770781074301e-06
5,11,2.0,5.766513854049535e-06
5,12,2.0,5.766513854049535e-06
5,13,2.0,5.766513854049535e-06
5,14,1.0,2.8832569270247674e-06
5,15,1.0,2.8832569270247674e-06
5,16,1.0,2.8832569270247674e-06
5,17,1.0,2.8832569270247674e-06
5,18,1.0,2.8832569270247674e-06
5,19,1.0,2.8832569270247674e-06
5,20,1.0,2.8832569270247674e-06
5,21,1.0,2.8832569270247674e-06
5,22,1.0,2.8832569270247674e-06
5,23,1.0,2.8832569270247674e-06
5,24,1.0,2.8832569270247674e-06
5,25,1.0,2.8832569270247674e-06
5,26,1.0,2.8832569270247674e-06
5,27,1.0,2.8832569270247674e-06
5,28,1.0,2.8832569270247674e-06
5,29,1.0,2.8832569270247674e-06
5,30,1.0,2.8832569270247674e-06
5,31,1.0,2.8832569270247674e-06
5,32,1.0,2.8832569270247674e-06
5,33,1.0,2.8832569270247674e-06
5,34,1.0,2.8832569270247674e-06
5,35,1.0,2.8832569270247674e-06
5,36,1.0,2.8832569270247674e-06
5,37,1.0,2.8832569270247674e-06
5,38,1.0,2.8832569270247674e-06
5,39,1.0,2.8832569270247674e-06
5,40,1.0,2.8832569270247674e-06
5,41,1.0,2.8832569270247674e-06
5,42,1.0,2.8832569270247674e-06
5,43,1.0,2.8832569270247674e-06
5,44,1.0,2.8832569270247674e-06
5,45,1.0,2.8832569270247674e-06
5,46,1.0,2.8832569270247674e-06
5,47,1.0,2.8832569270247674e-06
5,48,1.0,2.8832569270247674e-06
5,49,1.0,2.8832569270247674e-06
5,50,1.0,2.8832569270247674e-06
6,1,0.0,0.0
6,2,0.0,0.0
6,3,0.0,0.0
6,4,0.0,0.0
6,5,0.0,0.0
6,6,23.0,6.631490932156965e-05
6,7,10.0,2.8832569270247672e-05
6,8,6.0,1.7299541562148603e-05
6,9,4.0,1.153302770809907e-05
6,10,3.0,8.649770781074301e-06
6,11,2.0,5.766513854049535e-06
6,12,2.0,5.766513854049535e-06
6,13,2.0,5.766513854049535e-06
6,14,1.0,2.8832569270247674e-06
6,15,1.0,2.8832569270247674e-06
6,16,1.0,2.8832569270247674e-06
6,17,1.0,2.8832569270247674e-06
6,18,1.0,2.8832569270247674e-06
6,19,1.0,2.8832569270247674e-06
6,20,1.0,2.8832569270247674e-06
6,21,1.0,2.8832569270247674e-06
6,22,1.0,2.8832569270247674e-06
6,23,1.0,2.8832569270247674e-06
6,24,1.0,2.8832569270247674e-06
6,25,1.0,2.8832569270247674e-06
6,26,1.0,2.8832569270247674e-06
6,27,1.0,2.8832569270247674e-06
6,28,1.0,2.8832569270247674e-06
6,29,1.0,2.8832569270247674e-06
6,30,1.0,2.8832569270247674e-06
6,31,1.0,2.8832569270247674e-06
6,32,1.0,2.8832569270247674e-06
6,33,1.0,2.8832569270247674e-06
6,34,1.0,2.8832569270247674e-06
6,35,1.0,2.8832569270247674e-06
6,36,1.0,2.8832569270247674e-06
6,37,1.0,2.8832569270247674e-06
6,38,1.0,2.8832569270247674e-06
6,39,1.0,2.8832569270247674e-06
6,40,1.0,2.8832569270247674e-06
6,41,1.0,2.8832569270247674e-06
6,42,1.0,2.8832569270247674e-06
6,43,1.0,2.8832569270247674e-06
6,44,1.0,2.8832569270247674e-06
6,45,1.0,2.8832569270247674e-06
6,46,1.0,2.8832569270247674e-06
6,47,1.0,2.8832569270247674e-06
6,48,1.0,2.8832569270247674e-06
6,49,1.0,2.8832569270247674e-06
6,50,1.0,2.8832569270247674e-06
7,1,0.0,0.0
7,2,0.0,0.0
7,3,0.0,0.0
7,4,0.0,0.0
7,5,0.0,0.0
7,6,0.0,0.0
7,7,10.0,2.8832569270247672e-05
7,8,6.0,1.7299541562148603e-05
7,9,4.0,1.153302770809907e-05
7,10,3.0,8.649770781074301e-06
7,11,2.0,5.766513854049535e-06
7,12,2.0,5.766513854049535e-06
7,13,2.0,5.766513854049535e-06
7,14,1.0,2.8832569270247674e-06
7,15,1.0,2.8832569270247674e-06
7,16,1.0,2.8832569270247674e-06
7,17,1.0,2.8832569270247674e-06
7,18,1.0,2.8832569270247674e-06
7,19,1.0,2.8832569270247674e-06
7,20,1.0,2.8832569270247674e-06
7,21,1.0,2.8832569270247674e-06
7,22,1.0,2.8832569270247674e-06
7,23,1.0,2.8832569270247674e-06
7,24,1.0,2.8832569270247674e-06
7,25,1.0,2.8832569270247674e-06
7,26,1.0,2.8832569270247674e-06
7,27,1.0,2.8832569270247674e-06
7,28,1.0,2.8832569270247674e-06
7,29,1.0,2.8832569270247674e-06
7,30,1.0,2.8832569270247674e-06
7,31,1.0,2.8832569270247674e-06
7,32,1.0,2.8832569270247674e-06
7,33,1.0,2.8832569270247674e-06
7,34,1.0,2.8832569270247674e-06
7,35,1.0,2.8832569270247674e-06
7,36,1.0,2.8832569270247674e-06
7,37,1.0,2.8832569270247674e-06
7,38,1.0,2.8832569270247674e-06
7,39,1.0,2.8832569270247674e-06
7,40,1.0,2.8832569270247674e-06
7,41,1.0,2.8832569270247674e-06
7,42,1.0,2.8832569270247674e-06
7,43,1.0,2.8832569270247674e-06
7,44,1.0,2.8832569270247674e-06
7,45,1.0,2.8832569270247674e-06
7,46,1.0,2.8832569270247674e-06
7,47,1.0,2.8832569270247674e-06
7,48,1.0,2.8832569270247674e-06
7,49,1.0,2.8832569270247674e-06
7,50,1.0,2.8832569270247674e-06
8,1,0.0,0.0
8,2,0.0,0.0
8,3,0.0,0.0
8,4,0.0,0.0
8,5,0.0,0.0
8,6,0.0,0.0
8,7,0.0,0.0
8,8,6.0,1.7299541562148603e-05
8,9,4.0,1.153302770809907e-05
8,10,3.0,8.649770781074301e-06
8,11,2.0,5.766513854049535e-06
8,12,2.0,5.766513854049535e-06
8,13,2.0,5.766513854049535e-06
8,14,1.0,2.8832569270247674e-06
8,15,1.0,2.8832569270247674e-06
8,16,1.0,2.8832569270247674e-06
8,17,1.0,2.8832569270247674e-06
8,18,1.0,2.8832569270247674e-06
8,19,1.0,2.8832569270247674e-06
8,20,1.0,2.8832569270247674e-06
8,21,1.0,2.8832569270247674e-06
8,22,1.0,2.8832569270247674e-06
8,23,1.0,2.8832569270247674e-06
8,24,1.0,2.8832569270247674e-06
8,25,1.0,2.8832569270247674e-06
8,26,1.0,2.8832569270247674e-06
8,27,1.0,2.8832569270247674e-06
8,28,1.0,2.8832569270247674e-06
8,29,1.0,2.8832569270247674e-06
8,30,1.0,2.8832569270247674e-06
8,31,1.0,2.8832569270247674e-06
8,32,1.0,2.8832569270247674e-06
8,33,1.0,2.8832569270247674e-06
8,34,1.0,2.8832569270247674e-06
8,35,1.0,2.8832569270247674e-06
8,36,1.0,2.8832569270247674e-06
8,37,1.0,2.8832569270247674e-06
8,38,1.0,2.8832569270247674e-06
8,39,1.0,2.8832569270247674e-06
8,40,1.0,2.8832569270247674e-06
8,41,1.0,2.8832569270247674e-06
8,42,1.0,2.8832569270247674e-06
8,43,1.0,2.8832569270247674e-06
8,44,1.0,2.8832569270247674e-06
8,45,1.0,2.8832569270247674e-06
8,46,1.0,2.8832569270247674e-06
8,47,1.0,2.8832569270247674e-06
8,48,1.0,2.8832569270247674e-06
8,49,1.0,2.8832569270247674e-06
8,50,1.0,2.8832569270247674e-06
9,1,0.0,0.0
9,2,0.0,0.0
9,3,0.0,0.0
9,4,0.0,0.0
9,5,0.0,0.0
9,6,0.0,0.0
9,7,0.0,0.0
9,8,0.0,0.0
9,9,4.0,1.153302770809907e-05
9,10,3.0,8.649770781074301e-06
9,11,2.0,5.766513854049535e-06
9,12,2.0,5.766513854049535e-06
9,13,2.0,5.766513854049535e-06
9,14,1.0,2.8832569270247674e-06
9,15,1.0,2.8832569270247674e-06
9,16,1.0,2.8832569270247674e-06
9,17,1.0,2.8832569270247674e-06
9,18,1.0,2.8832569270247674e-06
9,19,1.0,2.8832569270247674e-06
9,20,1.0,2.8832569270247674e-06
9,21,1.0,2.8832569270247674e-06
9,22,1.0,2.8832569270247674e-06
9,23,1.0,2.8832569270247674e-06
9,24,1.0,2.8832569270247674e-06
9,25,1.0,2.8832569270247674e-06
9,26,1.0,2.8832569270247674e-06
9,27,1.0,2.8832569270247674e-06
9,28,1.0,2.8832569270247674e-06
9,29,1.0,2.8832569270247674e-06
9,30,1.0,2.8832569270247674e-06
9,31,1.0,2.8832569270247674e-06
9,32,1.0,2.8832569270247674e-06
9,33,1.0,2.8832569270247674e-06
9,34,1.0,2.8832569270247674e-06
9,35,1.0,2.8832569270247674e-06
9,36,1.0,2.8832569270247674e-06
9,37,1.0,2.8832569270247674e-06
9,38,1.0,2.8832569270247674e-06
9,39,1.0,2.8832569270247674e-06
9,40,1.0,2.8832569270247674e-06
9,41,1.0,2.8832569270247674e-06
9,42,1.0,2.8832569270247674e-06
9,43,1.0,2.8832569270247674e-06
9,44,1.0,2.8832569270247674e-06
9,45,1.0,2.8832569270247674e-06
9,46,1.0,2.8832569270247674e-06
9,47,1.0,2.8832569270247674e-06
9,48,1.0,2.8832569270247674e-06
9,49,1.0,2.8832569270247674e-06
9,50,1.0,2.8832569270247674e-06
10,1,0.0,0.0
10,2,0.0,0.0
10,3,0.0,0.0
10,4,0.0,0.0
10,5,0.0,0.0
10,6,0.0,0.0
10,7,0.0,0.0
10,8,0.0,0.0
10,9,0.0,0.0
10,10,3.0,8.649770781074301e-06
10,11,2.0,5.766513854049535e-06
10,12,2.0,5.766513854049535e-06
10,13,2.0,5.766513854049535e-06
10,14,1.0,2.8832569270247674e-06
10,15,1.0,2.8832569270247674e-06
10,16,1.0,2.8832569270247674e-06
10,17,1.0,2.8832569270247674e-06
10,18,1.0,2.8832569270247674e-06
10,19,1.0,2.8832569270247674e-06
10,20,1.0,2.8832569270247674e-06
10,21,1.0,2.8832569270247674e-06
10,22,1.0,2.8832569270247674e-06
10,23,1.0,2.8832569270247674e-06
10,24,1.0,2.8832569270247674e-06
10,25,1.0,2.8832569270247674e-06
10,26,1.0,2.8832569270247674e-06
10,27,1.0,2.8832569270247674e-06
10,28,1.0,2.8832569270247674e-06
10,29,1.0,2.8832569270247674e-06
10,30,1.0,2.8832569270247674e-06
10,31,1.0,2.8832569270247674e-06
10,32,1.0,2.8832569270247674e-06
10,33,1.0,2.8832569270247674e-06
10,34,1.0,2.8832569270247674e-06
10,35,1.0,2.8832569270247674e-06
10,36,1.0,2.8832569270247674e-06
10,37,1.0,2.8832569270247674e-06
10,38,1.0,2.8832569270247674e-06
10,39,1.0,2.8832569270247674e-06
10,40,1.0,2.8832569270247674e-06
10,41,1.0,2.8832569270247674e-06
10,42,1.0,2.8832569270247674e-06
10,43,1.0,2.8832569270247674e-06
10,44,1.0,2.8832569270247674e-06
10,45,1.0,2.8832569270247674e-06
10,46,1.0,2.8832569270247674e-06
10,47,1.0,2.8832569270247674e-06
10,48,1.0,2.8832569270247674e-06
10,49,1.0,2.8832569270247674e-06
10,50,1.0,2.8832569270247674e-06
11,1,0.0,0.0
11,2,0.0,0.0
11,3,0.0,0.0
11,4,0.0,0.0
11,5,0.0,0.0
11,6,0.0,0.0
11,7,0.0,0.0
11,8,0.0,0.0
11,9,0.0,0.0
11,10,0.0,0.0
11,11,2.0,5.766513854049535e-06
11,12,2.0,5.766513854049535e-06
11,13,2.0,5.766513854049535e-06
11,14,1.0,2.8832569270247674e-06
11,15,1.0,2.8832569270247674e-06
11,16,1.0,2.8832569270247674e-06
11,17,1.0,2.8832569270247674e-06
11,18,1.0,2.8832569270247674e-06
11,19,1.0,2.8832569270247674e-06
11,20,1.0,2.8832569270247674e-06
11,21,1.0,2.8832569270247674e-06
11,22,1.0,2.8832569270247674e-06
11,23,1.0,2.8832569270247674e-06
11,24,1.0,2.8832569270247674e-06
11,25,1.0,2.8832569270247674e-06
11,26,1.0,2.8832569270247674e-06
11,27,1.0,2.8832569270247674e-06
11,28,1.0,2.8832569270247674e-06
11,29,1.0,2.8832569270247674e-06
11,30,1.0,2.8832569270247674e-06
11,31,1.0,2.8832569270247674e-06
11,32,1.0,2.8832569270247674e-06
11,33,1.0,2.8832569270247674e-06
11,34,1.0,2.8832569270247674e-06
11,35,1.0,2.8832569270247674e-06
11,36,1.0,2.8832569270247674e-06
11,37,1.0,2.8832569270247674e-06
11,38,1.0,2.8832569270247674e-06
11,39,1.0,2.8832569270247674e-06
11,40,1.0,2.8832569270247674e-06
11,41,1.0,2.8832569270247674e-06
11,42,1.0,2.8832569270247674e-06
11,43,1.0,2.8832569270247674e-06
11,44,1.0,2.8832569270247674e-06
11,45,1.0,2.8832569270247674e-06
11,46,1.0,2.8832569270247674e-06
11,47,1.0,2.8832569270247674e-06
11,48,1.0,2.8832569270247674e-06
11,49,1.0,2.8832569270247674e-06
11,50,1.0,2.8832569270247674e-06
12,1,0.0,0.0
12,2,0.0,0.0
12,3,0.0,0.0
12,4,0.0,0.0
12,5,0.0,0.0
12,6,0.0,0.0
12,7,0.0,0.0
12,8,0.0,0.0
12,9,0.0,0.0
12,10,0.0,0.0
12,11,0.0,0.0
12,12,2.0,5.766513854049535e-06
12,13,2.0,5.766513854049535e-06
12,14,1.0,2.8832569270247674e-06
12,15,1.0,2.8832569270247674e-06
12,16,1.0,2.8832569270247674e-06
12,17,1.0,2.8832569270247674e-06
12,18,1.0,2.8832569270247674e-06
12,19,1.0,2.8832569270247674e-06
12,20,1.0,2.8832569270247674e-06
12,21,1.0,2.8832569270247674e-06
12,22,1.0,2.8832569270247674e-06
12,23,1.0,2.8832569270247674e-06
12,24,1.0,2.8832569270247674e-06
12,25,1.0,2.8832569270247674e-06
12,26,1.0,2.8832569270247674e-06
12,27,1.0,2.8832569270247674e-06
12,28,1.0,2.8832569270247674e-06
12,29,1.0,2.8832569270247674e-06
12,30,1.0,2.8832569270247674e-06
12,31,1.0,2.8832569270247674e-06
12,32,1.0,2.8832569270247674e-06
12,33,1.0,2.8832569270247674e-06
12,34,1.0,2.8832569270247674e-06
12,35,1.0,2.8832569270247674e-06
12,36,1.0,2.8832569270247674e-06
12,37,1.0,2.8832569270247674e-06
12,38,1.0,2.8832569270247674e-06
12,39,1.0,2.8832569270247674e-06
12,40,1.0,2.8832569270247674e-06
12,41,1.0,2.8832569270247674e-06
12,42,1.0,2.8832569270247674e-06
12,43,1.0,2.8832569270247674e-06
12,44,1.0,2.8832569270247674e-06
12,45,1.0,2.8832569270247674e-06
12,46,1.0,2.8832569270247674e-06
12,47,1.0,2.8832569270247674e-06
12,48,1.0,2.8832569270247674e-06
12,49,1.0,2.8832569270247674e-06
12,50,1.0,2.8832569270247674e-06
13,1,0.0,0.0
13,2,0.0,0.0
13,3,0.0,0.0
13,4,0.0,0.0
13,5,0.0,0.0
13,6,0.0,0.0
13,7,0.0,0.0
13,8,0.0,0.0
13,9,0.0,0.0
13,10,0.0,0.0
13,11,0.0,0.0
13,12,0.0,0.0
13,13,2.0,5.766513854049535e-06
13,14,1.0,2.8832569270247674e-06
13,15,1.0,2.8832569270247674e-06
13,16,1.0,2.8832569270247674e-06
13,17,1.0,2.8832569270247674e-06
13,18,1.0,2.8832569270247674e-06
13,19,1.0,2.8832569270247674e-06
13,20,1.0,2.8832569270247674e-06
13,21,1.0,2.8832569270247674e-06
13,22,1.0,2.8832569270247674e-06
13,23,1.0,2.8832569270247674e-06
13,24,1.0,2.8832569270247674e-06
13,25,1.0,2.8832569270247674e-06
13,26,1.0,2.8832569270247674e-06
13,27,1.0,2.8832569270247674e-06
13,28,1.0,2.8832569270247674e-06
13,29,1.0,2.8832569270247674e-06
13,30,1.0,2.8832569270247674e-06
13,31,1.0,2.8832569270247674e-06
13,32,1.0,2.8832569270247674e-06
13,33,1.0,2.8832569270247674e-06
13,34,1.0,2.8832569270247674e-06
13,35,1.0,2.8832569270247674e-06
13,36,1.0,2.8832569270247674e-06
13,37,1.0,2.8832569270247674e-06
13,38,1.0,2.8832569270247674e-06
13,39,1.0,2.8832569270247674e-06
13,40,1.0,2.8832569270247674e-06
13,41,1.0,2.8832569270247674e-06
13,42,1.0,2.8832569270247674e-06
13,43,1.0,2.8832569270247674e-06
13,44,1.0,2.8832569270247674e-06
13,45,1.0,2.8832569270247674e-06
13,46,1.0,2.8832569270247674e-06
13,47,1.0,2.8832569270247674e-06
13,48,1.0,2.8832569270247674e-06
13,49,1.0,2.8832569270247674e-06
13,50,1.0,2.8832569270247674e-06
14,1,0.0,0.0
14,2,0.0,0.0
14,3,0.0,0.0
14,4,0.0,0.0
14,5,0.0,0.0
14,6,0.0,0.0
14,7,0.0,0.0
14,8,0.0,0.0
14,9,0.0,0.0
14,10,0.0,0.0
14,11,0.0,0.0
14,12,0.0,0.0
14,13,0.0,0.0
14,14,1.0,2.8832569270247674e-06
14,15,1.0,2.8832569270247674e-06
14,16,1.0,2.8832569270247674e-06
14,17,1.0,2.8832569270247674e-06
14,18,1.0,2.8832569270247674e-06
14,19,1.0,2.8832569270247674e-06
14,20,1.0,2.8832569270247674e-06
14,21,1.0,2.8832569270247674e-06
14,22,1.0,2.8832569270247674e-06
14,23,1.0,2.8832569270247674e-06
14,24,1.0,2.8832569270247674e-06
14,25,1.0,2.8832569270247674e-06
14,26,1.0,2.8832569270247674e-06
14,27,1.0,2.8832569270247674e-06
14,28,1.0,2.8832569270247674e-06
14,29,1.0,2.8832569270247674e-06
14,30,1.0,2.8832569270247674e-06
14,31,1.0,2.8832569270247674e-06
14,32,1.0,2.8832569270247674e-06
14,33,1.0,2.8832569270247674e-06
14,34,1.0,2.8832569270247674e-06
14,35,1.0,2.8832569270247674e-06
14,36,1.0,2.8832569270247674e-06
14,37,1.0,2.8832569270247674e-06
14,38,1.0,2.8832569270247674e-06
14,39,1.0,2.8832569270247674e-06
14,40,1.0,2.8832569270247674e-06
14,41,1.0,2.8832569270247674e-06
14,42,1.0,2.8832569270247674e-06
14,43,1.0,2.8832569270247674e-06
14,44,1.0,2.8832569270247674e-06
14,45,1.0,2.8832569270247674e-06
14,46,1.0,2.8832569270247674e-06
14,47,1.0,2.8832569270247674e-06
14,48,1.0,2.8832569270247674e-06
14,49,1.0,2.8832569270247674e-06
14,50,1.0,2.8832569270247674e-06
15,1,0.0,0.0
15,2,0.0,0.0
15,3,0.0,0.0
15,4,0.0,0.0
15,5,0.0,0.0
15,6,0.0,0.0
15,7,0.0,0.0
15,8,0.0,0.0
15,9,0.0,0.0
15,10,0.0,0.0
15,11,0.0,0.0
15,12,0.0,0.0
15,13,0.0,0.0
15,14,0.0,0.0
15,15,1.0,2.8832569270247674e-06
15,16,1.0,2.8832569270247674e-06
15,17,1.0,2.8832569270247674e-06
15,18,1.0,2.8832569270247674e-06
15,19,1.0,2.8832569270247674e-06
15,20,1.0,2.8832569270247674e-06
15,21,1.0,2.8832569270247674e-06
15,22,1.0,2.8832569270247674e-06
15,23,1.0,2.8832569270247674e-06
15,24,1.0,2.8832569270247674e-06
15,25,1.0,2.8832569270247674e-06
15,26,1.0,2.8832569270247674e-06
15,27,1.0,2.8832569270247674e-06
15,28,1.0,2.8832569270247674e-06
15,29,1.0,2.8832569270247674e-06
15,30,1.0,2.8832569270247674e-06
15,31,1.0,2.8832569270247674e-06
15,32,1.0,2.8832569270247674e-06
15,33,1.0,2.8832569270247674e-06
15,34,1.0,2.8832569270247674e-06
15,35,1.0,2.8832569270247674e-06
15,36,1.0,2.8832569270247674e-06
15,37,1.0,2.8832569270247674e-06
15,38,1.0,2.8832569270247674e-06
15,39,1.0,2.8832569270247674e-06
15,40,1.0,2.8832569270247674e-06
15,41,1.0,2.8832569270247674e-06
15,42,1.0,2.8832569270247674e-06
15,43,1.0,2.8832569270247674e-06
15,44,1.0,2.8832569270247674e-06
15,45,1.0,2.8832569270247674e-06
15,46,1.0,2.8832569270247674e-06
15,47,1.0,2.8832569270247674e-06
