config total_drives failed_disks affected_racks dl_prob nines sigma failed_iters total_iters adapt
(1+0)(8+2) 32000 14 11 0.0024 2.62 0.089 24 10000.0 notadapt
(1+0)(8+2) 32000 15 11 0.0071 2.149 0.052 71 10000.0 notadapt
(1+0)(8+2) 32000 16 11 0.0102 1.991 0.043 102 10000.0 notadapt
(1+0)(8+2) 32000 17 11 0.0127 1.896 0.039 127 10000.0 notadapt
(1+0)(8+2) 32000 18 11 0.0176 1.754 0.033 176 10000.0 notadapt
(1+0)(8+2) 32000 19 11 0.0235 1.629 0.028 235 10000.0 notadapt
(1+0)(8+2) 32000 12 12 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 13 12 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 14 12 0.0005 3.301 0.194 5 10000.0 notadapt
(1+0)(8+2) 32000 15 12 0.0019 2.721 0.1 19 10000.0 notadapt
(1+0)(8+2) 32000 16 12 0.0036 2.444 0.072 36 10000.0 notadapt
(1+0)(8+2) 32000 17 12 0.0078 2.108 0.049 78 10000.0 notadapt
(1+0)(8+2) 32000 18 12 0.0135 1.87 0.037 135 10000.0 notadapt
(1+0)(8+2) 32000 19 12 0.0177 1.752 0.033 177 10000.0 notadapt
(1+0)(8+2) 32000 13 13 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 14 13 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 15 13 0.0009 3.046 0.145 9 10000.0 notadapt
(1+0)(8+2) 32000 16 13 0.0013 2.886 0.12 13 10000.0 notadapt
(1+0)(8+2) 32000 17 13 0.0052 2.284 0.06 52 10000.0 notadapt
(1+0)(8+2) 32000 18 13 0.0077 2.114 0.049 77 10000.0 notadapt
(1+0)(8+2) 32000 19 13 0.0115 1.939 0.04 115 10000.0 notadapt
(1+0)(8+2) 32000 14 14 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 15 14 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 16 14 0.0005 3.301 0.194 5 10000.0 notadapt
(1+0)(8+2) 32000 17 14 0.0022 2.658 0.093 22 10000.0 notadapt
(1+0)(8+2) 32000 18 14 0.0052 2.284 0.06 52 10000.0 notadapt
(1+0)(8+2) 32000 19 14 0.0074 2.131 0.05 74 10000.0 notadapt
(1+0)(8+2) 32000 15 15 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 16 15 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 17 15 0.0006 3.222 0.177 6 10000.0 notadapt
(1+0)(8+2) 32000 18 15 0.0021 2.678 0.095 21 10000.0 notadapt
(1+0)(8+2) 32000 19 15 0.0035 2.456 0.073 35 10000.0 notadapt
(1+0)(8+2) 32000 16 16 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 17 16 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 18 16 0.0006 3.222 0.177 6 10000.0 notadapt
(1+0)(8+2) 32000 19 16 0.0014 2.854 0.116 14 10000.0 notadapt
(1+0)(8+2) 32000 20 16 0.0032 2.495 0.077 32 10000.0 notadapt
(1+0)(8+2) 32000 17 17 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 18 17 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 19 17 0.0007 3.155 0.164 7 10000.0 notadapt
(1+0)(8+2) 32000 20 17 0.0011 2.959 0.131 11 10000.0 notadapt
(1+0)(8+2) 32000 21 17 0.0027 2.569 0.084 27 10000.0 notadapt
(1+0)(8+2) 32000 18 18 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 19 18 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 20 18 0.0002 3.699 0.307 2 10000.0 notadapt
(1+0)(8+2) 32000 21 18 0.0024 2.62 0.089 24 10000.0 notadapt
(1+0)(8+2) 32000 22 18 0.0034 2.469 0.074 34 10000.0 notadapt
(1+0)(8+2) 32000 19 19 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 20 19 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 21 19 0.0001 4.0 0.434 1 10000.0 notadapt
(1+0)(8+2) 32000 22 19 0.0013 2.886 0.12 13 10000.0 notadapt
(1+0)(8+2) 32000 23 19 0.004 2.398 0.069 40 10000.0 notadapt
(1+0)(8+2) 32000 20 20 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 21 20 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 22 20 0.0005 3.301 0.194 5 10000.0 notadapt
(1+0)(8+2) 32000 23 20 0.0016 2.796 0.109 16 10000.0 notadapt
(1+0)(8+2) 32000 24 20 0.003 2.523 0.079 30 10000.0 notadapt
(1+0)(8+2) 32000 21 21 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 22 21 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 23 21 0.0005 3.301 0.194 5 10000.0 notadapt
(1+0)(8+2) 32000 24 21 0.0015 2.824 0.112 15 10000.0 notadapt
(1+0)(8+2) 32000 25 21 0.002 2.699 0.097 20 10000.0 notadapt
(1+0)(8+2) 32000 22 22 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 23 22 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 24 22 0.0007 3.155 0.164 7 10000.0 notadapt
(1+0)(8+2) 32000 25 22 0.0009 3.046 0.145 9 10000.0 notadapt
(1+0)(8+2) 32000 26 22 0.0025 2.602 0.087 25 10000.0 notadapt
(1+0)(8+2) 32000 23 23 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 24 23 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 25 23 0.0005 3.301 0.194 5 10000.0 notadapt
(1+0)(8+2) 32000 26 23 0.0016 2.796 0.109 16 10000.0 notadapt
(1+0)(8+2) 32000 27 23 0.0022 2.658 0.093 22 10000.0 notadapt
(1+0)(8+2) 32000 24 24 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 25 24 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 26 24 0.0003 3.523 0.251 3 10000.0 notadapt
(1+0)(8+2) 32000 27 24 0.001 3.0 0.137 10 10000.0 notadapt
(1+0)(8+2) 32000 28 24 0.0021 2.678 0.095 21 10000.0 notadapt
(1+0)(8+2) 32000 25 25 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 26 25 0.0 0 0 0 10000.0 notadapt
(1+0)(8+2) 32000 27 25 0.0006 3.222 0.177 6 10000.0 notadapt
(1+0)(8+2) 32000 28 25 0.0008 3.097 0.154 8 10000.0 notadapt
(1+0)(8+2) 32000 29 25 0.0033 2.481 0.076 33 10000.0 notadapt


