model,failure_time,failure,app,r_5,n_5,r_183,n_183,r_184,n_184,r_187,n_187,r_195,n_195,r_197,n_197,r_199,n_199,r_program,n_program,r_erase,n_erase,n_blocks,n_wearout,r_241,n_241,r_242,n_242,r_9,n_9,r_12,n_12,r_174,n_174,n_175,disk_id,node_id,rack_id,machine_room_id,diff,burst_glob_id
C1,2018-11-22 10:09:55,1,DAE,51.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,7922.0,100.0,14.0,100.0,7.0,100.0,,402,405,11234,475,-1.0,22
C1,2018-11-22 10:13:07,1,DAE,54.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,7922.0,100.0,14.0,100.0,7.0,100.0,,397,405,11234,475,192.0,22
B3,2018-05-24 21:22:45,1,WSM,2.0,99.0,2.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,67192000190.0,99.0,77453177725.0,99.0,9780.0,98.0,22.0,99.0,,,,150,417,7144,261,-1.0,24
B3,2018-05-24 21:22:47,1,WSM,2.0,99.0,2.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,67155601721.0,99.0,74018844892.0,99.0,9780.0,98.0,22.0,99.0,,,,149,417,7144,261,2.0,24
B3,2018-05-24 21:22:50,1,WSM,4.0,99.0,4.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,67399488677.0,99.0,70504498578.0,99.0,9780.0,98.0,22.0,99.0,,,,156,417,7144,261,3.0,24
A1,2018-06-28 14:47:53,1,WS,0.0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,5866.0,100.0,0.0,100.0,0.0,100.0,100.0,96.0,1225862.0,100.0,943634.0,100.0,27971.0,100.0,24.0,100.0,16.0,100.0,100.0,569,535,14521,80,-1.0,33
A1,2018-06-28 15:10:38,1,WS,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,570.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,159000.0,100.0,16685.0,100.0,30757.0,100.0,14.0,100.0,12.0,100.0,100.0,571,535,14521,80,1365.0,33
A1,2018-06-28 15:35:32,1,WS,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,531.0,100.0,0.0,100.0,0.0,100.0,100.0,98.0,437060.0,100.0,290784.0,100.0,28068.0,100.0,29.0,100.0,23.0,100.0,100.0,572,535,14521,80,1494.0,33
C1,2018-11-22 10:16:35,1,DAE,19.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,7335.0,100.0,28.0,100.0,23.0,100.0,,839,876,27852,475,18718184.0,64
C1,2018-11-22 10:18:35,1,DAE,16.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,7335.0,100.0,28.0,100.0,23.0,100.0,,845,876,27852,475,120.00000000000001,64
C1,2018-11-22 09:53:50,1,DAE,67.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,7922.0,100.0,15.0,100.0,7.0,100.0,,899,977,11791,475,17711898.0,76
C1,2018-11-22 10:02:54,1,DAE,102.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,7922.0,100.0,15.0,100.0,7.0,100.0,,892,977,11791,475,544.0,76
C1,2018-11-22 10:03:48,1,DAE,10.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,7922.0,100.0,15.0,100.0,7.0,100.0,,898,977,11791,475,54.0,76
C1,2018-11-22 09:52:13,1,DAE,22.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,7961.0,100.0,26.0,100.0,16.0,100.0,,1001,1105,20157,475,-1.0,91
C1,2018-11-22 10:18:53,1,DAE,80.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,7961.0,100.0,26.0,100.0,16.0,100.0,,1002,1105,20157,475,1600.0,91
A6,2019-03-22 03:04:06,1,DB,0.0,96.0,,,0.0,100.0,0.0,100.0,1023451647.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,32866.0,100.0,55.0,100.0,53.0,100.0,100.0,141,1388,10895,70,-1.0,111
A6,2019-03-22 03:04:06,1,DB,0.0,96.0,,,0.0,100.0,0.0,100.0,985131614.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,32865.0,100.0,55.0,100.0,53.0,100.0,100.0,137,1388,10895,70,0.0,111
A6,2019-03-22 03:04:06,1,DB,0.0,96.0,,,0.0,100.0,0.0,100.0,769775927.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,32866.0,100.0,55.0,100.0,53.0,100.0,100.0,142,1388,10895,70,0.0,111
A6,2019-03-22 03:04:06,1,DB,4.0,96.0,,,0.0,100.0,0.0,100.0,1319789210.0,100.0,0.0,100.0,0.0,100.0,4.0,100.0,0.0,100.0,130.0,1.0,,,,,32866.0,100.0,55.0,100.0,53.0,100.0,100.0,133,1388,10895,70,0.0,111
C1,2019-11-15 10:39:11,1,DAE,40.0,100.0,0.0,100.0,0.0,100.0,16.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,18425.0,100.0,40.0,100.0,35.0,100.0,,1692,1871,8693,104,10805384.0,146
C1,2019-11-15 10:39:48,1,DAE,196.0,99.0,0.0,100.0,0.0,100.0,336.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,100.0,,,,,18425.0,100.0,40.0,100.0,35.0,100.0,,1682,1871,8693,104,37.0,146
C1,2019-11-15 10:36:45,1,none,67.0,100.0,0.0,100.0,0.0,100.0,85.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,89.0,,,,,22233.0,100.0,17.0,100.0,13.0,100.0,,1886,2062,840,228,20504180.0,165
C1,2019-11-15 10:39:54,1,none,9.0,100.0,0.0,100.0,0.0,100.0,82.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,90.0,,,,,22233.0,100.0,17.0,100.0,13.0,100.0,,1887,2062,840,228,189.0,165
C1,2019-11-15 10:39:57,1,none,28.0,100.0,0.0,100.0,0.0,100.0,34.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,22233.0,100.0,17.0,100.0,13.0,100.0,,1885,2062,840,228,3.0,165
C1,2019-12-03 10:24:01,1,none,27.0,100.0,0.0,100.0,0.0,100.0,4.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,96.0,,,,,22646.0,100.0,16.0,100.0,12.0,100.0,,2024,2261,8544,259,-1.0,175
C1,2019-12-03 10:24:12,1,none,19.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,96.0,,,,,22646.0,100.0,16.0,100.0,12.0,100.0,,2019,2261,8544,259,11.0,175
C1,2019-12-03 10:25:11,1,none,12.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,96.0,,,,,22646.0,100.0,16.0,100.0,12.0,100.0,,2029,2261,8544,259,59.00000000000001,175
C1,2019-12-03 10:25:21,1,none,20.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,3.0,100.0,0.0,100.0,100.0,96.0,,,,,22646.0,100.0,16.0,100.0,12.0,100.0,,2023,2261,8544,259,10.0,175
C1,2019-12-03 10:26:14,1,none,139.0,99.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,96.0,,,,,22646.0,100.0,16.0,100.0,12.0,100.0,,2022,2261,8544,259,53.0,175
C1,2019-12-03 10:26:16,1,none,5.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,96.0,,,,,22646.0,100.0,16.0,100.0,12.0,100.0,,2020,2261,8544,259,2.0,175
C1,2019-12-03 10:27:13,1,none,8715.0,31.0,0.0,100.0,0.0,100.0,75.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,35.0,86.0,,,,,22646.0,100.0,16.0,100.0,12.0,100.0,,2028,2261,8544,259,57.0,175
B3,2019-03-25 09:04:02,1,none,28.0,99.0,28.0,99.0,0.0,100.0,229624.0,77.0,229624.0,1.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,14628150688.0,99.0,9449033324.0,99.0,16270.0,96.0,18.0,99.0,,,,476,2292,23738,145,-1.0,176
B3,2019-03-25 09:05:24,1,none,4.0,99.0,4.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,13832360728.0,99.0,8754061940.0,99.0,16270.0,96.0,18.0,99.0,,,,470,2292,23738,145,82.0,176
A3,2018-08-29 03:02:02,1,RM,2.0,93.0,,,0.0,100.0,0.0,100.0,1378427096.0,100.0,0.0,100.0,0.0,100.0,2.0,100.0,0.0,100.0,130.0,1.0,,,,,43134.0,100.0,39.0,100.0,36.0,100.0,100.0,437,2333,2687,408,1555197.0,188
A3,2018-08-29 03:02:11,1,RM,0.0,94.0,,,0.0,100.0,0.0,100.0,1932663506.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,43137.0,100.0,39.0,100.0,36.0,100.0,100.0,435,2333,2687,408,9.0,188
A3,2018-08-29 03:02:16,1,RM,2.0,94.0,,,0.0,100.0,0.0,100.0,2037269343.0,100.0,0.0,100.0,0.0,100.0,8.0,100.0,0.0,100.0,130.0,1.0,,,,,43137.0,100.0,39.0,100.0,36.0,100.0,100.0,439,2333,2687,408,5.0,188
C1,2018-11-22 10:03:14,1,none,104.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,11186.0,100.0,21.0,100.0,15.0,100.0,,2150,2441,18853,527,-1.0,200
C1,2018-11-22 10:03:19,1,none,77.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,11186.0,100.0,21.0,100.0,15.0,100.0,,2147,2441,18853,527,5.0,200
A6,2018-05-17 03:13:12,1,RM,0.0,96.0,,,,,,,,,,,,,,,,,130.0,,,,,,34061.0,100.0,,,,,100.0,369,2856,16300,649,604801.0,228
A6,2018-05-17 03:13:18,1,RM,0.0,96.0,,,,,,,,,,,,,,,,,130.0,,,,,,34061.0,100.0,,,,,100.0,363,2856,16300,649,6.0,228
A3,2018-08-11 03:23:54,1,none,0.0,93.0,,,0.0,100.0,0.0,100.0,2162247398.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,43383.0,100.0,26.0,100.0,23.0,100.0,100.0,547,3059,6860,127,9590356.0,240
A3,2018-08-11 03:24:04,1,none,2.0,94.0,,,0.0,100.0,0.0,100.0,1740835153.0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,130.0,1.0,,,,,43385.0,100.0,26.0,100.0,23.0,100.0,100.0,549,3059,6860,127,10.0,240
A3,2018-08-11 03:24:09,1,none,0.0,95.0,,,0.0,100.0,0.0,100.0,2089901076.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,43389.0,100.0,26.0,100.0,23.0,100.0,100.0,542,3059,6860,127,5.0,240
A3,2018-08-11 03:24:15,1,none,0.0,93.0,,,0.0,100.0,0.0,100.0,2240054630.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,43389.0,100.0,26.0,100.0,23.0,100.0,100.0,548,3059,6860,127,6.0,240
A3,2018-11-29 03:00:16,1,none,2.0,97.0,,,,,,,,,,,,,,,,,130.0,1.0,,,,,24203.0,100.0,,,,,100.0,598,3354,10937,65,604783.0,268
A3,2018-11-29 03:00:24,1,none,0.0,98.0,,,0.0,100.0,0.0,100.0,3171336551.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,39392.0,100.0,29.0,100.0,27.0,100.0,100.0,603,3354,10937,65,8.0,268
A1,2019-07-24 02:40:39,1,RM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,99.0,607255.0,100.0,42457.0,100.0,33918.0,100.0,16.0,100.0,14.0,100.0,100.0,4501,3788,23334,408,-1.0,298
A1,2019-07-24 02:40:39,1,RM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,70.0,7721136.0,100.0,3073705.0,100.0,33933.0,100.0,16.0,100.0,14.0,100.0,100.0,4498,3788,23334,408,0.0,298
C1,2019-09-08 09:13:15,1,none,39.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,18205.0,100.0,12.0,100.0,11.0,100.0,,3896,4457,4846,190,13460114.0,345
C1,2019-09-08 09:15:36,1,none,10.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,18205.0,100.0,12.0,100.0,11.0,100.0,,3892,4457,4846,190,141.0,345
A4,2019-07-12 16:41:21,1,none,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,99.0,325241.0,100.0,39095.0,100.0,26060.0,100.0,47.0,100.0,45.0,100.0,100.0,824,4712,18403,24,-1.0,364
B2,2019-07-12 16:55:54,1,none,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,99.0,394651077272.0,99.0,16042016243.0,99.0,26260.0,94.0,197.0,99.0,,,,988,4712,18403,24,873.0,364
C1,2019-05-27 15:09:55,1,NAS,21.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,11562.0,100.0,12.0,100.0,8.0,100.0,,4539,5138,27617,284,-1.0,402
C1,2019-05-27 15:11:04,1,NAS,43.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,11562.0,100.0,12.0,100.0,8.0,100.0,,4546,5138,27617,284,69.0,402
C1,2019-05-27 15:11:58,1,NAS,18.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,11562.0,100.0,12.0,100.0,8.0,100.0,,4549,5138,27617,284,54.0,402
C1,2019-05-27 15:13:27,1,NAS,17.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,11562.0,100.0,12.0,100.0,8.0,100.0,,4542,5138,27617,284,89.0,402
C1,2019-05-27 15:14:03,1,NAS,13.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,11562.0,100.0,12.0,100.0,8.0,100.0,,4538,5138,27617,284,36.0,402
C1,2019-05-27 15:14:52,1,NAS,30.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,11562.0,100.0,12.0,100.0,8.0,100.0,,4541,5138,27617,284,49.0,402
C1,2019-05-27 15:11:07,1,NAS,12.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,11568.0,100.0,13.0,100.0,9.0,100.0,,4861,5454,19259,284,-1.0,422
C1,2019-05-27 15:13:45,1,NAS,6.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,11569.0,100.0,13.0,100.0,9.0,100.0,,4862,5454,19259,284,158.0,422
C1,2019-05-27 15:12:00,1,none,20.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,12128.0,100.0,15.0,100.0,9.0,100.0,,5242,5930,14936,573,-1.0,457
C1,2019-05-27 15:13:52,1,none,5.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,12128.0,100.0,15.0,100.0,9.0,100.0,,5243,5930,14936,573,112.0,457
A4,2018-08-28 19:54:55,1,none,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,99.0,327985.0,100.0,10085.0,100.0,17548.0,100.0,35.0,100.0,30.0,100.0,100.0,1022,5990,17328,159,-1.0,460
B2,2018-08-28 19:54:55,1,none,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,99.0,333298952201.0,99.0,40252010595.0,99.0,17549.0,96.0,35.0,99.0,,,,1281,5990,17328,159,0.0,460
C1,2018-11-22 10:25:36,1,DAE,123.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,12700.0,100.0,23.0,100.0,19.0,100.0,,5320,6094,6533,475,12525150.0,465
C1,2018-11-22 10:25:38,1,DAE,14.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,12700.0,100.0,23.0,100.0,19.0,100.0,,5322,6094,6533,475,2.0,465
B3,2018-05-24 21:20:05,1,WSM,4.0,99.0,4.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,70144391398.0,99.0,82667708308.0,99.0,9770.0,98.0,17.0,99.0,,,,1171,6482,1822,261,-1.0,499
B3,2018-05-24 21:20:40,1,WSM,4.0,99.0,4.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,70148088968.0,99.0,76096038736.0,99.0,9770.0,98.0,17.0,99.0,,,,1180,6482,1822,261,35.0,499
B3,2018-05-24 21:22:16,1,WSM,2.0,99.0,2.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,70419880093.0,99.0,69081052110.0,99.0,9770.0,98.0,17.0,99.0,,,,1175,6482,1822,261,96.0,499
B3,2018-05-24 21:22:19,1,WSM,4.0,99.0,4.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,69992500090.0,99.0,73673215180.0,99.0,9770.0,98.0,17.0,99.0,,,,1176,6482,1822,261,3.0,499
A6,2019-05-17 03:02:14,1,none,0.0,96.0,,,0.0,100.0,0.0,100.0,62689149.0,100.0,0.0,100.0,25046.0,100.0,0.0,100.0,0.0,100.0,130.0,74.0,,,,,33542.0,100.0,47.0,100.0,45.0,100.0,100.0,729,6563,7570,60,-1.0,511
A6,2019-05-17 03:02:15,1,none,3.0,96.0,,,0.0,100.0,0.0,100.0,823736261.0,100.0,0.0,100.0,24062.0,100.0,2.0,100.0,0.0,100.0,130.0,76.0,,,,,33548.0,100.0,47.0,100.0,45.0,100.0,100.0,733,6563,7570,60,1.0,511
B3,2018-05-24 21:30:48,1,WSM,12.0,99.0,12.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,83993653949.0,99.0,65421901832.0,99.0,9789.0,98.0,18.0,99.0,,,,1216,6662,9433,261,-1.0,517
B3,2018-05-24 21:30:53,1,WSM,2.0,99.0,2.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,83811315188.0,99.0,60114413421.0,99.0,9789.0,98.0,19.0,99.0,,,,1217,6662,9433,261,5.0,517
B3,2018-05-24 21:30:55,1,WSM,14.0,99.0,14.0,99.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,99.0,99.0,83706079878.0,99.0,60916246693.0,99.0,9789.0,98.0,18.0,99.0,,,,1215,6662,9433,261,2.0,517
A3,2018-08-11 03:20:11,1,RM,3.0,93.0,,,0.0,100.0,0.0,100.0,2393502582.0,100.0,0.0,100.0,0.0,100.0,8.0,100.0,0.0,100.0,130.0,1.0,,,,,42352.0,100.0,34.0,100.0,31.0,100.0,100.0,1270,7797,20299,455,-1.0,595
A3,2018-08-11 03:20:17,1,RM,0.0,93.0,,,0.0,100.0,0.0,100.0,2258515354.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,42352.0,100.0,34.0,100.0,31.0,100.0,100.0,1277,7797,20299,455,6.0,595
A3,2018-08-11 03:20:22,1,RM,0.0,94.0,,,0.0,100.0,0.0,100.0,2128704415.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,42348.0,100.0,34.0,100.0,31.0,100.0,100.0,1280,7797,20299,455,5.0,595
A3,2018-08-11 03:20:28,1,RM,0.0,93.0,,,0.0,100.0,0.0,100.0,1631600854.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,42349.0,100.0,34.0,100.0,31.0,100.0,100.0,1275,7797,20299,455,6.0,595
A3,2018-08-11 03:20:44,1,RM,2.0,96.0,,,,,,,,,,,,,,,,,130.0,1.0,,,,,12167.0,100.0,,,,,100.0,1272,7797,20299,455,16.0,595
A3,2018-08-11 03:20:49,1,RM,0.0,97.0,,,,,,,,,,,,,,,,,130.0,1.0,,,,,12188.0,100.0,,,,,100.0,1276,7797,20299,455,5.0,595
A3,2018-08-11 03:20:55,1,RM,0.0,97.0,,,,,,,,,,,,,,,,,130.0,1.0,,,,,12454.0,100.0,,,,,100.0,1278,7797,20299,455,6.0,595
A3,2018-06-23 03:13:54,1,DB,2.0,96.0,,,,,,,,,,,,,,,,,130.0,1.0,,,,,33389.0,100.0,,,,,100.0,1359,8208,19553,70,1036811.0000000001,614
A3,2018-06-23 03:14:04,1,DB,0.0,96.0,,,,,,,,,,,,,,,,,130.0,1.0,,,,,33389.0,100.0,,,,,100.0,1352,8208,19553,70,10.0,614
C1,2019-08-13 13:04:07,1,RM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,96.0,,,,,809.0,100.0,4.0,100.0,1.0,100.0,,7345,8435,17913,20,-1.0,634
C1,2019-08-13 13:04:08,1,RM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,96.0,,,,,616.0,100.0,5.0,100.0,2.0,100.0,,7346,8435,17913,20,1.0,634
C2,2019-08-13 13:06:04,1,RM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,99.0,,,,,994.0,100.0,207.0,100.0,11.0,100.0,,841,8435,17913,20,116.00000000000001,634
A3,2018-08-11 03:27:44,1,RM,2.0,95.0,,,0.0,100.0,0.0,100.0,611581150.0,100.0,0.0,100.0,0.0,100.0,2.0,100.0,0.0,100.0,130.0,1.0,,,,,42964.0,100.0,76.0,100.0,73.0,100.0,100.0,1420,8516,15862,408,86413.0,637
A3,2018-08-11 03:28:01,1,RM,0.0,94.0,,,0.0,100.0,0.0,100.0,20104940.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,130.0,1.0,,,,,42964.0,100.0,76.0,100.0,73.0,100.0,100.0,1414,8516,15862,408,17.0,637
A1,2019-10-09 19:21:08,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,80.0,9319839.0,100.0,6797153.0,100.0,47382.0,100.0,12.0,100.0,10.0,100.0,100.0,10458,8647,6055,321,-1.0,645
A1,2019-10-09 19:21:08,1,WSM,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,80.0,9713139.0,100.0,7176236.0,100.0,47391.0,100.0,12.0,100.0,10.0,100.0,100.0,10457,8647,6055,321,0.0,645
C1,2019-01-09 09:27:06,1,WSM,10.0,100.0,0.0,100.0,0.0,100.0,3.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,100.0,100.0,,,,,10812.0,100.0,22.0,100.0,19.0,100.0,,7998,9086,10135,459,-1.0,669
C1,2019-01-09 09:29:05,1,WSM,15.0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,,,,,10812.0,100.0,22.0,100.0,19.0,100.0,,8009,9086,10135,459,119.00000000000001,669
A3,2019-01-17 03:23:52,1,RM,2.0,94.0,,,0.0,100.0,0.0,100.0,1721765564.0,100.0,0.0,100.0,0.0,100.0,8.0,100.0,0.0,100.0,130.0,1.0,,,,,46057.0,100.0,36.0,100.0,33.0,100.0,100.0,1576,9184,10596,136,-1.0,675
