config total_drives chunks_per_disk failed_disks affected_racks dl_prob
(32+6)(16+1) 32000 1000000 28 17 4.03408044550430031688997259436880136691974E-9
(32+6)(16+1) 32000 1000000 28 18 4.80385135246465680511952573048881433272901E-9
(32+6)(16+1) 32000 1000000 28 19 5.61743858374995050196854878848600339365529E-9
(32+6)(16+1) 32000 1000000 28 20 6.47028976012788415319377554316899292110727E-9
(32+6)(16+1) 32000 1000000 28 21 7.35834866101823774003765914691138296712885E-9
(32+6)(16+1) 32000 1000000 28 22 8.27800520243615501857264255864275716274207E-9
(32+6)(16+1) 32000 1000000 28 23 9.22604623483923726203364948303533575808296E-9
(32+6)(16+1) 32000 1000000 28 24 1.019960963302166807161805346583750136785368E-8
(32+6)(16+1) 32000 1000000 28 25 1.119614269420518126493222454629417777735292E-8
(32+6)(16+1) 32000 1000000 28 26 1.221336508410077075773699929009001233967413E-8
(32+6)(16+1) 32000 1000000 28 27 1.324923617357576184642954531467788357585830E-8
(32+6)(16+1) 32000 1000000 28 28 1.430192642201361617445129460162535053374792E-8
(32+6)(16+1) 32000 1000000 29 1 0E-49
(32+6)(16+1) 32000 1000000 29 2 0E-49
(32+6)(16+1) 32000 1000000 29 3 0E-49
(32+6)(16+1) 32000 1000000 29 4 0E-49
(32+6)(16+1) 32000 1000000 29 5 0E-49
(32+6)(16+1) 32000 1000000 29 6 0E-49
(32+6)(16+1) 32000 1000000 29 7 0E-49
(32+6)(16+1) 32000 1000000 29 8 5.792384776127691679480678775731245748588E-11
(32+6)(16+1) 32000 1000000 29 9 2.1389385730922695333896543157936325804509E-10
(32+6)(16+1) 32000 1000000 29 10 4.8514821082152432106971685914420366431072E-10
(32+6)(16+1) 32000 1000000 29 11 8.7436671153153454611668419967124767627234E-10
(32+6)(16+1) 32000 1000000 29 12 1.37660702943433364536675460977598267531701E-9
(32+6)(16+1) 32000 1000000 29 13 1.98348281954144707263796510019700715655370E-9
(32+6)(16+1) 32000 1000000 29 14 2.68543104316394196274026915516625678758601E-9
(32+6)(16+1) 32000 1000000 29 15 3.47286979792529450657889482418696737882818E-9
(32+6)(16+1) 32000 1000000 29 16 4.33674970033817043729715092563484359673062E-9
(32+6)(16+1) 32000 1000000 29 17 5.26878345930212168974760197797441844689697E-9
(32+6)(16+1) 32000 1000000 29 18 6.26150906666251013255344970373772713094926E-9
(32+6)(16+1) 32000 1000000 29 19 7.30827028859295042409212797679975987565687E-9
(32+6)(16+1) 32000 1000000 29 20 8.40315911120944559581299466191696547339708E-9
(32+6)(16+1) 32000 1000000 29 21 9.54094366797698217497134811213278696607264E-9
(32+6)(16+1) 32000 1000000 29 22 1.071699374776646456134073543938469874849921E-8
(32+6)(16+1) 32000 1000000 29 23 1.192720980842343666043296983766404681518721E-8
(32+6)(16+1) 32000 1000000 29 24 1.316795810629156654869890492263238290802545E-8
(32+6)(16+1) 32000 1000000 29 25 1.443601280053670450080303954631654480035525E-8
(32+6)(16+1) 32000 1000000 29 26 1.572850499520839348993298222643954921297879E-8
(32+6)(16+1) 32000 1000000 29 27 1.704287825326345369292439453467642867689111E-8
(32+6)(16+1) 32000 1000000 29 28 1.837684994052714698654270710396892272126737E-8
(32+6)(16+1) 32000 1000000 29 29 1.972837771468983140241111530164736689442451E-8
(32+6)(16+1) 32000 1000000 30 1 0E-49
(32+6)(16+1) 32000 1000000 30 2 0E-49
(32+6)(16+1) 32000 1000000 30 3 0E-49
(32+6)(16+1) 32000 1000000 30 4 0E-49
(32+6)(16+1) 32000 1000000 30 5 0E-49
(32+6)(16+1) 32000 1000000 30 6 0E-49
(32+6)(16+1) 32000 1000000 30 7 0E-49
(32+6)(16+1) 32000 1000000 30 8 7.723414900098832109794428226326611109575E-11
(32+6)(16+1) 32000 1000000 30 9 2.8389719239513308806938668893293680748572E-10
(32+6)(16+1) 32000 1000000 30 10 6.4129425234777291898888396627615613973116E-10
(32+6)(16+1) 32000 1000000 30 11 1.15155120619087531011480282018221522488650E-9
(32+6)(16+1) 32000 1000000 30 12 1.80704192523129781391872149402697662793327E-9
(32+6)(16+1) 32000 1000000 30 13 2.59593880108187814577667876609002042719948E-9
(32+6)(16+1) 32000 1000000 30 14 3.50515535467075268062831821144339584455172E-9
(32+6)(16+1) 32000 1000000 30 15 4.52180614893472751589727043220838581463447E-9
(32+6)(16+1) 32000 1000000 30 16 5.63387245233604174929992218349924821050684E-9
(32+6)(16+1) 32000 1000000 30 17 6.83045571501717527917517579481545733025059E-9
(32+6)(16+1) 32000 1000000 30 18 8.10182375287228180274844794398042967645366E-9
(32+6)(16+1) 32000 1000000 30 19 9.43935791025302349575667308246189006678800E-9
(32+6)(16+1) 32000 1000000 30 20 1.083545775993801913889297774319469540275819E-8
(32+6)(16+1) 32000 1000000 30 21 1.228343236596515018820409241480614876352098E-8
(32+6)(16+1) 32000 1000000 30 22 1.377739250137515607002780049528468940316392E-8
(32+6)(16+1) 32000 1000000 30 23 1.531215046651606380657160541812112862785313E-8
(32+6)(16+1) 32000 1000000 30 24 1.688313009776806339933913149362092965934050E-8
(32+6)(16+1) 32000 1000000 30 25 1.848628748401538894175153591190582363588250E-8
(32+6)(16+1) 32000 1000000 30 26 2.011804190063401077091473686395295390000686E-8
(32+6)(16+1) 32000 1000000 30 27 2.177521603101442585167876511940770770253916E-8
(32+6)(16+1) 32000 1000000 30 28 2.345498440330173235090879748429421744660665E-8
(32+6)(16+1) 32000 1000000 30 29 2.515482897791967261425166100871293525965572E-8
(32+6)(16+1) 32000 1000000 30 30 2.687250089980280534711325405411312149459302E-8
(32+6)(16+1) 32000 1000000 31 1 0E-49
(32+6)(16+1) 32000 1000000 31 2 0E-49
(32+6)(16+1) 32000 1000000 31 3 0E-49
(32+6)(16+1) 32000 1000000 31 4 0E-49
(32+6)(16+1) 32000 1000000 31 5 0E-49
(32+6)(16+1) 32000 1000000 31 6 0E-49
(32+6)(16+1) 32000 1000000 31 7 0E-49
(32+6)(16+1) 32000 1000000 31 8 1.0209300111549660024819594416740408531428E-10
(32+6)(16+1) 32000 1000000 31 9 3.7367974377339901778424321565894310615209E-10
(32+6)(16+1) 32000 1000000 31 10 8.4087237738741419443800901489596822518622E-10
(32+6)(16+1) 32000 1000000 31 11 1.50472544870177005243461683715198195941993E-9
(32+6)(16+1) 32000 1000000 31 12 2.35391488152628910973028329734980154290889E-9
(32+6)(16+1) 32000 1000000 31 13 3.37204563045100768880114480770153708659280E-9
(32+6)(16+1) 32000 1000000 31 14 4.54143875260068138373121452746096969200806E-9
(32+6)(16+1) 32000 1000000 31 15 5.84495583183451232671101853499591224677477E-9
(32+6)(16+1) 32000 1000000 31 16 7.26679236821391491671874353777622904915315E-9
(32+6)(16+1) 32000 1000000 31 17 8.79274788936119009784260828341981681706283E-9
(32+6)(16+1) 32000 1000000 31 18 1.041024040625823925653075398485433533186230E-8
(32+6)(16+1) 32000 1000000 31 19 1.210820403014145287630580783703337199707575E-8
(32+6)(16+1) 32000 1000000 31 20 1.387694070618710947562594948680465455142944E-8
(32+6)(16+1) 32000 1000000 31 21 1.570796146843971877998138163236185157736926E-8
(32+6)(16+1) 32000 1000000 31 22 1.759383406004892099011558839016478906068689E-8
(32+6)(16+1) 32000 1000000 31 23 1.952804414363510399242487181388562289585381E-8
(32+6)(16+1) 32000 1000000 31 24 2.150487242531199523031674980658558293505834E-8
(32+6)(16+1) 32000 1000000 31 25 2.351928760639050652255219200962951115900161E-8
(32+6)(16+1) 32000 1000000 31 26 2.556685397804061857674750023217833983630586E-8
(32+6)(16+1) 32000 1000000 31 27 2.764365205620584122611288416760593492517443E-8
(32+6)(16+1) 32000 1000000 31 28 2.974621057993574158622264880024050491737392E-8
(32+6)(16+1) 32000 1000000 31 29 3.187144828626694920261416906806477139070049E-8
(32+6)(16+1) 32000 1000000 31 30 3.401662403387728226463802133334622456515522E-8
(32+6)(16+1) 32000 1000000 31 31 3.617929402689346928350872714703166950650483E-8
(32+6)(16+1) 32000 1000000 32 1 0E-49
(32+6)(16+1) 32000 1000000 32 2 0E-49
(32+6)(16+1) 32000 1000000 32 3 0E-49
(32+6)(16+1) 32000 1000000 32 4 0E-49
(32+6)(16+1) 32000 1000000 32 5 0E-49
(32+6)(16+1) 32000 1000000 32 6 0E-49
(32+6)(16+1) 32000 1000000 32 7 0E-49
(32+6)(16+1) 32000 1000000 32 8 1.3384627890537683212711009152534601434089E-10
(32+6)(16+1) 32000 1000000 32 9 4.8797137418032096828496096057927920573009E-10
(32+6)(16+1) 32000 1000000 32 10 1.09412485831787817326329262089232720081181E-9
(32+6)(16+1) 32000 1000000 32 11 1.95157269575104514921766720112686717066624E-9
(32+6)(16+1) 32000 1000000 32 12 3.04398395245781983073371486270732494040474E-9
(32+6)(16+1) 32000 1000000 32 13 4.34897149487913635870228006399607861563780E-9
(32+6)(16+1) 32000 1000000 32 14 5.84292791484118104239519502257087328910516E-9
(32+6)(16+1) 32000 1000000 32 15 7.50328634444276734127613735091762741607570E-9
(32+6)(16+1) 32000 1000000 32 16 9.30945381327477512289497787675457469949020E-9
(32+6)(16+1) 32000 1000000 32 17 1.124308578196177993422174993923302149070828E-8
(32+6)(16+1) 32000 1000000 32 18 1.328804842599769947476222809741174051805027E-8
(32+6)(16+1) 32000 1000000 32 19 1.543024515634050054432423724036594961956108E-8
(32+6)(16+1) 32000 1000000 32 20 1.765739559487320226022003160402078663449571E-8
(32+6)(16+1) 32000 1000000 32 21 1.995880971225338132589079391932718017549309E-8
(32+6)(16+1) 32000 1000000 32 22 2.232517650239007335898444160053241930609343E-8
(32+6)(16+1) 32000 1000000 32 23 2.474837474037799089289946580502803510240419E-8
(32+6)(16+1) 32000 1000000 32 24 2.722130752129945631890722194512751307943559E-8
(32+6)(16+1) 32000 1000000 32 25 2.973775952922707291873520440646877665070489E-8
(32+6)(16+1) 32000 1000000 32 26 3.229227483359889737732128182737429851835851E-8
(32+6)(16+1) 32000 1000000 32 27 3.488005266294475938960080387619205558593034E-8
(32+6)(16+1) 32000 1000000 32 28 3.749685864813156345384415535487354022577425E-8
(32+6)(16+1) 32000 1000000 32 29 4.013894924189851537010282028961042826617889E-8
(32+6)(16+1) 32000 1000000 32 30 4.280300729708311572821400300721626002650490E-8
(32+6)(16+1) 32000 1000000 32 31 4.548608706736773269011337681665997278159548E-8
(32+6)(16+1) 32000 1000000 32 32 4.818556715608998387765848738120179852504819E-8
(32+6)(16+1) 32000 1000000 33 1 0E-49
(32+6)(16+1) 32000 1000000 33 2 0E-49
(32+6)(16+1) 32000 1000000 33 3 0E-49
(32+6)(16+1) 32000 1000000 33 4 0E-49
(32+6)(16+1) 32000 1000000 33 5 0E-49
(32+6)(16+1) 32000 1000000 33 6 0E-49
(32+6)(16+1) 32000 1000000 33 7 0E-49
(32+6)(16+1) 32000 1000000 33 8 1.7410726455911426344901815753426119785731E-10
(32+6)(16+1) 32000 1000000 33 9 6.3243208374158228371440068354338025594877E-10
(32+6)(16+1) 32000 1000000 33 10 1.41328592026165662596818633298220763151707E-9
(32+6)(16+1) 32000 1000000 33 11 2.51317680981872615595596583248594421042682E-9
(32+6)(16+1) 32000 1000000 33 12 3.90909630031173882325232373242416539541490E-9
(32+6)(16+1) 32000 1000000 33 13 5.57087840749101301798291882604882026427717E-9
(32+6)(16+1) 32000 1000000 33 14 7.46733006959425468133464750240687558054701E-9
(32+6)(16+1) 32000 1000000 33 15 9.56901054606582398616795288215979905180111E-9
(32+6)(16+1) 32000 1000000 33 16 1.184931471730941435776138887239273251929095E-8
(32+6)(16+1) 32000 1000000 33 17 1.428473330545034315890460880074221307453166E-8
(32+6)(16+1) 32000 1000000 33 18 1.685473528447956450965980822997366408536651E-8
(32+6)(16+1) 32000 1000000 33 19 1.954149510543628411003653307659750462956056E-8
(32+6)(16+1) 32000 1000000 33 20 2.232957348604943682910838004140247624747615E-8
(32+6)(16+1) 32000 1000000 33 21 2.520560271850476274868235645111626991786107E-8
(32+6)(16+1) 32000 1000000 33 22 2.815799835790595561115600644071857839834493E-8
(32+6)(16+1) 32000 1000000 33 23 3.117670474881760681268406540561243041847953E-8
(32+6)(16+1) 32000 1000000 33 24 3.425297495423073764991648685796668185462469E-8
(32+6)(16+1) 32000 1000000 33 25 3.737918258397361038205803909658330888024430E-8
(32+6)(16+1) 32000 1000000 33 26 4.054866187498091006719902253483183184920121E-8
(32+6)(16+1) 32000 1000000 33 27 4.375557216949849871674325346392148583950056E-8
(32+6)(16+1) 32000 1000000 33 28 4.699478316152979919620891176732691130190505E-8
(32+6)(16+1) 32000 1000000 33 29 5.026177767778601721727652603349987938755988E-8
(32+6)(16+1) 32000 1000000 33 30 5.355256919850727050377971743381776769108524E-8
(32+6)(16+1) 32000 1000000 33 31 5.686363174519923092604900584035874212294005E-8
(32+6)(16+1) 32000 1000000 33 32 6.019184014113589898386329906731411326945280E-8
(32+6)(16+1) 32000 1000000 33 33 6.353441897870277147974478365598265520139166E-8
(32+6)(16+1) 32000 1000000 34 1 0E-49
(32+6)(16+1) 32000 1000000 34 2 0E-49
(32+6)(16+1) 32000 1000000 34 3 0E-49
(32+6)(16+1) 32000 1000000 34 4 0E-49
(32+6)(16+1) 32000 1000000 34 5 0E-49
(32+6)(16+1) 32000 1000000 34 6 0E-49
(32+6)(16+1) 32000 1000000 34 7 0E-49
(32+6)(16+1) 32000 1000000 34 8 2.2479818662308750384250058717322545120873E-10
(32+6)(16+1) 32000 1000000 34 9 8.1379587436918223902173979459137987809689E-10
(32+6)(16+1) 32000 1000000 34 10 1.81288786444623433265385474980044235063910E-9
(32+6)(16+1) 32000 1000000 34 11 3.21454085465098303221374377824722548519321E-9
(32+6)(16+1) 32000 1000000 34 12 4.98695781209544870131089113269369786673359E-9
(32+6)(16+1) 32000 1000000 34 13 7.08997075103593011392199935508361449765082E-9
(32+6)(16+1) 32000 1000000 34 14 9.48275964176117408747442301086688246617291E-9
(32+6)(16+1) 32000 1000000 34 15 1.212724378105662167124808242848133060480620E-8
(32+6)(16+1) 32000 1000000 34 16 1.498932139897827004505846023072122802014892E-8
(32+6)(16+1) 32000 1000000 34 17 1.803908839901321137981208697457457103770895E-8
(32+6)(16+1) 32000 1000000 34 18 2.125060409660215239784822466159934846231501E-8
(32+6)(16+1) 32000 1000000 34 19 2.460148273963139615483928007753299760629187E-8
(32+6)(16+1) 32000 1000000 34 20 2.807244379302226678569270261708244225461211E-8
(32+6)(16+1) 32000 1000000 34 21 3.164688111592111426832993269785345465350877E-8
(32+6)(16+1) 32000 1000000 34 22 3.531047517145973772188044439347719978835934E-8
(32+6)(16+1) 32000 1000000 34 23 3.905085502396353716024812759990385888215572E-8
(32+6)(16+1) 32000 1000000 34 24 4.285730886075684766532015690133454573836539E-8
(32+6)(16+1) 32000 1000000 34 25 4.672053843752350589822274507596919848617673E-8
(32+6)(16+1) 32000 1000000 34 26 5.063245180046448841874466834301783372844999E-8
(32+6)(16+1) 32000 1000000 34 27 5.458598866997851595381899237392279016519789E-8
(32+6)(16+1) 32000 1000000 34 28 5.857497336475759302331061454953213036121968E-8
(32+6)(16+1) 32000 1000000 34 29 6.259399079685760460518847488863526543871782E-8
(32+6)(16+1) 32000 1000000 34 30 6.663828173159803197774634871444884338330501E-8
(32+6)(16+1) 32000 1000000 34 31 7.070365411669438800193696287108473250832529E-8
(32+6)(16+1) 32000 1000000 34 32 7.478640781945702835369121588426539248159077E-8
(32+6)(16+1) 32000 1000000 34 33 7.888327056572829575188535055693267191443774E-8
(32+6)(16+1) 32000 1000000 34 34 8.299134325499650419763826103379265003083575E-8
(32+6)(16+1) 32000 1000000 35 1 0E-49
(32+6)(16+1) 32000 1000000 35 2 0E-49
(32+6)(16+1) 32000 1000000 35 3 0E-49
(32+6)(16+1) 32000 1000000 35 4 0E-49
(32+6)(16+1) 32000 1000000 35 5 0E-49
(32+6)(16+1) 32000 1000000 35 6 0E-49
(32+6)(16+1) 32000 1000000 35 7 0E-49
(32+6)(16+1) 32000 1000000 35 8 2.8819642129755272742621259411561965091491E-10
(32+6)(16+1) 32000 1000000 35 9 1.04003082718246506929671523948615453203358E-9
(32+6)(16+1) 32000 1000000 35 10 2.31010173305943300070608930357019359714800E-9
(32+6)(16+1) 32000 1000000 35 11 4.08516412883260673225034037147375499119065E-9
(32+6)(16+1) 32000 1000000 35 12 6.32198915838364952035951364254350668365388E-9
(32+6)(16+1) 32000 1000000 35 13 8.96766105215033475655363065441640537374019E-9
(32+6)(16+1) 32000 1000000 35 14 1.196923463600125514471322216745108040227985E-8
(32+6)(16+1) 32000 1000000 35 15 1.527784415509215291996470367370275678791378E-8
(32+6)(16+1) 32000 1000000 35 16 1.885010027882561852635154343768589316990585E-8
(32+6)(16+1) 32000 1000000 35 17 2.264822946673758669690003854334058030906783E-8
(32+6)(16+1) 32000 1000000 35 18 2.663967495877064602838858582029349260398916E-8
(32+6)(16+1) 32000 1000000 35 19 3.079650612990622068193205813077733244248776E-8
(32+6)(16+1) 32000 1000000 35 20 3.509479758537003048753976268189675987365768E-8
(32+6)(16+1) 32000 1000000 35 21 3.951404817071294499759805539652667291994589E-8
(32+6)(16+1) 32000 1000000 35 22 4.403666587377446585974577095909692751167838E-8
(32+6)(16+1) 32000 1000000 35 23 4.864752379901229734912807821679119079406804E-8
(32+6)(16+1) 32000 1000000 35 24 5.333358319496354124716977863144837427523610E-8
(32+6)(16+1) 32000 1000000 35 25 5.808357599388915923509361997536793047995358E-8
(32+6)(16+1) 32000 1000000 35 26 6.288773850625188161418198966913366462827374E-8
(32+6)(16+1) 32000 1000000 35 27 6.773758831286054389134826060976791428094339E-8
(32+6)(16+1) 32000 1000000 35 28 7.262573727713673576160285399083789067768065E-8
(32+6)(16+1) 32000 1000000 35 29 7.754573460348168280068838831434972283807230E-8
(32+6)(16+1) 32000 1000000 35 30 8.249193483280634076298960478336135841931028E-8
(32+6)(16+1) 32000 1000000 35 31 8.745938652731155660476704671898050731747834E-8
(32+6)(16+1) 32000 1000000 35 32 9.244373813512696018234163162966409850633314E-8
(32+6)(16+1) 32000 1000000 35 33 9.744115814484114733450532809560020007901590E-8
(32+6)(16+1) 32000 1000000 35 34 1.0244826715271831104297086043443049092700369E-7
(32+6)(16+1) 32000 1000000 35 35 1.0746207988664965855020640951506650336426671E-7
(32+6)(16+1) 32000 1000000 36 1 0E-49
(32+6)(16+1) 32000 1000000 36 2 0E-49
(32+6)(16+1) 32000 1000000 36 3 0E-49
(32+6)(16+1) 32000 1000000 36 4 0E-49
(32+6)(16+1) 32000 1000000 36 5 0E-49
(32+6)(16+1) 32000 1000000 36 6 0E-49
(32+6)(16+1) 32000 1000000 36 7 0E-49
(32+6)(16+1) 32000 1000000 36 8 3.6698568083162091827766366488924610083764E-10
(32+6)(16+1) 32000 1000000 36 9 1.32051653312345140889869157508517632135248E-9
(32+6)(16+1) 32000 1000000 36 10 2.92511497462692918075236352866927105313221E-9
(32+6)(16+1) 32000 1000000 36 11 5.15968184163088689856290717180055223481722E-9
(32+6)(16+1) 32000 1000000 36 12 7.96627456031460615606095454946169433663413E-9
(32+6)(16+1) 32000 1000000 36 13 1.127586152323113940877933720539981622144353E-8
(32+6)(16+1) 32000 1000000 36 14 1.502033368485776585084519229456193408134940E-8
(32+6)(16+1) 32000 1000000 36 15 1.913744933550682295292878522790611587244995E-8
(32+6)(16+1) 32000 1000000 36 16 2.357238229718586395295568862867545358634450E-8
(32+6)(16+1) 32000 1000000 36 17 2.827773056943376292598575649679115782669746E-8
(32+6)(16+1) 32000 1000000 36 18 3.321289064322468964401946850441376517681963E-8
(32+6)(16+1) 32000 1000000 36 19 3.834322601778925964732737129335734120203379E-8
(32+6)(16+1) 32000 1000000 36 20 4.363922433780956766842330054301061772774183E-8
(32+6)(16+1) 32000 1000000 36 21 4.907572412938889361772153936578875702080905E-8
(32+6)(16+1) 32000 1000000 36 22 5.463123820579123848910842969266179302500756E-8
(32+6)(16+1) 32000 1000000 36 23 6.028737614985565341672359051721763291455506E-8
(32+6)(16+1) 32000 1000000 36 24 6.602835787629172385796417539978876961964177E-8
(32+6)(16+1) 32000 1000000 36 25 7.184060671023207572439854332746280899480937E-8
(32+6)(16+1) 32000 1000000 36 26 7.771241001127321827251136811815213597015515E-8
(32+6)(16+1) 32000 1000000 36 27 8.363363631427562554566358414983843583945358E-8
(32+6)(16+1) 32000 1000000 36 28 8.959549937286700935359673891593511494871980E-8
(32+6)(16+1) 32000 1000000 36 29 9.559036096977477002076153480666229102600366E-8
(32+6)(16+1) 32000 1000000 36 30 1.0161156572313697259977658957474003977176767E-7
(32+6)(16+1) 32000 1000000 36 31 1.0765330230674919415817207662601508358718591E-7
(32+6)(16+1) 32000 1000000 36 32 1.1371048650525610173954003351917311507620526E-7
(32+6)(16+1) 32000 1000000 36 33 1.1977866235639569612369126420896190736187803E-7
(32+6)(16+1) 32000 1000000 36 34 1.2585391831382566794831733304426915767478413E-7
(32+6)(16+1) 32000 1000000 36 35 1.3193281591948581265893694819188640758163025E-7
(32+6)(16+1) 32000 1000000 36 36 1.3801232892585366103355944358675195741830447E-7
(32+6)(16+1) 32000 1000000 37 1 0E-49
(32+6)(16+1) 32000 1000000 37 2 0E-49
(32+6)(16+1) 32000 1000000 37 3 0E-49
(32+6)(16+1) 32000 1000000 37 4 0E-49
(32+6)(16+1) 32000 1000000 37 5 0E-49
(32+6)(16+1) 32000 1000000 37 6 0E-49
(32+6)(16+1) 32000 1000000 37 7 0E-49
(32+6)(16+1) 32000 1000000 37 8 4.6431252398157933551166208437935629077422E-10
(32+6)(16+1) 32000 1000000 37 9 1.66624004968123160622230619197744953939877E-9
(32+6)(16+1) 32000 1000000 37 10 3.68154863828346247520171562221992210764864E-9
(32+6)(16+1) 32000 1000000 37 11 6.47857175631936994939117004346679450340545E-9
(32+6)(16+1) 32000 1000000 37 12 9.98060971727629124437944062040147091013653E-9
(32+6)(16+1) 32000 1000000 37 13 1.409841017235457726502600278711026282682652E-8
(32+6)(16+1) 32000 1000000 37 14 1.874502503802783292917159728832225988252098E-8
(32+6)(16+1) 32000 1000000 37 15 2.384172368342631553303621352155621798573745E-8
(32+6)(16+1) 32000 1000000 37 16 2.931967638010080276043233998867149151381731E-8
(32+6)(16+1) 32000 1000000 37 17 3.511976421562357067948701765180240603254608E-8
(32+6)(16+1) 32000 1000000 37 18 4.119164793873186291676856064395657330566470E-8
(32+6)(16+1) 32000 1000000 37 19 4.749262223936769689551555315285096105984567E-8
(32+6)(16+1) 32000 1000000 37 20 5.398648807924608070098668554576133162439529E-8
(32+6)(16+1) 32000 1000000 37 21 6.064253543302894272076223429747721865914859E-8
(32+6)(16+1) 32000 1000000 37 22 6.743466347145622615759400464917698252192057E-8
(32+6)(16+1) 32000 1000000 37 23 7.434063621197054207820064130957499327453412E-8
(32+6)(16+1) 32000 1000000 37 24 8.134146008218722158281736507013567653821030E-8
(32+6)(16+1) 32000 1000000 37 25 8.842086643356606534426140931663039747029967E-8
(32+6)(16+1) 32000 1000000 37 26 9.556488228663628358634599413066990021794100E-8
(32+6)(16+1) 32000 1000000 37 27 1.0276147429834882011240329396975489709765185E-7
(32+6)(16+1) 32000 1000000 37 28 1.1000025308311435994692978696744400567136422E-7
(32+6)(16+1) 32000 1000000 37 29 1.1727222712712092143822312947485707159602227E-7
(32+6)(16+1) 32000 1000000 37 30 1.2456959742345206735178751073403908285884388E-7
(32+6)(16+1) 32000 1000000 37 31 1.3188558556831398737806412583054995968131741E-7
(32+6)(16+1) 32000 1000000 37 32 1.3921428940103084434223830664706634550872083E-7
(32+6)(16+1) 32000 1000000 37 33 1.4655056137120790562183017882697232345054499E-7
(32+6)(16+1) 32000 1000000 37 34 1.5388990571147307631999241898059651192933535E-7
(32+6)(16+1) 32000 1000000 37 35 1.6122839121867875076179445615224274010959938E-7
(32+6)(16+1) 32000 1000000 37 36 1.6856257703173984802990086310215512694202362E-7
(32+6)(16+1) 32000 1000000 37 37 1.7588944926702607196655837221977041654705836E-7
(32+6)(16+1) 32000 1000000 38 1 0E-49
(32+6)(16+1) 32000 1000000 38 2 0E-49
(32+6)(16+1) 32000 1000000 38 3 0E-49
(32+6)(16+1) 32000 1000000 38 4 0E-49
(32+6)(16+1) 32000 1000000 38 5 0E-49
(32+6)(16+1) 32000 1000000 38 6 0E-49
(32+6)(16+1) 32000 1000000 38 7 0E-49
(32+6)(16+1) 32000 1000000 38 8 5.8384853399775432811705562121302868175028E-10
(32+6)(16+1) 32000 1000000 38 9 2.09001158983118876092056910506996911381941E-9
(32+6)(16+1) 32000 1000000 38 10 4.60691669435887988877348075330770137002236E-9
(32+6)(16+1) 32000 1000000 38 11 8.08893224535453035523318294302177316377046E-9
(32+6)(16+1) 32000 1000000 38 12 1.243565553063831009986346019970961570234853E-8
(32+6)(16+1) 32000 1000000 38 13 1.753264053923102830769951230899775415955593E-8
(32+6)(16+1) 32000 1000000 38 14 2.326967910903512475081031354451015578821608E-8
(32+6)(16+1) 32000 1000000 38 15 2.954782995300344244181804012482442553577637E-8
(32+6)(16+1) 32000 1000000 38 16 3.628120881338253993342107283968430103226339E-8
(32+6)(16+1) 32000 1000000 38 17 4.339651120387402230595676738343400623061806E-8
(32+6)(16+1) 32000 1000000 38 18 5.083167662315296067768099826472741067259257E-8
(32+6)(16+1) 32000 1000000 38 19 5.853433755509354032335173290514605867659644E-8
(32+6)(16+1) 32000 1000000 38 20 6.646032975852517616046973693455567520930426E-8
(32+6)(16+1) 32000 1000000 38 21 7.457236790237122048089843377204388524823690E-8
(32+6)(16+1) 32000 1000000 38 22 8.283891190926267040792725972216189335374789E-8
(32+6)(16+1) 32000 1000000 38 23 9.123321553962776387837467858625741550039421E-8
(32+6)(16+1) 32000 1000000 38 24 9.973253608565964668154354647914372897771287E-8
(32+6)(16+1) 32000 1000000 38 25 1.0831748108212749616238339745767375287824315E-7
(32+6)(16+1) 32000 1000000 38 26 1.1697146915461399925124566543966347722792242E-7
(32+6)(16+1) 32000 1000000 38 27 1.2568028489127778453690853210622270208062394E-7
(32+6)(16+1) 32000 1000000 38 28 1.3443171073334798666039782973617872741048685E-7
(32+6)(16+1) 32000 1000000 38 29 1.4321522181170205710632095769966006764919443E-7
(32+6)(16+1) 32000 1000000 38 30 1.5202173222046014873012214267243705725323063E-7
(32+6)(16+1) 32000 1000000 38 31 1.6084338337405987047835994291040890076503333E-7
(32+6)(16+1) 32000 1000000 38 32 1.6967336686775792760784598132354468905965369E-7
(32+6)(16+1) 32000 1000000 38 33 1.7850577570275484604705990337126498925197232E-7
(32+6)(16+1) 32000 1000000 38 34 1.8733547890044628566926850056965260110923003E-7
(32+6)(16+1) 32000 1000000 38 35 1.9615801546612698386708145146120783713858794E-7
(32+6)(16+1) 32000 1000000 38 36 2.0496950441446029809894307075331705626691930E-7
(32+6)(16+1) 32000 1000000 38 37 2.1376656817352204135020877072300232985495752E-7
(32+6)(16+1) 32000 1000000 38 38 2.2254626717083701424738937139463951717195204E-7
(32+6)(16+1) 32000 1000000 39 1 0E-49
(32+6)(16+1) 32000 1000000 39 2 0E-49
(32+6)(16+1) 32000 1000000 39 3 0E-49
(32+6)(16+1) 32000 1000000 39 4 0E-49
(32+6)(16+1) 32000 1000000 39 5 0E-49
(32+6)(16+1) 32000 1000000 39 6 0E-49
(32+6)(16+1) 32000 1000000 39 7 0E-49
(32+6)(16+1) 32000 1000000 39 8 7.2985852041355244811055253115238967186025E-10
(32+6)(16+1) 32000 1000000 39 9 2.60670118305963488505882550859995195950817E-9
(32+6)(16+1) 32000 1000000 39 10 5.73313014778116570545164887142974183892740E-9
(32+6)(16+1) 32000 1000000 39 11 1.004533631954129672546402701978934568784708E-8
(32+6)(16+1) 32000 1000000 39 12 1.541320443836854237120704018121671907363277E-8
