config total_drives chunks_per_disk failed_disks affected_racks dl_prob
(32+4)(8+1) 32000 1000000 10 1 0E-49
(32+4)(8+1) 32000 1000000 10 2 0E-49
(32+4)(8+1) 32000 1000000 10 3 0E-49
(32+4)(8+1) 32000 1000000 10 4 0E-49
(32+4)(8+1) 32000 1000000 10 5 0E-49
(32+4)(8+1) 32000 1000000 10 6 3.633797189074657305403330334674424495546506E-8
(32+4)(8+1) 32000 1000000 10 7 1.2009961614209942415602872774158640551917973E-7
(32+4)(8+1) 32000 1000000 10 8 2.5106969304193415029853749822780031842052052E-7
(32+4)(8+1) 32000 1000000 10 9 4.2511476445612973635745823498839356177579788E-7
(32+4)(8+1) 32000 1000000 10 10 6.3712571525033743507405233267230998420248348E-7
(32+4)(8+1) 32000 1000000 11 1 0E-49
(32+4)(8+1) 32000 1000000 11 2 0E-49
(32+4)(8+1) 32000 1000000 11 3 0E-49
(32+4)(8+1) 32000 1000000 11 4 0E-49
(32+4)(8+1) 32000 1000000 11 5 0E-49
(32+4)(8+1) 32000 1000000 11 6 6.101145048819778516585481083933462212397231E-8
(32+4)(8+1) 32000 1000000 11 7 1.9843660704312343042200948814436337750754930E-7
(32+4)(8+1) 32000 1000000 11 8 4.0953788441447044437177281063068248395987371E-7
(32+4)(8+1) 32000 1000000 11 9 6.8612048631152557079514425747131358498586081E-7
(32+4)(8+1) 32000 1000000 11 10 0.00000101912769304923505588356000518583511419948748
(32+4)(8+1) 32000 1000000 11 11 0.00000140017477081023434703561422153490989643853559
(32+4)(8+1) 32000 1000000 12 1 0E-49
(32+4)(8+1) 32000 1000000 12 2 0E-49
(32+4)(8+1) 32000 1000000 12 3 0E-49
(32+4)(8+1) 32000 1000000 12 4 0E-49
(32+4)(8+1) 32000 1000000 12 5 0E-49
(32+4)(8+1) 32000 1000000 12 6 9.929280620420808143599799435261410245775663E-8
(32+4)(8+1) 32000 1000000 12 7 3.1818847345267352932205136267894905668604527E-7
(32+4)(8+1) 32000 1000000 12 8 6.4891986881671645403673907739089770125263280E-7
(32+4)(8+1) 32000 1000000 12 9 0.00000107654090595998664189443523063568531770096422
(32+4)(8+1) 32000 1000000 12 10 0.00000158581387137770627812647012893709333415343688
(32+4)(8+1) 32000 1000000 12 11 0.00000216322324412589983317840523714500556713922517
(32+4)(8+1) 32000 1000000 12 12 0.00000279734833442800154999135030258325354195505328
(32+4)(8+1) 32000 1000000 13 1 0E-49
(32+4)(8+1) 32000 1000000 13 2 0E-49
(32+4)(8+1) 32000 1000000 13 3 0E-49
(32+4)(8+1) 32000 1000000 13 4 0E-49
(32+4)(8+1) 32000 1000000 13 5 0E-49
(32+4)(8+1) 32000 1000000 13 6 1.5713754709467563056892066020658002500617238E-7
(32+4)(8+1) 32000 1000000 13 7 4.9670442430768168565314768056579339181769792E-7
(32+4)(8+1) 32000 1000000 13 8 0.00000100190180521473194004641055581688714907090395
(32+4)(8+1) 32000 1000000 13 9 0.00000164706639491729028130005970104667799414482704
(32+4)(8+1) 32000 1000000 13 10 0.00000240761934102095888758187070299881296776352021
(32+4)(8+1) 32000 1000000 13 11 0.00000326253802420232999390265737037785415828827631
(32+4)(8+1) 32000 1000000 13 12 0.00000419451994594907104414384436436806432548155873
(32+4)(8+1) 32000 1000000 13 13 0.00000518950532385489196817507503867480301544981256
(32+4)(8+1) 32000 1000000 14 1 0E-49
(32+4)(8+1) 32000 1000000 14 2 0E-49
(32+4)(8+1) 32000 1000000 14 3 0E-49
(32+4)(8+1) 32000 1000000 14 4 0E-49
(32+4)(8+1) 32000 1000000 14 5 0E-49
(32+4)(8+1) 32000 1000000 14 6 2.4248109987592105019420876025637828991464513E-7
(32+4)(8+1) 32000 1000000 14 7 7.5685520853770817789874552990084186295110883E-7
(32+4)(8+1) 32000 1000000 14 8 0.00000151119413284549222549052357421836891343900391
(32+4)(8+1) 32000 1000000 14 9 0.00000246344489808086620071200203159841523475755739
(32+4)(8+1) 32000 1000000 14 10 0.00000357532708490093544194182071907830929718750803
(32+4)(8+1) 32000 1000000 14 11 0.00000481512105658903480163442564266919661526616448
(32+4)(8+1) 32000 1000000 14 12 0.00000615733524644881037276818324979073277939097656
(32+4)(8+1) 32000 1000000 14 13 0.00000758165659085071984243491388188814184048037434
(32+4)(8+1) 32000 1000000 14 14 0.00000907189045605718980189083716403359627868994169
(32+4)(8+1) 32000 1000000 15 1 0E-49
(32+4)(8+1) 32000 1000000 15 2 0E-49
(32+4)(8+1) 32000 1000000 15 3 0E-49
(32+4)(8+1) 32000 1000000 15 4 0E-49
(32+4)(8+1) 32000 1000000 15 5 0E-49
(32+4)(8+1) 32000 1000000 15 6 3.6569609065406401374985072130383296042857694E-7
(32+4)(8+1) 32000 1000000 15 7 0.00000112826023911193316907990479866784379363498301
(32+4)(8+1) 32000 1000000 15 8 0.00000223168277943080850452966793266748550489359636
(32+4)(8+1) 32000 1000000 15 9 0.00000360961338279077701437228540337809699330346384
(32+4)(8+1) 32000 1000000 15 10 0.00000520418211480270649656585073062108717382631862
(32+4)(8+1) 32000 1000000 15 11 0.00000696877303084062554463716292524523898522024556
(32+4)(8+1) 32000 1000000 15 12 0.00000886673544487938289913709268428007579760163142
(32+4)(8+1) 32000 1000000 15 13 0.00001086939593408764224690113286911901129242630811
(32+4)(8+1) 32000 1000000 15 14 0.00001295426051526697035630787012582178634362541703
(32+4)(8+1) 32000 1000000 15 15 0.00001510357921382730409815519067171889426011804620
(32+4)(8+1) 32000 1000000 16 1 0E-49
(32+4)(8+1) 32000 1000000 16 2 0E-49
(32+4)(8+1) 32000 1000000 16 3 0E-49
(32+4)(8+1) 32000 1000000 16 4 0E-49
(32+4)(8+1) 32000 1000000 16 5 0E-49
(32+4)(8+1) 32000 1000000 16 6 5.4010697831564733913048161372509820745783036E-7
(32+4)(8+1) 32000 1000000 16 7 0.00000164866729923177325659398562500535790985475984
(32+4)(8+1) 32000 1000000 16 8 0.00000323284276133936139482036680824211554300191386
(32+4)(8+1) 32000 1000000 16 9 0.00000519120263486419322694202916708641605232096953
(32+4)(8+1) 32000 1000000 16 10 0.00000743848470164446072940113155418022901373269858
(32+4)(8+1) 32000 1000000 16 11 0.00000990774203363595801688861505704045757494205956
(32+4)(8+1) 32000 1000000 16 12 0.00001254740277550794082446874646397692722503324184
(32+4)(8+1) 32000 1000000 16 13 0.00001531781871570851617890117735636348745928667067
(32+4)(8+1) 32000 1000000 16 14 0.00001818836792233055143241579745799152929193314829
(32+4)(8+1) 32000 1000000 16 15 0.00002113523158999814337710816811916206779735081179
(32+4)(8+1) 32000 1000000 16 16 0.00002413973781890447164784824223665218027022921580
(32+4)(8+1) 32000 1000000 17 1 0E-49
(32+4)(8+1) 32000 1000000 17 2 0E-49
(32+4)(8+1) 32000 1000000 17 3 0E-49
(32+4)(8+1) 32000 1000000 17 4 0E-49
(32+4)(8+1) 32000 1000000 17 5 0E-49
(32+4)(8+1) 32000 1000000 17 6 7.8256149605646472604828965687427377943733055E-7
(32+4)(8+1) 32000 1000000 17 7 0.00000236548559097171595462343637260957885993174859
(32+4)(8+1) 32000 1000000 17 8 0.00000460141750634843857695016263199512737117207301
(32+4)(8+1) 32000 1000000 17 9 0.00000733942172880754876111193643541034218503392309
(32+4)(8+1) 32000 1000000 17 10 0.00001045667194869416402811563317602549514133941350
(32+4)(8+1) 32000 1000000 17 11 0.00001385896117410046256777380481844511662557284742
(32+4)(8+1) 32000 1000000 17 12 0.00001747509843617139624781983200873141503591358850
(32+4)(8+1) 32000 1000000 17 13 0.00002125126215620261279441058582179702640498879046
(32+4)(8+1) 32000 1000000 17 14 0.00002514651218663235227648037335427717231199848412
(32+4)(8+1) 32000 1000000 17 15 0.00002912945489081659264060449083669686695159767508
(32+4)(8+1) 32000 1000000 17 16 0.00003317581477058614662477941852627350099464107855
(32+4)(8+1) 32000 1000000 17 17 0.00003726667069968354757849167050522143169731293355
(32+4)(8+1) 32000 1000000 18 1 0E-49
(32+4)(8+1) 32000 1000000 18 2 0E-49
(32+4)(8+1) 32000 1000000 18 3 0E-49
(32+4)(8+1) 32000 1000000 18 4 0E-49
(32+4)(8+1) 32000 1000000 18 5 0E-49
(32+4)(8+1) 32000 1000000 18 6 0.00000111405772373078954684928499027664081244892655
(32+4)(8+1) 32000 1000000 18 7 0.00000333747141878113520438720809496688521104569206
(32+4)(8+1) 32000 1000000 18 8 0.00000644436507119133075686048684377967050079178155
(32+4)(8+1) 32000 1000000 18 9 0.00001021532583600392414544501663763735467797305845
(32+4)(8+1) 32000 1000000 18 10 0.00001447689393315196228160514367661557506752742308
(32+4)(8+1) 32000 1000000 18 11 0.00001909888376567841819104721244329883759333095913
(32+4)(8+1) 32000 1000000 18 12 0.00002398469200167209838313269228493284136006335631
(32+4)(8+1) 32000 1000000 18 13 0.00002906245934704942034006280010564997534079585810
(32+4)(8+1) 32000 1000000 18 14 0.00003427833844854707892753081420935918824231204436
(32+4)(8+1) 32000 1000000 18 15 0.00003959162367123808786201563056983171595986098643
(32+4)(8+1) 32000 1000000 18 16 0.00004497127459574668477974864397223144111033968513
(32+4)(8+1) 32000 1000000 18 17 0.00005039343125993621009448138308303289080294259799
(32+4)(8+1) 32000 1000000 18 18 0.00005583962503503758931597708419762761618579845947
(32+4)(8+1) 32000 1000000 19 1 0E-49
(32+4)(8+1) 32000 1000000 19 2 0E-49
(32+4)(8+1) 32000 1000000 19 3 0E-49
(32+4)(8+1) 32000 1000000 19 4 0E-49
(32+4)(8+1) 32000 1000000 19 5 0E-49
(32+4)(8+1) 32000 1000000 19 6 0.00000156042516697628388977137952545040445863506265
(32+4)(8+1) 32000 1000000 19 7 0.00000463656460174615934229796928967931041731121287
(32+4)(8+1) 32000 1000000 19 8 0.00000889207055785033616722102674890320615868026801
(32+4)(8+1) 32000 1000000 19 9 0.00001401446865880023192625511686091596187951593897
(32+4)(8+1) 32000 1000000 19 10 0.00001976308789418831282006174090145983943361786132
(32+4)(8+1) 32000 1000000 19 11 0.00002596092162587479109575920907028785028722381032
(32+4)(8+1) 32000 1000000 19 12 0.00003247888970901536416834101182314691106427612872
(32+4)(8+1) 32000 1000000 19 13 0.00003922247873148543433286006944436060827269383734
(32+4)(8+1) 32000 1000000 19 14 0.00004612191061562039526247756625299418558336590882
(32+4)(8+1) 32000 1000000 19 15 0.00005312519186843104805216200589552695251736227250
(32+4)(8+1) 32000 1000000 19 16 0.00006019323876935504706212896339259692368429119161
(32+4)(8+1) 32000 1000000 19 17 0.00006729644378253325814907634108951036602400064065
(32+4)(8+1) 32000 1000000 19 18 0.00007441223440290352931106567534413034945534015472
(32+4)(8+1) 32000 1000000 19 19 0.00008152331789546179065095543335132987799835713675
(32+4)(8+1) 32000 1000000 20 1 0E-49
(32+4)(8+1) 32000 1000000 20 2 0E-49
(32+4)(8+1) 32000 1000000 20 3 0E-49
(32+4)(8+1) 32000 1000000 20 4 0E-49
(32+4)(8+1) 32000 1000000 20 5 0E-49
(32+4)(8+1) 32000 1000000 20 6 0.00000215305796063410875260652558111934862573060336
(32+4)(8+1) 32000 1000000 20 7 0.00000634987279288303056356688099148024025593336461
(32+4)(8+1) 32000 1000000 20 8 0.00001210182247027384271572297238020377150790288382
(32+4)(8+1) 32000 1000000 20 9 0.00001897193870149080994982812684201584778221931672
(32+4)(8+1) 32000 1000000 20 10 0.00002663155147893860400460897211303419153273668004
(32+4)(8+1) 32000 1000000 20 11 0.00003484348929031998051790709419067168284625213707
(32+4)(8+1) 32000 1000000 20 12 0.00004343766600932381148408467437315456362049351367
(32+4)(8+1) 32000 1000000 20 13 0.00005229145479267686895689874975250533713086411590
(32+4)(8+1) 32000 1000000 20 14 0.00006131565486941895423798323906484720392192968796
(32+4)(8+1) 32000 1000000 20 15 0.00007044476768417867017687754991878030315264478992
(32+4)(8+1) 32000 1000000 20 16 0.00007963028489645727705543393226394481455909537238
(32+4)(8+1) 32000 1000000 20 17 0.00008883602401368358259792065094156215618647736597
(32+4)(8+1) 32000 1000000 20 18 0.00009803485136106736904588626261481235859877438112
(32+4)(8+1) 32000 1000000 20 19 0.00010720635106697108627665454084645280971889977877
(32+4)(8+1) 32000 1000000 20 20 0.00011633514598886907332248945390563350011638675462
(32+4)(8+1) 32000 1000000 21 1 0E-49
(32+4)(8+1) 32000 1000000 21 2 0E-49
(32+4)(8+1) 32000 1000000 21 3 0E-49
(32+4)(8+1) 32000 1000000 21 4 0E-49
(32+4)(8+1) 32000 1000000 21 5 0E-49
(32+4)(8+1) 32000 1000000 21 6 0.00000292969823063962914669493438118392828427457285
(32+4)(8+1) 32000 1000000 21 7 0.00000858180024665338090304591286822246994342827045
(32+4)(8+1) 32000 1000000 21 8 0.00001626154949630327315848188468179112345978306879
(32+4)(8+1) 32000 1000000 21 9 0.00002536777680830492201333004139098995153403249259
(32+4)(8+1) 32000 1000000 21 10 0.00003545801386341208805884477155734224283207927855
(32+4)(8+1) 32000 1000000 21 11 0.00004621865441482508573014593670674435770792130852
(32+4)(8+1) 32000 1000000 21 12 0.00005742839998876385310761025198756922491897086312
(32+4)(8+1) 32000 1000000 21 13 0.00006893011266452568202214389873307338899906405072
(32+4)(8+1) 32000 1000000 21 14 0.00008061117712874340020157611039217469886573855194
(32+4)(8+1) 32000 1000000 21 15 0.00009239013427210265556686200775343308802628977106
(32+4)(8+1) 32000 1000000 21 16 0.00010420758793253621792058287198142340460021434269
(32+4)(8+1) 32000 1000000 21 17 0.00011601996442691342571700635463029561762474407514
(32+4)(8+1) 32000 1000000 21 18 0.00012779517715427820018366210088978310284936668183
(32+4)(8+1) 32000 1000000 21 19 0.00013950957442471154442452666739549312129553762847
(32+4)(8+1) 32000 1000000 21 20 0.00015114576212009948800789398988298714743802001582
(32+4)(8+1) 32000 1000000 21 21 0.00016269103070552755150541352477877456133829950364
(32+4)(8+1) 32000 1000000 22 1 0E-49
(32+4)(8+1) 32000 1000000 22 2 0E-49
(32+4)(8+1) 32000 1000000 22 3 0E-49
(32+4)(8+1) 32000 1000000 22 4 0E-49
(32+4)(8+1) 32000 1000000 22 5 0E-49
(32+4)(8+1) 32000 1000000 22 6 0.00000393526771543340866359949479373316956043430575
(32+4)(8+1) 32000 1000000 22 7 0.00001145631719884374999145095156631491367599738129
(32+4)(8+1) 32000 1000000 22 8 0.00002159381323477126200715349517979845802565621614
(32+4)(8+1) 32000 1000000 22 9 0.00003353277089975768957605754931420578325835048192
(32+4)(8+1) 32000 1000000 22 10 0.00004668520162441770100223389629062793561897098840
(32+4)(8+1) 32000 1000000 22 11 0.00006064139233348663029779310184618640559208287115
(32+4)(8+1) 32000 1000000 22 12 0.00007511671564521457847251443822693126100871267885
(32+4)(8+1) 32000 1000000 22 13 0.00008991208649089716058317665376497177168726095193
(32+4)(8+1) 32000 1000000 22 14 0.00010488695491475368300990002889604983796947791858
(32+4)(8+1) 32000 1000000 22 15 0.00011994121707157588562921126783024410996984198570
(32+4)(8+1) 32000 1000000 22 16 0.00013500307277805391265422769658875290039583020140
(32+4)(8+1) 32000 1000000 22 17 0.00015002078988217561202625310778540206437537535883
(32+4)(8+1) 32000 1000000 22 18 0.00016495704362972422763137261105713655734101717716
(32+4)(8+1) 32000 1000000 22 19 0.00017978497101473973094259920384892986111003142185
(32+4)(8+1) 32000 1000000 22 20 0.00019448538255951485209331062429080799571193375233
(32+4)(8+1) 32000 1000000 22 21 0.00020904476630412288789487239464220460690939864970
(32+4)(8+1) 32000 1000000 22 22 0.00022345384165160870291394630056003431938521526498
(32+4)(8+1) 32000 1000000 23 1 0E-49
(32+4)(8+1) 32000 1000000 23 2 0E-49
(32+4)(8+1) 32000 1000000 23 3 0E-49
(32+4)(8+1) 32000 1000000 23 4 0E-49
(32+4)(8+1) 32000 1000000 23 5 0E-49
(32+4)(8+1) 32000 1000000 23 6 0.00000522274593273172024349791394915634753220970210
(32+4)(8+1) 32000 1000000 23 7 0.00001511936587697718813429528110028994377192290424
(32+4)(8+1) 32000 1000000 23 8 0.00002836005169204672470303763600775422678303728178
(32+4)(8+1) 32000 1000000 23 9 0.00004385462260000073362021296200595843807746172689
(32+4)(8+1) 32000 1000000 23 10 0.00006083089452588139435538750192740936327549742959
(32+4)(8+1) 32000 1000000 23 11 0.00007875944062092011088947841552348868178090661520
(32+4)(8+1) 32000 1000000 23 12 0.00009727802252977468488145858710817139342729440067
(32+4)(8+1) 32000 1000000 23 13 0.00011613702855722041662431107040140948132128105050
(32+4)(8+1) 32000 1000000 23 14 0.00013516290095912946189624081440483923537658101987
(32+4)(8+1) 32000 1000000 23 15 0.00015423399523688824066326125972931324273962810846
(32+4)(8+1) 32000 1000000 23 16 0.00017326457560166282396998721456503497958564216125
(32+4)(8+1) 32000 1000000 23 17 0.00019219407980352301992355849190587309036387305282
(32+4)(8+1) 32000 1000000 23 18 0.00021097981569524805669936249628168914641829211458
(32+4)(8+1) 32000 1000000 23 19 0.00022959191948500009533501123319510624470916274929
(32+4)(8+1) 32000 1000000 23 20 0.00024800982591327481998272196346760307229736820632
(32+4)(8+1) 32000 1000000 23 21 0.00026621976417454764108449332937574341909508050648
(32+4)(8+1) 32000 1000000 23 22 0.00028421295987772798328792986982110360496030349683
(32+4)(8+1) 32000 1000000 23 23 0.00030198432972080164077924300003240662045761942358
(32+4)(8+1) 32000 1000000 24 1 0E-49
(32+4)(8+1) 32000 1000000 24 2 0E-49
(32+4)(8+1) 32000 1000000 24 3 0E-49
(32+4)(8+1) 32000 1000000 24 4 0E-49
(32+4)(8+1) 32000 1000000 24 5 0E-49
(32+4)(8+1) 32000 1000000 24 6 0.00000685409344463853501271285888949399738155163210
(32+4)(8+1) 32000 1000000 24 7 0.00001974139920861911969542712098838804224577834995
(32+4)(8+1) 32000 1000000 24 8 0.00003686506791593034161744091150072946833586288701
(32+4)(8+1) 32000 1000000 24 9 0.00005678447944099517678201516879665018033782955530
(32+4)(8+1) 32000 1000000 24 10 0.00007849646486744090112962003444451890461461791895
(32+4)(8+1) 32000 1000000 24 11 0.00010132374753575148017444156745620830911739160497
(32+4)(8+1) 32000 1000000 24 12 0.00012480975087850831070008055175963317536986549484
(32+4)(8+1) 32000 1000000 24 13 0.00014864450345176545540041135985582143168641693752
(32+4)(8+1) 32000 1000000 24 14 0.00017261579276639595971639117644936536801068270172
(32+4)(8+1) 32000 1000000 24 15 0.00019657735112954073598557351661912279555017674255
(32+4)(8+1) 32000 1000000 24 16 0.00022042800742340368572163075951330211428994250763
(32+4)(8+1) 32000 1000000 24 17 0.00024409784979162957847868100232977520040193185203
(32+4)(8+1) 32000 1000000 24 18 0.00026753890418963364485413020316774440513856375243
(32+4)(8+1) 32000 1000000 24 19 0.00029071875997545591062792445921547700410580170579
(32+4)(8+1) 32000 1000000 24 20 0.00031361614784606433528910308690650687108495145023
(32+4)(8+1) 32000 1000000 24 21 0.00033621783112825967929587450932635038359194277949
(32+4)(8+1) 32000 1000000 24 22 0.00035851639379213302595742900751184386363332937862
(32+4)(8+1) 32000 1000000 24 23 0.00038050864937408967032496386113904658089598439507
(32+4)(8+1) 32000 1000000 24 24 0.00040219448548481626006559664935626847596358795693
(32+4)(8+1) 32000 1000000 25 1 0E-49
(32+4)(8+1) 32000 1000000 25 2 0E-49
(32+4)(8+1) 32000 1000000 25 3 0E-49
(32+4)(8+1) 32000 1000000 25 4 0E-49
(32+4)(8+1) 32000 1000000 25 5 0E-49
(32+4)(8+1) 32000 1000000 25 6 0.00000890121908841769038675081542249960095270237682
(32+4)(8+1) 32000 1000000 25 7 0.00002552004849956111088075119932780532520495307407
(32+4)(8+1) 32000 1000000 25 8 0.00004746175788328386667776364242547414911370182277
(32+4)(8+1) 32000 1000000 25 9 0.00007284382552203834605260218887813640099751624239
(32+4)(8+1) 32000 1000000 25 10 0.00010037589269011945518188030178160794768273181835
(32+4)(8+1) 32000 1000000 25 11 0.00012919950636004445271944848955017550520457601772
(32+4)(8+1) 32000 1000000 25 12 0.00015874427302184343470094671783099141303038142501
(32+4)(8+1) 32000 1000000 25 13 0.00018862865872534724102085654256308234874995636792
(32+4)(8+1) 32000 1000000 25 14 0.00021859555911940329962651628989615876852722906442
(32+4)(8+1) 32000 1000000 25 15 0.00024847084819710193776234196158040153074351629908
(32+4)(8+1) 32000 1000000 25 16 0.00027813650943012753300548215845818800802387563555
(32+4)(8+1) 32000 1000000 25 17 0.00030751298111923343604383389356975843387026682278
(32+4)(8+1) 32000 1000000 25 18 0.00033654737643402426903994386533436070856850693683
(32+4)(8+1) 32000 1000000 25 19 0.00036520550189416661059603846908016529750176235718
(32+4)(8+1) 32000 1000000 25 20 0.00039346637061741308647706164254787007343167593472
(32+4)(8+1) 32000 1000000 25 21 0.00042131838013034976965915942029407792914577450529
(32+4)(8+1) 32000 1000000 25 22 0.00044875661776452245648778005963302139113883971446
(32+4)(8+1) 32000 1000000 25 23 0.00047578094082221026115001546487338327347648461302
(32+4)(8+1) 32000 1000000 25 24 0.00050239459614005974339134606844259439161390220119
(32+4)(8+1) 32000 1000000 25 25 0.00052860321974139476541252085315331865393350275605
(32+4)(8+1) 32000 1000000 26 1 0E-49
(32+4)(8+1) 32000 1000000 26 2 0E-49
(32+4)(8+1) 32000 1000000 26 3 0E-49
(32+4)(8+1) 32000 1000000 26 4 0E-49
(32+4)(8+1) 32000 1000000 26 5 0E-49
(32+4)(8+1) 32000 1000000 26 6 0.00001144699036988952204072956566284572076461321112
(32+4)(8+1) 32000 1000000 26 7 0.00003268291667297713688960970699071120260343378492
(32+4)(8+1) 32000 1000000 26 8 0.00006055607167385377536444886988383137194027594891
(32+4)(8+1) 32000 1000000 26 9 0.00009263172286006477989052927252675108106831121812
(32+4)(8+1) 32000 1000000 26 10 0.00012726524790540895048685933738414872400410842285
(32+4)(8+1) 32000 1000000 26 11 0.00016337776585168964392994177459954455216109041872
(32+4)(8+1) 32000 1000000 26 12 0.00020026250051490269490693256693863539067253758763
(32+4)(8+1) 32000 1000000 26 13 0.00023745366064639738826657997863633052710979236461
(32+4)(8+1) 32000 1000000 26 14 0.00027464241113106245558972101729651626873247583393
(32+4)(8+1) 32000 1000000 26 15 0.00031162342367167225995908245674402579167064413358
(32+4)(8+1) 32000 1000000 26 16 0.00034826058510747630875368322638047163241128710634
(32+4)(8+1) 32000 1000000 26 17 0.00038446468167769466151359381150131915364686019925
(32+4)(8+1) 32000 1000000 26 18 0.00042017864636650770792469591853566422895308390872
(32+4)(8+1) 32000 1000000 26 19 0.00045536765368459605526875180780973158264910663405
(32+4)(8+1) 32000 1000000 26 20 0.00049001237198349945590502350484402674933913009226
(32+4)(8+1) 32000 1000000 26 21 0.00052410430589974542583676589460447296716102406881
(32+4)(8+1) 32000 1000000 26 22 0.00055764254376665065516127654028779983108771610121
(32+4)(8+1) 32000 1000000 26 23 0.00059063146305135402139343870989356490604181957659
(32+4)(8+1) 32000 1000000 26 24 0.00062307909771137071297076040639308445232548778579
(32+4)(8+1) 32000 1000000 26 25 0.00065499596840057777225957107409342746508386065154
(32+4)(8+1) 32000 1000000 26 26 0.00068639423984681430614701823820175254696895705211
(32+4)(8+1) 32000 1000000 27 1 0E-49
(32+4)(8+1) 32000 1000000 27 2 0E-49
(32+4)(8+1) 32000 1000000 27 3 0E-49
(32+4)(8+1) 32000 1000000 27 4 0E-49
(32+4)(8+1) 32000 1000000 27 5 0E-49
(32+4)(8+1) 32000 1000000 27 6 0.00001458628653471388878195657576952086320701367519
(32+4)(8+1) 32000 1000000 27 7 0.00004149049405426613554720511921840827782713333821
(32+4)(8+1) 32000 1000000 27 8 0.00007661220200786216240771493116235760017262101178
(32+4)(8+1) 32000 1000000 27 9 0.00011683239514991254119406493528845414070779969029
(32+4)(8+1) 32000 1000000 27 10 0.00016007262927018555721570977102529279750554391305
(32+4)(8+1) 32000 1000000 27 11 0.00020498760524755764108861877885989747743893820928
(32+4)(8+1) 32000 1000000 27 12 0.00025070814402663798420548444983638392737796450839
(32+4)(8+1) 32000 1000000 27 13 0.00029666988062789737684395043699023040710393977185
(32+4)(8+1) 32000 1000000 27 14 0.00034250480181933680622595884480493104412299946786
(32+4)(8+1) 32000 1000000 27 15 0.00038797297829668005635348101546133347599367102330
(32+4)(8+1) 32000 1000000 27 16 0.00043291918945640284945737205486003941591559385418
(32+4)(8+1) 32000 1000000 27 17 0.00047724495654008632499589309688110925385177251173
(32+4)(8+1) 32000 1000000 27 18 0.00052089022017822387372411708984825002260042782848
(32+4)(8+1) 32000 1000000 27 19 0.00056382114813053582961187427996219698206323110656
(32+4)(8+1) 32000 1000000 27 20 0.00060602190453343677458739607232445113739443001307
(32+4)(8+1) 32000 1000000 27 21 0.00064748902132449362361310531142855588228862508776
(32+4)(8+1) 32000 1000000 27 22 0.00068822750559533340538013171213816349209920524002
(32+4)(8+1) 32000 1000000 27 23 0.00072824812171347593403381180366884935432652194810
(32+4)(8+1) 32000 1000000 27 24 0.00076756547893217974194580903835805093172520373816
(32+4)(8+1) 32000 1000000 27 25 0.00080619667785775423637299273344809642470565318620
