config total_drives chunks_per_disk failed_disks affected_racks dl_prob
(16+2)(8+1) 32000 1000000 17 2 0E-49
(16+2)(8+1) 32000 1000000 17 3 0E-49
(16+2)(8+1) 32000 1000000 17 4 0.04037402156685912270194482311423171457688243926596
(16+2)(8+1) 32000 1000000 17 5 0.08320496106113170793584555826142566384140375606514
(16+2)(8+1) 32000 1000000 17 6 0.12171109139884209362151004763029843210412828682196
(16+2)(8+1) 32000 1000000 17 7 0.15535567135827853969816555431098112595620820667810
(16+2)(8+1) 32000 1000000 17 8 0.18475878918427712771035203470329895303010647278557
(16+2)(8+1) 32000 1000000 17 9 0.21064869193030499475064888258720764815785946760742
(16+2)(8+1) 32000 1000000 17 10 0.23365141486256139766056411673769867928148607856344
(16+2)(8+1) 32000 1000000 17 11 0.25426874492740143272770749143423926553556629249110
(16+2)(8+1) 32000 1000000 17 12 0.27289650438622515843475152997944375866027827045204
(16+2)(8+1) 32000 1000000 17 13 0.28984742467589965638199304281979748842127302855542
(16+2)(8+1) 32000 1000000 17 14 0.30537056942086549338415497485118449981111122849273
(16+2)(8+1) 32000 1000000 17 15 0.31966633007843409473299905617509514191577883963041
(16+2)(8+1) 32000 1000000 17 16 0.33289767063809861188826237048164053330191638546623
(16+2)(8+1) 32000 1000000 17 17 0.34519850933221622822605777396460505809794126429634
(16+2)(8+1) 32000 1000000 18 1 0E-49
(16+2)(8+1) 32000 1000000 18 2 0E-49
(16+2)(8+1) 32000 1000000 18 3 0E-49
(16+2)(8+1) 32000 1000000 18 4 0.05122530010059623367729712499024399668225545399681
(16+2)(8+1) 32000 1000000 18 5 0.10441749765246300439782428278161136340800430153204
(16+2)(8+1) 32000 1000000 18 6 0.15127908589687719330543378984960283718364757679812
(16+2)(8+1) 32000 1000000 18 7 0.19151424729147282948403432237444538099576307927766
(16+2)(8+1) 32000 1000000 18 8 0.22615570046932706265409563144789393813604806978069
(16+2)(8+1) 32000 1000000 18 9 0.25626810301217290395581792256810577139530541302200
(16+2)(8+1) 32000 1000000 18 10 0.28272399994389286436856749326367683626194449874635
(16+2)(8+1) 32000 1000000 18 11 0.30620281938653014714965840562825736697207993790921
(16+2)(8+1) 32000 1000000 18 12 0.32722937906517140199255965977017357932100311446833
(16+2)(8+1) 32000 1000000 18 13 0.34621149923085959675629021315567334877957579153264
(16+2)(8+1) 32000 1000000 18 14 0.36346952445748143803228960209081682156557584128900
(16+2)(8+1) 32000 1000000 18 15 0.37925816902072430155808350819002513388395770471404
(16+2)(8+1) 32000 1000000 18 16 0.39378244143584771886441537759081379385446568433998
(16+2)(8+1) 32000 1000000 18 17 0.40720926738738917521201754506422387339103485777241
(16+2)(8+1) 32000 1000000 18 18 0.41967604050672684475651753374573532527136840120364
(16+2)(8+1) 32000 1000000 19 1 0E-49
(16+2)(8+1) 32000 1000000 19 2 0E-49
(16+2)(8+1) 32000 1000000 19 3 0E-49
(16+2)(8+1) 32000 1000000 19 4 0.06408360480547545799608973270364053250021940285964
(16+2)(8+1) 32000 1000000 19 5 0.12916142332046819650229961666767739549123022617967
(16+2)(8+1) 32000 1000000 19 6 0.18527020395943933270531738645699484280397246994722
(16+2)(8+1) 32000 1000000 19 7 0.23254787997061885632422549959451399347427719617973
(16+2)(8+1) 32000 1000000 19 8 0.27260156655451099837428722174231008788480075895252
(16+2)(8+1) 32000 1000000 19 9 0.30693719941610007698038865679583787764259854160150
(16+2)(8+1) 32000 1000000 19 10 0.33673903246581705689310381284609941894897298583771
(16+2)(8+1) 32000 1000000 19 11 0.36290483004233332324428442804339323662322896190654
(16+2)(8+1) 32000 1000000 19 12 0.38611420224299191668069852746947689335157056234354
(16+2)(8+1) 32000 1000000 19 13 0.40688669154888643933824048069623418082144873046930
(16+2)(8+1) 32000 1000000 19 14 0.42562481071305403070628406285478436110344064140035
(16+2)(8+1) 32000 1000000 19 15 0.44264480602958111962124871989814990219834087177734
(16+2)(8+1) 32000 1000000 19 16 0.45819853945462187614483644060642146411442147491541
(16+2)(8+1) 32000 1000000 19 17 0.47248915923765791488119990756117010402148712358875
(16+2)(8+1) 32000 1000000 19 18 0.48568245069902259597520180711416058997427644607154
(16+2)(8+1) 32000 1000000 19 19 0.49791516577314212207263597365571432867507146346214
(16+2)(8+1) 32000 1000000 20 1 0E-49
(16+2)(8+1) 32000 1000000 20 2 0E-49
(16+2)(8+1) 32000 1000000 20 3 0E-49
(16+2)(8+1) 32000 1000000 20 4 0.07913020228107507047345891116219105567640297765850
(16+2)(8+1) 32000 1000000 20 5 0.15761060972421494643242559422453426859141207461504
(16+2)(8+1) 32000 1000000 20 6 0.22372070109487298519111361541005755990337469695194
(16+2)(8+1) 32000 1000000 20 7 0.27830200337113909096869053804319666495102066479042
(16+2)(8+1) 32000 1000000 20 8 0.32373957746762871013935455573013038390045140416986
(16+2)(8+1) 32000 1000000 20 9 0.36210448593813476659648024791306286401862823877154
(16+2)(8+1) 32000 1000000 20 10 0.39496547782764873112083094606699216915834150098574
(16+2)(8+1) 32000 1000000 20 11 0.42348160506273847379442562675059936391215147401903
(16+2)(8+1) 32000 1000000 20 12 0.44851292410782664618681128065968333185369476539699
(16+2)(8+1) 32000 1000000 20 13 0.47070618075940997519523918531508005355228132838253
(16+2)(8+1) 32000 1000000 20 14 0.49055543608424674203330276441399880717777807761452
(16+2)(8+1) 32000 1000000 20 15 0.50844411913164156455665572955281565042630037626272
(16+2)(8+1) 32000 1000000 20 16 0.52467427859413553271622364558612290086893961659769
(16+2)(8+1) 32000 1000000 20 17 0.53948716010278544299785385933857901314380955910902
(16+2)(8+1) 32000 1000000 20 18 0.55307788994851364022584244359133317152626993525450
(16+2)(8+1) 32000 1000000 20 19 0.56560611252820557584863631607497662273297557638480
(16+2)(8+1) 32000 1000000 20 20 0.57720381197518763424739603405297820415558688879838
(16+2)(8+1) 32000 1000000 21 1 0E-49
(16+2)(8+1) 32000 1000000 21 2 0E-49
(16+2)(8+1) 32000 1000000 21 3 0E-49
(16+2)(8+1) 32000 1000000 21 4 0.09652983821306674933811565922469092406995455907926
(16+2)(8+1) 32000 1000000 21 5 0.18985917526012645244857028966413962613128271132189
(16+2)(8+1) 32000 1000000 21 6 0.26651680280663930379638073125984697734269934491817
(16+2)(8+1) 32000 1000000 21 7 0.32841428100606341810038781764731241752352086094800
(16+2)(8+1) 32000 1000000 21 8 0.37896401921175233237277574406326177538612875106545
(16+2)(8+1) 32000 1000000 21 9 0.42094347514895559277353830031219230868504626003855
(16+2)(8+1) 32000 1000000 21 10 0.45638336827796899931812746542267699952718774077309
(16+2)(8+1) 32000 1000000 21 11 0.48674645397486179971392970374890038761558467565821
(16+2)(8+1) 32000 1000000 21 12 0.51309643564319376899960768603917837201365653305711
(16+2)(8+1) 32000 1000000 21 13 0.53621978324995614164589308662351249725787477298522
(16+2)(8+1) 32000 1000000 21 14 0.55670859651778340639375329857592027616562228905420
(16+2)(8+1) 32000 1000000 21 15 0.57501653119573327996169769392927513395355802206897
(16+2)(8+1) 32000 1000000 21 16 0.59149688733072933450400425714429649202254022970467
(16+2)(8+1) 32000 1000000 21 17 0.60642894206558842797028350952049696459248463745631
(16+2)(8+1) 32000 1000000 21 18 0.62003646498364283568314448486283815249663167461831
(16+2)(8+1) 32000 1000000 21 19 0.63250095953704560951476699712299238317327477326020
(16+2)(8+1) 32000 1000000 21 20 0.64397128847703052192069495023630439858995076594643
(16+2)(8+1) 32000 1000000 21 21 0.65457077896553823621425070156047537240467991170957
(16+2)(8+1) 32000 1000000 22 1 0E-49
(16+2)(8+1) 32000 1000000 22 2 0E-49
(16+2)(8+1) 32000 1000000 22 3 0E-49
(16+2)(8+1) 32000 1000000 22 4 0.11642403615508066809818940614702899452895304145457
(16+2)(8+1) 32000 1000000 22 5 0.22590416297622606798677338386516238586303089584200
(16+2)(8+1) 32000 1000000 22 6 0.31337457924206089191853388027101131146384705491510
(16+2)(8+1) 32000 1000000 22 7 0.38230035959013733768834233074140955134354079080360
(16+2)(8+1) 32000 1000000 22 8 0.43741778095936730026225504723787166648123392876419
(16+2)(8+1) 32000 1000000 22 9 0.48236510678720052227460013147468201499177032291557
(16+2)(8+1) 32000 1000000 22 10 0.51971240469201256514220428217347598170176136304645
(16+2)(8+1) 32000 1000000 22 11 0.55126405356780316512680253646992516752850123120857
(16+2)(8+1) 32000 1000000 22 12 0.57830516594989131723909725577818590997230886751886
(16+2)(8+1) 32000 1000000 22 13 0.60176932689447406141829588418965856277351805390876
(16+2)(8+1) 32000 1000000 22 14 0.62234872155959667709456280308283030236183998282852
(16+2)(8+1) 32000 1000000 22 15 0.64056656375191276485042053093124029917798452530526
(16+2)(8+1) 32000 1000000 22 16 0.65682541625880052417316667399869074762045281026517
(16+2)(8+1) 32000 1000000 22 17 0.67144002614323666068816727707264265722165408818663
(16+2)(8+1) 32000 1000000 22 18 0.68466007078261141930926931987788150063134362604514
(16+2)(8+1) 32000 1000000 22 19 0.69668621264738422839476247757570322433354576733660
(16+2)(8+1) 32000 1000000 22 20 0.70768163336948290448864610052798684342241149953808
(16+2)(8+1) 32000 1000000 22 21 0.71778045753235025368705323755870448462864740839536
(16+2)(8+1) 32000 1000000 22 22 0.72709399919529656302211691494461495690339722844730
(16+2)(8+1) 32000 1000000 23 1 0E-49
(16+2)(8+1) 32000 1000000 23 2 0E-49
(16+2)(8+1) 32000 1000000 23 3 0E-49
(16+2)(8+1) 32000 1000000 23 4 0.13892404895110485456705337071635153910093341986639
(16+2)(8+1) 32000 1000000 23 5 0.26563017549980295169863506555124938631495399347551
(16+2)(8+1) 32000 1000000 23 6 0.36382754680934851408100712024962473681105951911844
(16+2)(8+1) 32000 1000000 23 7 0.43915439727660228248732155169687612948502340600224
(16+2)(8+1) 32000 1000000 23 8 0.49801121970074222161834105475630492629000395866228
(16+2)(8+1) 32000 1000000 23 9 0.54505684033145170859907979461496369807436908104739
(16+2)(8+1) 32000 1000000 23 10 0.58347106905051674829419142543803011587268355029789
(16+2)(8+1) 32000 1000000 23 11 0.61542827467399975022287718226735224950381477854453
(16+2)(8+1) 32000 1000000 23 12 0.64244382256083426272418410561508020240116789859183
(16+2)(8+1) 32000 1000000 23 13 0.66559834660706070487329504537978141622308168514082
(16+2)(8+1) 32000 1000000 23 14 0.68568018910326322634654394387550355631446581758362
(16+2)(8+1) 32000 1000000 23 15 0.70327674674148198291283802178335013395200692653310
(16+2)(8+1) 32000 1000000 23 16 0.71883416980603569144716411791191733335120280711863
(16+2)(8+1) 32000 1000000 23 17 0.73269722596625450091467905416878940757797038653404
(16+2)(8+1) 32000 1000000 23 18 0.74513649666224530139431891704688756103573479369632
(16+2)(8+1) 32000 1000000 23 19 0.75636731435374484339768260644436991995964598274357
(16+2)(8+1) 32000 1000000 23 20 0.76656320220026681562104628724926680746448548062245
(16+2)(8+1) 32000 1000000 23 21 0.77586558109747951763536795397405934243964673288582
(16+2)(8+1) 32000 1000000 23 22 0.78439089475524882752468516979682224461436093015389
(16+2)(8+1) 32000 1000000 23 23 0.79223591756443532634715211757064162633192573679901
(16+2)(8+1) 32000 1000000 24 1 0E-49
(16+2)(8+1) 32000 1000000 24 2 0E-49
(16+2)(8+1) 32000 1000000 24 3 0E-49
(16+2)(8+1) 32000 1000000 24 4 0.16410366601586530958625634452788870759496567198797
(16+2)(8+1) 32000 1000000 24 5 0.30879746717549406680165665221396572483796920861784
(16+2)(8+1) 32000 1000000 24 6 0.41722490446159414774615143075212454536053105679492
(16+2)(8+1) 32000 1000000 24 7 0.49796774702681271013846832340562537751989252428419
(16+2)(8+1) 32000 1000000 24 8 0.55946510421011908841955768640908058106678917024388
(16+2)(8+1) 32000 1000000 24 9 0.60754957432766514542956245630375723531676873950896
(16+2)(8+1) 32000 1000000 24 10 0.64606523132504347110612000974496189543151513585374
(16+2)(8+1) 32000 1000000 24 11 0.67756942905846970339672782903742069525248401146202
(16+2)(8+1) 32000 1000000 24 12 0.70380411312321443121543812386321448320100970388812
(16+2)(8+1) 32000 1000000 24 13 0.72598729837228137053468458039742453974794252131479
(16+2)(8+1) 32000 1000000 24 14 0.74499235313514914429115401839747218311538762871354
(16+2)(8+1) 32000 1000000 24 15 0.76146011656919265529658147262518386257658893555639
(16+2)(8+1) 32000 1000000 24 16 0.77587065550547541338021252119138112185604036762356
(16+2)(8+1) 32000 1000000 24 17 0.78859032458325520190537349494888098999139284508221
(16+2)(8+1) 32000 1000000 24 18 0.79990336756872310280993152444680183687575625585262
(16+2)(8+1) 32000 1000000 24 19 0.81003361243522439429352321755095627652109660302198
(16+2)(8+1) 32000 1000000 24 20 0.81915967234581039141064456959740376303815940867642
(16+2)(8+1) 32000 1000000 24 21 0.82742579722700460509518469485613085128639118570940
(16+2)(8+1) 32000 1000000 24 22 0.83494975377947014676306707307433184358998470683934
(16+2)(8+1) 32000 1000000 24 23 0.84182863762246180099301961313209195984482363338105
(16+2)(8+1) 32000 1000000 24 24 0.84814322186407163464069862026738040751773398493448
(16+2)(8+1) 32000 1000000 25 1 0E-49
(16+2)(8+1) 32000 1000000 25 2 0E-49
(16+2)(8+1) 32000 1000000 25 3 0E-49
(16+2)(8+1) 32000 1000000 25 4 0.19199214381161269001759792620065405646617786307601
(16+2)(8+1) 32000 1000000 25 5 0.35503508171606997911278515308162130901674018058040
(16+2)(8+1) 32000 1000000 25 6 0.47274288686113785992705487631469638268404645605478
(16+2)(8+1) 32000 1000000 25 7 0.55756770282097853861821866892377281506225972866585
(16+2)(8+1) 32000 1000000 25 8 0.62037761372412112706066059661199478625394745996493
(16+2)(8+1) 32000 1000000 25 9 0.66830957169528571993782471055630916653993678091293
(16+2)(8+1) 32000 1000000 25 10 0.70590023471642399675217072758917792367554404426441
(16+2)(8+1) 32000 1000000 25 11 0.73608165780262672600941521590899602009449199747357
(16+2)(8+1) 32000 1000000 25 12 0.76080304765499628213160910668164124799499004441781
(16+2)(8+1) 32000 1000000 25 13 0.78139902607725586774477959816339977236394758744481
(16+2)(8+1) 32000 1000000 25 14 0.79880906809025320970597358106105560344888464153207
(16+2)(8+1) 32000 1000000 25 15 0.81371126886691758341997965460979144467594216300758
(16+2)(8+1) 32000 1000000 25 16 0.82660613046455167170626850208234699570430482028798
(16+2)(8+1) 32000 1000000 25 17 0.83787049196420705123944678464755538361835959535932
(16+2)(8+1) 32000 1000000 25 18 0.84779314849182301318701285883705487479196300160901
(16+2)(8+1) 32000 1000000 25 19 0.85659894319736349594884691811753982067991358037599
(16+2)(8+1) 32000 1000000 25 20 0.86446542116441438584481002110904693368663985100945
(16+2)(8+1) 32000 1000000 25 21 0.87153457213204255481782547249711154880013726495892
(16+2)(8+1) 32000 1000000 25 22 0.87792126104561707168331433974923549448724788420953
(16+2)(8+1) 32000 1000000 25 23 0.88371938096414209089464231695711758433762322827434
(16+2)(8+1) 32000 1000000 25 24 0.88900641153140476245318552130316384750848159769072
(16+2)(8+1) 32000 1000000 25 25 0.89384684285269085505947154072956359953860202908744
(16+2)(8+1) 32000 1000000 26 1 0E-49
(16+2)(8+1) 32000 1000000 26 2 0E-49
(16+2)(8+1) 32000 1000000 26 3 0E-49
(16+2)(8+1) 32000 1000000 26 4 0.22256759012688076155961463961974312556685832916643
(16+2)(8+1) 32000 1000000 26 5 0.40384056413968434398438415580213502378142327600136
(16+2)(8+1) 32000 1000000 26 6 0.52941081646634103773519023248345483780368231308997
(16+2)(8+1) 32000 1000000 26 7 0.61667599586040538812618093333436821954808834957123
(16+2)(8+1) 32000 1000000 26 8 0.67931181998421500081412096766434399047022502730415
(16+2)(8+1) 32000 1000000 26 9 0.72584799552268497819156945891600927613679087795376
(16+2)(8+1) 32000 1000000 26 10 0.76150525383455430134686926540255065382240543042496
(16+2)(8+1) 32000 1000000 26 11 0.78955579325132105884437108519160135459037045562744
(16+2)(8+1) 32000 1000000 26 12 0.81211919517156772172181692102597524688964676545276
(16+2)(8+1) 32000 1000000 26 13 0.83061445019940309947183614874765830955397163438187
(16+2)(8+1) 32000 1000000 26 14 0.84602081731845154726106624623063268217869588522749
(16+2)(8+1) 32000 1000000 26 15 0.85903271478997028223802061957555450549540029447936
(16+2)(8+1) 32000 1000000 26 16 0.87015458501544864403759314996341088021493832795335
(16+2)(8+1) 32000 1000000 26 17 0.87976076800132771622486440929812517803623480945354
(16+2)(8+1) 32000 1000000 26 18 0.88813436094388002372061286814303647176621390753703
(16+2)(8+1) 32000 1000000 26 19 0.89549309168050383699328866486171450210540954949742
(16+2)(8+1) 32000 1000000 26 20 0.90200694987801112329227083837162388442908439545580
(16+2)(8+1) 32000 1000000 26 21 0.90781045676368722649714910359486387840436848820864
(16+2)(8+1) 32000 1000000 26 22 0.91301136800955421104391872130184438548677369960484
(16+2)(8+1) 32000 1000000 26 23 0.91769695442769587631274006693901375641698799048900
(16+2)(8+1) 32000 1000000 26 24 0.92193860662082740783733167069024567854213141013810
(16+2)(8+1) 32000 1000000 26 25 0.92579525978516500415596186053168593306808333028598
(16+2)(8+1) 32000 1000000 26 26 0.92931597477058213723232365522082759278870788157445
(16+2)(8+1) 32000 1000000 27 1 0E-49
(16+2)(8+1) 32000 1000000 27 2 0E-49
(16+2)(8+1) 32000 1000000 27 3 0E-49
(16+2)(8+1) 32000 1000000 27 4 0.25575118890134160646806440503234392469671008753074
(16+2)(8+1) 32000 1000000 27 5 0.45458752860266386883774507026768757802016492220826
(16+2)(8+1) 32000 1000000 27 6 0.58615205711234725832897551055498564293940192113761
(16+2)(8+1) 32000 1000000 27 7 0.67398394529984755795663140670653737909404538720463
(16+2)(8+1) 32000 1000000 27 8 0.73489623101900903304066030749600654356122573339677
